Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   S/sqrt(B)(gamma cuts(pt+p+eta))  
5.00000e-02   8.50000e+00   2.31158e-10   5.32649e-04   1.00158e-08  
5.00000e-02   9.00000e+00   2.19619e-10   4.75094e-04   1.00758e-08  
5.00000e-02   9.50000e+00   2.03321e-10   4.34039e-04   9.75930e-09  
1.00000e-01   0.00000e+00   4.70064e-10   3.31639e-03   8.16252e-09  
1.00000e-01   5.00000e-01   4.70064e-10   3.31639e-03   8.16252e-09  
1.00000e-01   1.00000e+00   4.65671e-10   3.25519e-03   8.16190e-09  
1.00000e-01   1.50000e+00   4.51322e-10   3.05353e-03   8.16742e-09  
1.00000e-01   2.00000e+00   4.29563e-10   2.73111e-03   8.21973e-09  
1.00000e-01   2.50000e+00   4.22673e-10   2.45376e-03   8.53274e-09  
1.00000e-01   3.00000e+00   3.98817e-10   2.18150e-03   8.53879e-09  
1.00000e-01   3.50000e+00   3.78775e-10   1.93116e-03   8.61929e-09  
1.00000e-01   4.00000e+00   3.53363e-10   1.68339e-03   8.61249e-09  
1.00000e-01   4.50000e+00   3.31035e-10   1.45697e-03   8.67256e-09  
1.00000e-01   5.00000e+00   3.06914e-10   1.22067e-03   8.78452e-09  
1.00000e-01   5.50000e+00   2.98093e-10   1.08381e-03   9.05473e-09  
1.00000e-01   6.00000e+00   2.83657e-10   9.48371e-04   9.21095e-09  
1.00000e-01   6.50000e+00   2.72590e-10   8.41762e-04   9.39540e-09  
1.00000e-01   7.00000e+00   2.74513e-10   7.46896e-04   1.00446e-08  
1.00000e-01   7.50000e+00   2.67067e-10   6.77051e-04   1.02638e-08  
1.00000e-01   8.00000e+00   2.43544e-10   6.02028e-04   9.92586e-09  
1.00000e-01   8.50000e+00   2.31158e-10   5.32649e-04   1.00158e-08  
1.00000e-01   9.00000e+00   2.19619e-10   4.75094e-04   1.00758e-08  
1.00000e-01   9.50000e+00   2.03321e-10   4.34039e-04   9.75930e-09  
1.50000e-01   0.00000e+00   3.73106e-10   2.05983e-03   8.22085e-09  
1.50000e-01   5.00000e-01   3.73106e-10   2.05983e-03   8.22085e-09  
1.50000e-01   1.00000e+00   3.73331e-10   2.05983e-03   8.22580e-09  
1.50000e-01   1.50000e+00   3.70279e-10   2.02837e-03   8.22159e-09  
1.50000e-01   2.00000e+00   3.67259e-10   1.97637e-03   8.26111e-09  
1.50000e-01   2.50000e+00   3.66309e-10   1.89018e-03   8.42550e-09  
1.50000e-01   3.00000e+00   3.60095e-10   1.76228e-03   8.57788e-09  
1.50000e-01   3.50000e+00   3.50946e-10   1.61206e-03   8.74077e-09  
1.50000e-01   4.00000e+00   3.39444e-10   1.46271e-03   8.87543e-09  
1.50000e-01   4.50000e+00   3.20127e-10   1.33379e-03   8.76555e-09  
1.50000e-01   5.00000e+00   3.01975e-10   1.16979e-03   8.82911e-09  
1.50000e-01   5.50000e+00   2.94572e-10   1.05385e-03   9.07409e-09  
1.50000e-01   6.00000e+00   2.81865e-10   9.35071e-04   9.21763e-09  
1.50000e-01   6.50000e+00   2.72812e-10   8.38626e-04   9.42060e-09  
1.50000e-01   7.00000e+00   2.74513e-10   7.46896e-04   1.00446e-08  
1.50000e-01   7.50000e+00   2.67067e-10   6.77051e-04   1.02638e-08  
1.50000e-01   8.00000e+00   2.43544e-10   6.02028e-04   9.92586e-09  
1.50000e-01   8.50000e+00   2.31158e-10   5.32649e-04   1.00158e-08  
1.50000e-01   9.00000e+00   2.19619e-10   4.75094e-04   1.00758e-08  
1.50000e-01   9.50000e+00   2.03321e-10   4.34039e-04   9.75930e-09  
2.00000e-01   0.00000e+00   3.28608e-10   1.36081e-03   8.90800e-09  
2.00000e-01   5.00000e-01   3.28608e-10   1.36081e-03   8.90800e-09  
2.00000e-01   1.00000e+00   3.28608e-10   1.36081e-03   8.90800e-09  
2.00000e-01   1.50000e+00   3.29474e-10   1.36081e-03   8.93148e-09  
2.00000e-01   2.00000e+00   3.29152e-10   1.35630e-03   8.93753e-09  
2.00000e-01   2.50000e+00   3.29157e-10   1.33401e-03   9.01203e-09  
2.00000e-01   3.00000e+00   3.25412e-10   1.30130e-03   9.02081e-09  
2.00000e-01   3.50000e+00   3.18885e-10   1.25431e-03   9.00391e-09  
2.00000e-01   4.00000e+00   3.09851e-10   1.17749e-03   9.02972e-09  
2.00000e-01   4.50000e+00   2.91818e-10   1.10164e-03   8.79210e-09  
2.00000e-01   5.00000e+00   2.79705e-10   1.00082e-03   8.84144e-09  
2.00000e-01   5.50000e+00   2.76283e-10   9.23577e-04   9.09111e-09  
2.00000e-01   6.00000e+00   2.69605e-10   8.41359e-04   9.29475e-09  
2.00000e-01   6.50000e+00   2.62101e-10   7.73574e-04   9.42363e-09  
2.00000e-01   7.00000e+00   2.66637e-10   7.07452e-04   1.00247e-08  
2.00000e-01   7.50000e+00   2.63813e-10   6.53304e-04   1.03214e-08  
2.00000e-01   8.00000e+00   2.41702e-10   5.90226e-04   9.94880e-09  
2.00000e-01   8.50000e+00   2.31372e-10   5.29181e-04   1.00579e-08  
2.00000e-01   9.00000e+00   2.19619e-10   4.75094e-04   1.00758e-08  
2.00000e-01   9.50000e+00   2.03321e-10   4.34039e-04   9.75930e-09  
2.50000e-01   0.00000e+00   2.93311e-10   9.40984e-04   9.56173e-09  
2.50000e-01   5.00000e-01   2.93311e-10   9.40984e-04   9.56173e-09  
2.50000e-01   1.00000e+00   2.93311e-10   9.40984e-04   9.56173e-09  
2.50000e-01   1.50000e+00   2.93725e-10   9.40984e-04   9.57523e-09  
2.50000e-01   2.00000e+00   2.92596e-10   9.40984e-04   9.53843e-09  
2.50000e-01   2.50000e+00   2.91358e-10   9.37379e-04   9.51633e-09  
2.50000e-01   3.00000e+00   2.91452e-10   9.22467e-04   9.59605e-09  
2.50000e-01   3.50000e+00   2.88533e-10   9.01679e-04   9.60879e-09  
2.50000e-01   4.00000e+00   2.84572e-10   8.71402e-04   9.64012e-09  
2.50000e-01   4.50000e+00   2.73821e-10   8.43840e-04   9.42620e-09  
2.50000e-01   5.00000e+00   2.62486e-10   7.95118e-04   9.30872e-09  
2.50000e-01   5.50000e+00   2.57252e-10   7.53539e-04   9.37143e-09  
2.50000e-01   6.00000e+00   2.56503e-10   7.10901e-04   9.62028e-09  
2.50000e-01   6.50000e+00   2.48358e-10   6.64425e-04   9.63509e-09  
2.50000e-01   7.00000e+00   2.52006e-10   6.24335e-04   1.00856e-08  
2.50000e-01   7.50000e+00   2.51378e-10   5.81078e-04   1.04282e-08  
2.50000e-01   8.00000e+00   2.34923e-10   5.30799e-04   1.01967e-08  
2.50000e-01   8.50000e+00   2.26441e-10   4.87598e-04   1.02547e-08  
2.50000e-01   9.00000e+00   2.16263e-10   4.43611e-04   1.02679e-08  
2.50000e-01   9.50000e+00   2.01111e-10   4.13423e-04   9.89098e-09  
3.00000e-01   0.00000e+00   2.67790e-10   6.42222e-04   1.05670e-08  
3.00000e-01   5.00000e-01   2.67790e-10   6.42222e-04   1.05670e-08  
3.00000e-01   1.00000e+00   2.67790e-10   6.42222e-04   1.05670e-08  
3.00000e-01   1.50000e+00   2.67790e-10   6.42222e-04   1.05670e-08  
3.00000e-01   2.00000e+00   2.67790e-10   6.42222e-04   1.05670e-08  
3.00000e-01   2.50000e+00   2.67295e-10   6.42222e-04   1.05475e-08  
3.00000e-01   3.00000e+00   2.66308e-10   6.40255e-04   1.05247e-08  
3.00000e-01   3.50000e+00   2.64200e-10   6.31079e-04   1.05170e-08  
3.00000e-01   4.00000e+00   2.61808e-10   6.18366e-04   1.05284e-08  
3.00000e-01   4.50000e+00   2.52579e-10   6.09153e-04   1.02337e-08  
3.00000e-01   5.00000e+00   2.45153e-10   5.84298e-04   1.01419e-08  
3.00000e-01   5.50000e+00   2.43352e-10   5.76118e-04   1.01386e-08  
3.00000e-01   6.00000e+00   2.43514e-10   5.61207e-04   1.02793e-08  
3.00000e-01   6.50000e+00   2.42090e-10   5.38693e-04   1.04305e-08  
3.00000e-01   7.00000e+00   2.45887e-10   5.13495e-04   1.08509e-08  
3.00000e-01   7.50000e+00   2.43676e-10   4.83235e-04   1.10849e-08  
3.00000e-01   8.00000e+00   2.30584e-10   4.53889e-04   1.08232e-08  
3.00000e-01   8.50000e+00   2.23048e-10   4.24701e-04   1.08232e-08  
3.00000e-01   9.00000e+00   2.12395e-10   3.94247e-04   1.06969e-08  
3.00000e-01   9.50000e+00   1.97434e-10   3.68738e-04   1.02816e-08  
3.50000e-01   0.00000e+00   2.32802e-10   4.60383e-04   1.08499e-08  
3.50000e-01   5.00000e-01   2.32802e-10   4.60383e-04   1.08499e-08  
3.50000e-01   1.00000e+00   2.32802e-10   4.60383e-04   1.08499e-08  
3.50000e-01   1.50000e+00   2.32802e-10   4.60383e-04   1.08499e-08  
3.50000e-01   2.00000e+00   2.32802e-10   4.60383e-04   1.08499e-08  
3.50000e-01   2.50000e+00   2.32996e-10   4.60383e-04   1.08590e-08  
3.50000e-01   3.00000e+00   2.33777e-10   4.60383e-04   1.08954e-08  
3.50000e-01   3.50000e+00   2.33610e-10   4.59482e-04   1.08983e-08  
3.50000e-01   4.00000e+00   2.33276e-10   4.54075e-04   1.09473e-08  
3.50000e-01   4.50000e+00   2.33719e-10   4.50471e-04   1.10119e-08  
3.50000e-01   5.00000e+00   2.26039e-10   4.41198e-04   1.07613e-08  
3.50000e-01   5.50000e+00   2.28287e-10   4.37493e-04   1.09143e-08  
3.50000e-01   6.00000e+00   2.29182e-10   4.30606e-04   1.10444e-08  
3.50000e-01   6.50000e+00   2.27798e-10   4.21348e-04   1.10976e-08  
3.50000e-01   7.00000e+00   2.30208e-10   4.15440e-04   1.12945e-08  
3.50000e-01   7.50000e+00   2.26997e-10   4.00259e-04   1.13462e-08  
3.50000e-01   8.00000e+00   2.18567e-10   3.84977e-04   1.11395e-08  
3.50000e-01   8.50000e+00   2.12132e-10   3.66757e-04   1.10768e-08  
3.50000e-01   9.00000e+00   2.02529e-10   3.49331e-04   1.08360e-08  
3.50000e-01   9.50000e+00   1.91248e-10   3.30389e-04   1.05216e-08  
4.00000e-01   0.00000e+00   2.25410e-10   3.54676e-04   1.19690e-08  
4.00000e-01   5.00000e-01   2.25410e-10   3.54676e-04   1.19690e-08  
4.00000e-01   1.00000e+00   2.25410e-10   3.54676e-04   1.19690e-08  
4.00000e-01   1.50000e+00   2.25410e-10   3.54676e-04   1.19690e-08  
4.00000e-01   2.00000e+00   2.25410e-10   3.54676e-04   1.19690e-08  
4.00000e-01   2.50000e+00   2.25610e-10   3.54676e-04   1.19796e-08  
4.00000e-01   3.00000e+00   2.26011e-10   3.54676e-04   1.20009e-08  
4.00000e-01   3.50000e+00   2.25274e-10   3.54676e-04   1.19617e-08  
4.00000e-01   4.00000e+00   2.26690e-10   3.54676e-04   1.20370e-08  
4.00000e-01   4.50000e+00   2.26561e-10   3.52873e-04   1.20608e-08  
4.00000e-01   5.00000e+00   2.20341e-10   3.44434e-04   1.18725e-08  
4.00000e-01   5.50000e+00   2.23596e-10   3.42631e-04   1.20795e-08  
4.00000e-01   6.00000e+00   2.24346e-10   3.39027e-04   1.21843e-08  
4.00000e-01   6.50000e+00   2.23527e-10   3.32386e-04   1.22605e-08  
4.00000e-01   7.00000e+00   2.25795e-10   3.28613e-04   1.24558e-08  
4.00000e-01   7.50000e+00   2.21725e-10   3.17784e-04   1.24379e-08  
4.00000e-01   8.00000e+00   2.14657e-10   3.12041e-04   1.21518e-08  
4.00000e-01   8.50000e+00   2.07141e-10   3.01313e-04   1.19332e-08  
4.00000e-01   9.00000e+00   1.98665e-10   2.91266e-04   1.16406e-08  
4.00000e-01   9.50000e+00   1.88764e-10   2.78673e-04   1.13076e-08  
4.50000e-01   0.00000e+00   2.09683e-10   2.59650e-04   1.30127e-08  
4.50000e-01   5.00000e-01   2.09683e-10   2.59650e-04   1.30127e-08  
4.50000e-01   1.00000e+00   2.09683e-10   2.59650e-04   1.30127e-08  
4.50000e-01   1.50000e+00   2.09683e-10   2.59650e-04   1.30127e-08  
4.50000e-01   2.00000e+00   2.09683e-10   2.59650e-04   1.30127e-08  
4.50000e-01   2.50000e+00   2.09885e-10   2.59650e-04   1.30253e-08  
4.50000e-01   3.00000e+00   2.10088e-10   2.59650e-04   1.30379e-08  
4.50000e-01   3.50000e+00   2.09132e-10   2.59650e-04   1.29786e-08  
4.50000e-01   4.00000e+00   2.09743e-10   2.59650e-04   1.30165e-08  
4.50000e-01   4.50000e+00   2.10357e-10   2.59650e-04   1.30546e-08  
4.50000e-01   5.00000e+00   2.03713e-10   2.59650e-04   1.26423e-08  
4.50000e-01   5.50000e+00   2.05323e-10   2.58748e-04   1.27644e-08  
4.50000e-01   6.00000e+00   2.05235e-10   2.55144e-04   1.28487e-08  
4.50000e-01   6.50000e+00   2.05351e-10   2.53341e-04   1.29016e-08  
4.50000e-01   7.00000e+00   2.06271e-10   2.51539e-04   1.30058e-08  
4.50000e-01   7.50000e+00   2.05996e-10   2.44229e-04   1.31813e-08  
4.50000e-01   8.00000e+00   2.00559e-10   2.40456e-04   1.29338e-08  
4.50000e-01   8.50000e+00   1.93574e-10   2.35203e-04   1.26219e-08  
4.50000e-01   9.00000e+00   1.84372e-10   2.30546e-04   1.21427e-08  
4.50000e-01   9.50000e+00   1.79810e-10   2.25708e-04   1.19685e-08  
5.00000e-01   0.00000e+00   1.87611e-10   1.96897e-04   1.33702e-08  
5.00000e-01   5.00000e-01   1.87611e-10   1.96897e-04   1.33702e-08  
5.00000e-01   1.00000e+00   1.87611e-10   1.96897e-04   1.33702e-08  
5.00000e-01   1.50000e+00   1.87611e-10   1.96897e-04   1.33702e-08  
5.00000e-01   2.00000e+00   1.87611e-10   1.96897e-04   1.33702e-08  
5.00000e-01   2.50000e+00   1.87804e-10   1.96897e-04   1.33840e-08  
5.00000e-01   3.00000e+00   1.87804e-10   1.96897e-04   1.33840e-08  
5.00000e-01   3.50000e+00   1.86849e-10   1.96897e-04   1.33159e-08  
5.00000e-01   4.00000e+00   1.87430e-10   1.96897e-04   1.33573e-08  
5.00000e-01   4.50000e+00   1.87624e-10   1.96897e-04   1.33711e-08  
5.00000e-01   5.00000e+00   1.86273e-10   1.96897e-04   1.32748e-08  
5.00000e-01   5.50000e+00   1.87441e-10   1.95996e-04   1.33887e-08  
5.00000e-01   6.00000e+00   1.86724e-10   1.94194e-04   1.33993e-08  
5.00000e-01   6.50000e+00   1.86391e-10   1.92392e-04   1.34379e-08  
5.00000e-01   7.00000e+00   1.86633e-10   1.90589e-04   1.35188e-08  
5.00000e-01   7.50000e+00   1.85910e-10   1.87053e-04   1.35932e-08  
5.00000e-01   8.00000e+00   1.82478e-10   1.84349e-04   1.34397e-08  
5.00000e-01   8.50000e+00   1.80600e-10   1.82378e-04   1.33731e-08  
5.00000e-01   9.00000e+00   1.72582e-10   1.79578e-04   1.28786e-08  
5.00000e-01   9.50000e+00   1.69144e-10   1.77776e-04   1.26859e-08  
5.50000e-01   0.00000e+00   1.70998e-10   1.41081e-04   1.43965e-08  
5.50000e-01   5.00000e-01   1.70998e-10   1.41081e-04   1.43965e-08  
5.50000e-01   1.00000e+00   1.70998e-10   1.41081e-04   1.43965e-08  
5.50000e-01   1.50000e+00   1.70998e-10   1.41081e-04   1.43965e-08  
5.50000e-01   2.00000e+00   1.70998e-10   1.41081e-04   1.43965e-08  
5.50000e-01   2.50000e+00   1.71189e-10   1.41081e-04   1.44125e-08  
5.50000e-01   3.00000e+00   1.71189e-10   1.41081e-04   1.44125e-08  
5.50000e-01   3.50000e+00   1.70078e-10   1.41081e-04   1.43190e-08  
5.50000e-01   4.00000e+00   1.70458e-10   1.41081e-04   1.43510e-08  
5.50000e-01   4.50000e+00   1.70649e-10   1.41081e-04   1.43671e-08  
5.50000e-01   5.00000e+00   1.69339e-10   1.41081e-04   1.42568e-08  
5.50000e-01   5.50000e+00   1.70487e-10   1.41081e-04   1.43534e-08  
5.50000e-01   6.00000e+00   1.71456e-10   1.41081e-04   1.44350e-08  
5.50000e-01   6.50000e+00   1.70306e-10   1.41081e-04   1.43383e-08  
5.50000e-01   7.00000e+00   1.70159e-10   1.40180e-04   1.43718e-08  
5.50000e-01   7.50000e+00   1.69400e-10   1.37477e-04   1.44477e-08  
5.50000e-01   8.00000e+00   1.69462e-10   1.34773e-04   1.45972e-08  
5.50000e-01   8.50000e+00   1.67380e-10   1.33872e-04   1.44663e-08  
5.50000e-01   9.00000e+00   1.63663e-10   1.31905e-04   1.42502e-08  
5.50000e-01   9.50000e+00   1.62167e-10   1.31905e-04   1.41199e-08  
6.00000e-01   0.00000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   5.00000e-01   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   1.00000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   1.50000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   2.00000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   2.50000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   3.00000e+00   1.52618e-10   1.08394e-04   1.46590e-08  
6.00000e-01   3.50000e+00   1.51123e-10   1.08394e-04   1.45154e-08  
6.00000e-01   4.00000e+00   1.51305e-10   1.08394e-04   1.45328e-08  
6.00000e-01   4.50000e+00   1.51305e-10   1.08394e-04   1.45328e-08  
6.00000e-01   5.00000e+00   1.49804e-10   1.08394e-04   1.43887e-08  
6.00000e-01   5.50000e+00   1.50529e-10   1.08394e-04   1.44583e-08  
6.00000e-01   6.00000e+00   1.51078e-10   1.08394e-04   1.45111e-08  
6.00000e-01   6.50000e+00   1.49975e-10   1.08394e-04   1.44051e-08  
6.00000e-01   7.00000e+00   1.49385e-10   1.08394e-04   1.43485e-08  
6.00000e-01   7.50000e+00   1.50497e-10   1.07492e-04   1.45158e-08  
6.00000e-01   8.00000e+00   1.49903e-10   1.06591e-04   1.45194e-08  
6.00000e-01   8.50000e+00   1.47654e-10   1.05690e-04   1.43624e-08  
6.00000e-01   9.00000e+00   1.43580e-10   1.03723e-04   1.40980e-08  
6.00000e-01   9.50000e+00   1.41331e-10   1.03723e-04   1.38771e-08  
6.50000e-01   0.00000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   5.00000e-01   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   1.00000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   1.50000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   2.00000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   2.50000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   3.00000e+00   1.38184e-10   8.60383e-05   1.48975e-08  
6.50000e-01   3.50000e+00   1.36697e-10   8.60383e-05   1.47371e-08  
6.50000e-01   4.00000e+00   1.36697e-10   8.60383e-05   1.47371e-08  
6.50000e-01   4.50000e+00   1.36697e-10   8.60383e-05   1.47371e-08  
6.50000e-01   5.00000e+00   1.35205e-10   8.60383e-05   1.45763e-08  
6.50000e-01   5.50000e+00   1.35911e-10   8.60383e-05   1.46524e-08  
6.50000e-01   6.00000e+00   1.36445e-10   8.60383e-05   1.47100e-08  
6.50000e-01   6.50000e+00   1.35177e-10   8.60383e-05   1.45732e-08  
6.50000e-01   7.00000e+00   1.34393e-10   8.60383e-05   1.44887e-08  
6.50000e-01   7.50000e+00   1.35471e-10   8.60383e-05   1.46050e-08  
6.50000e-01   8.00000e+00   1.36199e-10   8.51372e-05   1.47610e-08  
6.50000e-01   8.50000e+00   1.34922e-10   8.42360e-05   1.47005e-08  
6.50000e-01   9.00000e+00   1.34729e-10   8.22691e-05   1.48539e-08  
6.50000e-01   9.50000e+00   1.32115e-10   8.22691e-05   1.45657e-08  
7.00000e-01   0.00000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   5.00000e-01   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   1.00000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   1.50000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   2.00000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   2.50000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   3.00000e+00   1.27182e-10   6.99133e-05   1.52106e-08  
7.00000e-01   3.50000e+00   1.25662e-10   6.99133e-05   1.50288e-08  
7.00000e-01   4.00000e+00   1.25662e-10   6.99133e-05   1.50288e-08  
7.00000e-01   4.50000e+00   1.25662e-10   6.99133e-05   1.50288e-08  
7.00000e-01   5.00000e+00   1.24138e-10   6.99133e-05   1.48465e-08  
7.00000e-01   5.50000e+00   1.24488e-10   6.99133e-05   1.48884e-08  
7.00000e-01   6.00000e+00   1.25016e-10   6.99133e-05   1.49515e-08  
7.00000e-01   6.50000e+00   1.23442e-10   6.99133e-05   1.47633e-08  
7.00000e-01   7.00000e+00   1.23793e-10   6.99133e-05   1.48053e-08  
7.00000e-01   7.50000e+00   1.24859e-10   6.99133e-05   1.49327e-08  
7.00000e-01   8.00000e+00   1.25399e-10   6.99133e-05   1.49973e-08  
7.00000e-01   8.50000e+00   1.23975e-10   6.99133e-05   1.48270e-08  
7.00000e-01   9.00000e+00   1.23799e-10   6.99133e-05   1.48060e-08  
7.00000e-01   9.50000e+00   1.20843e-10   6.99133e-05   1.44525e-08  
7.50000e-01   0.00000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   5.00000e-01   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   1.00000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   1.50000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   2.00000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   2.50000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   3.00000e+00   1.16763e-10   5.28731e-05   1.60579e-08  
7.50000e-01   3.50000e+00   1.15197e-10   5.28731e-05   1.58425e-08  
7.50000e-01   4.00000e+00   1.15197e-10   5.28731e-05   1.58425e-08  
7.50000e-01   4.50000e+00   1.15197e-10   5.28731e-05   1.58425e-08  
7.50000e-01   5.00000e+00   1.13626e-10   5.28731e-05   1.56265e-08  
7.50000e-01   5.50000e+00   1.13801e-10   5.28731e-05   1.56506e-08  
7.50000e-01   6.00000e+00   1.13801e-10   5.28731e-05   1.56506e-08  
7.50000e-01   6.50000e+00   1.12282e-10   5.28731e-05   1.54416e-08  
7.50000e-01   7.00000e+00   1.12456e-10   5.28731e-05   1.54655e-08  
7.50000e-01   7.50000e+00   1.12980e-10   5.28731e-05   1.55377e-08  
7.50000e-01   8.00000e+00   1.13333e-10   5.28731e-05   1.55861e-08  
7.50000e-01   8.50000e+00   1.11793e-10   5.28731e-05   1.53743e-08  
7.50000e-01   9.00000e+00   1.11115e-10   5.28731e-05   1.52811e-08  
7.50000e-01   9.50000e+00   1.08032e-10   5.28731e-05   1.48572e-08  
Candidate type    Total entries    After A' mass cut   After transverse flight distance cut     After eta mass cut     Signal significance after mu + A' _fiducial cut: 
S    			   685674    			2376   			300 				2376				3.465204e-03
EMB    			   694228    			164    			164 				164				2.362336e-04
B    			   77655699    			25667    			25667 				241				3.305231e-04
misID    		   -1295905287    			22485478    			3128753 				26575				-1.735117e-02
Figure of merit after mu + A' + fiducial cut:  4.128103e-11 
