Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   misID(gamma cuts(pt+p+eta))   S/B_EM(gamma cuts(pt+p+eta))  S/sqrt(B+misID)(gamma cuts(pt+p+eta))  
1.40000e-01   8.40000e+00   2.34926e-04   2.80860e-01   4.13642e-01   1.83918e-02   3.65274e-04   1.73228e-03  
1.40000e-01   8.50000e+00   2.33268e-04   2.79000e-01   4.10543e-01   1.80830e-02   3.64062e-04   1.73468e-03  
1.40000e-01   8.60000e+00   2.31794e-04   2.77760e-01   4.07753e-01   1.77735e-02   3.62997e-04   1.73866e-03  
1.40000e-01   8.70000e+00   2.30688e-04   2.76520e-01   4.05581e-01   1.74610e-02   3.62232e-04   1.74579e-03  
1.40000e-01   8.80000e+00   2.29030e-04   2.74970e-01   4.02505e-01   1.71752e-02   3.60999e-04   1.74759e-03  
1.40000e-01   8.90000e+00   2.27372e-04   2.74040e-01   3.99411e-01   1.68711e-02   3.59771e-04   1.75051e-03  
1.40000e-01   9.00000e+00   2.24423e-04   2.71870e-01   3.94139e-01   1.65593e-02   3.57473e-04   1.74400e-03  
1.40000e-01   9.10000e+00   2.23502e-04   2.70940e-01   3.92276e-01   1.62463e-02   3.56850e-04   1.75349e-03  
1.40000e-01   9.20000e+00   2.21107e-04   2.69080e-01   3.88019e-01   1.60194e-02   3.54957e-04   1.74694e-03  
1.40000e-01   9.30000e+00   2.19449e-04   2.67530e-01   3.84975e-01   1.57652e-02   3.53685e-04   1.74776e-03  
1.40000e-01   9.40000e+00   2.17974e-04   2.65980e-01   3.82243e-01   1.55129e-02   3.52562e-04   1.75009e-03  
1.40000e-01   9.50000e+00   2.17237e-04   2.65360e-01   3.80752e-01   1.52617e-02   3.52058e-04   1.75847e-03  
1.40000e-01   9.60000e+00   2.15948e-04   2.63500e-01   3.78364e-01   1.50441e-02   3.51070e-04   1.76062e-03  
1.40000e-01   9.70000e+00   2.13552e-04   2.61330e-01   3.74092e-01   1.48023e-02   3.49152e-04   1.75525e-03  
1.40000e-01   9.80000e+00   2.11710e-04   2.59160e-01   3.70751e-01   1.45614e-02   3.47696e-04   1.75444e-03  
1.40000e-01   9.90000e+00   2.09314e-04   2.56680e-01   3.66456e-01   1.42958e-02   3.45771e-04   1.75063e-03  
1.50000e-01   0.00000e+00   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   1.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   2.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   3.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   4.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   5.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   6.00000e-01   4.08863e-04   4.25320e-01   7.55244e-01   6.73539e-02   4.70473e-04   1.57542e-03  
1.50000e-01   7.00000e-01   4.08863e-04   4.25320e-01   7.55221e-01   6.73311e-02   4.70480e-04   1.57569e-03  
1.50000e-01   8.00000e-01   4.08863e-04   4.25320e-01   7.55186e-01   6.72963e-02   4.70491e-04   1.57610e-03  
1.50000e-01   9.00000e-01   4.08679e-04   4.25320e-01   7.54781e-01   6.72006e-02   4.70405e-04   1.57651e-03  
1.50000e-01   1.00000e+00   4.08495e-04   4.25320e-01   7.54277e-01   6.70074e-02   4.70350e-04   1.57807e-03  
1.50000e-01   1.10000e+00   4.08126e-04   4.25010e-01   7.53314e-01   6.66640e-02   4.70226e-04   1.58070e-03  
1.50000e-01   1.20000e+00   4.07389e-04   4.24390e-01   7.51507e-01   6.60967e-02   4.69941e-04   1.58460e-03  
1.50000e-01   1.30000e+00   4.05915e-04   4.22530e-01   7.48457e-01   6.55267e-02   4.69194e-04   1.58572e-03  
1.50000e-01   1.40000e+00   4.04441e-04   4.22220e-01   7.45234e-01   6.47836e-02   4.68500e-04   1.58900e-03  
1.50000e-01   1.50000e+00   4.02967e-04   4.21290e-01   7.42004e-01   6.40343e-02   4.67807e-04   1.59244e-03  
1.50000e-01   1.60000e+00   4.01677e-04   4.20360e-01   7.38965e-01   6.31654e-02   4.67267e-04   1.59822e-03  
1.50000e-01   1.70000e+00   3.98729e-04   4.17260e-01   7.33173e-01   6.23325e-02   4.65667e-04   1.59706e-03  
1.50000e-01   1.80000e+00   3.96518e-04   4.15400e-01   7.28530e-01   6.14102e-02   4.64557e-04   1.60008e-03  
1.50000e-01   1.90000e+00   3.93754e-04   4.13540e-01   7.22909e-01   6.04387e-02   4.63110e-04   1.60165e-03  
1.50000e-01   2.00000e+00   3.91543e-04   4.11990e-01   7.18181e-01   5.94314e-02   4.62022e-04   1.60610e-03  
1.50000e-01   2.10000e+00   3.88780e-04   4.10750e-01   7.12542e-01   5.84420e-02   4.60573e-04   1.60820e-03  
1.50000e-01   2.20000e+00   3.86384e-04   4.09510e-01   7.07472e-01   5.74019e-02   4.59372e-04   1.61271e-03  
1.50000e-01   2.30000e+00   3.84542e-04   4.07650e-01   7.03400e-01   5.64298e-02   4.58503e-04   1.61878e-03  
1.50000e-01   2.40000e+00   3.81962e-04   4.05790e-01   6.98176e-01   5.55463e-02   4.57128e-04   1.62066e-03  
1.50000e-01   2.50000e+00   3.77908e-04   4.03620e-01   6.90332e-01   5.45219e-02   4.54839e-04   1.61846e-03  
1.50000e-01   2.60000e+00   3.76250e-04   4.02380e-01   6.86593e-01   5.35734e-02   4.54074e-04   1.62556e-03  
1.50000e-01   2.70000e+00   3.73855e-04   4.00520e-01   6.81583e-01   5.25935e-02   4.52839e-04   1.63019e-03  
1.50000e-01   2.80000e+00   3.71091e-04   3.97730e-01   6.75983e-01   5.16428e-02   4.51349e-04   1.63296e-03  
1.50000e-01   2.90000e+00   3.66853e-04   3.95560e-01   6.67877e-01   5.06671e-02   4.48894e-04   1.62978e-03  
1.50000e-01   3.00000e+00   3.63352e-04   3.91840e-01   6.61133e-01   4.98127e-02   4.46872e-04   1.62801e-03  
1.50000e-01   3.10000e+00   3.60957e-04   3.90600e-01   6.56190e-01   4.89002e-02   4.45595e-04   1.63230e-03  
1.50000e-01   3.20000e+00   3.58193e-04   3.87810e-01   6.50766e-01   4.81261e-02   4.44022e-04   1.63278e-03  
1.50000e-01   3.30000e+00   3.55245e-04   3.85020e-01   6.44925e-01   4.72453e-02   4.42357e-04   1.63436e-03  
1.50000e-01   3.40000e+00   3.51007e-04   3.81610e-01   6.37007e-01   4.64574e-02   4.39788e-04   1.62850e-03  
1.50000e-01   3.50000e+00   3.48980e-04   3.80990e-01   6.32804e-01   4.56644e-02   4.38699e-04   1.63310e-03  
1.50000e-01   3.60000e+00   3.45479e-04   3.78510e-01   6.26108e-01   4.48575e-02   4.36614e-04   1.63119e-03  
1.50000e-01   3.70000e+00   3.42531e-04   3.76340e-01   6.20338e-01   4.40478e-02   4.34897e-04   1.63207e-03  
1.50000e-01   3.80000e+00   3.38478e-04   3.72930e-01   6.12786e-01   4.33159e-02   4.32390e-04   1.62632e-03  
1.50000e-01   3.90000e+00   3.36082e-04   3.70760e-01   6.08015e-01   4.25752e-02   4.31011e-04   1.62880e-03  
1.50000e-01   4.00000e+00   3.34793e-04   3.69210e-01   6.05137e-01   4.18673e-02   4.30377e-04   1.63621e-03  
1.50000e-01   4.10000e+00   3.30923e-04   3.66110e-01   5.97915e-01   4.11553e-02   4.27964e-04   1.63123e-03  
1.50000e-01   4.20000e+00   3.28159e-04   3.63940e-01   5.92555e-01   4.04451e-02   4.26305e-04   1.63174e-03  
1.50000e-01   4.30000e+00   3.25396e-04   3.62080e-01   5.87211e-01   3.97514e-02   4.24634e-04   1.63206e-03  
1.50000e-01   4.40000e+00   3.23000e-04   3.60530e-01   5.82428e-01   3.89985e-02   4.23235e-04   1.63561e-03  
1.50000e-01   4.50000e+00   3.20236e-04   3.58050e-01   5.77098e-01   3.83181e-02   4.21547e-04   1.63594e-03  
1.50000e-01   4.60000e+00   3.17841e-04   3.55570e-01   5.72402e-01   3.76521e-02   4.20107e-04   1.63801e-03  
1.50000e-01   4.70000e+00   3.14893e-04   3.53090e-01   5.66777e-01   3.69874e-02   4.18270e-04   1.63733e-03  
1.50000e-01   4.80000e+00   3.11392e-04   3.51540e-01   5.60238e-01   3.63380e-02   4.16027e-04   1.63353e-03  
1.50000e-01   4.90000e+00   3.09734e-04   3.50610e-01   5.56808e-01   3.56983e-02   4.15084e-04   1.63933e-03  
1.50000e-01   5.00000e+00   3.06786e-04   3.47510e-01   5.51253e-01   3.51034e-02   4.13199e-04   1.63742e-03  
1.50000e-01   5.10000e+00   3.03285e-04   3.45340e-01   5.44762e-01   3.45019e-02   4.10911e-04   1.63278e-03  
1.50000e-01   5.20000e+00   3.02364e-04   3.44410e-01   5.42607e-01   3.38974e-02   4.10475e-04   1.64228e-03  
1.50000e-01   5.30000e+00   3.01442e-04   3.43790e-01   5.40376e-01   3.32165e-02   4.10068e-04   1.65397e-03  
1.50000e-01   5.40000e+00   2.99047e-04   3.40690e-01   5.35745e-01   3.26147e-02   4.08564e-04   1.65589e-03  
1.50000e-01   5.50000e+00   2.97204e-04   3.39140e-01   5.32040e-01   3.20104e-02   4.07458e-04   1.66115e-03  
1.50000e-01   5.60000e+00   2.94993e-04   3.37590e-01   5.27763e-01   3.14529e-02   4.06062e-04   1.66334e-03  
1.50000e-01   5.70000e+00   2.92598e-04   3.36040e-01   5.23165e-01   3.08855e-02   4.04531e-04   1.66492e-03  
1.50000e-01   5.80000e+00   2.89097e-04   3.33250e-01   5.16720e-01   3.03300e-02   4.02176e-04   1.66000e-03  
1.50000e-01   5.90000e+00   2.85781e-04   3.31080e-01   5.10539e-01   2.97293e-02   3.99961e-04   1.65745e-03  
1.50000e-01   6.00000e+00   2.83201e-04   3.29530e-01   5.05604e-01   2.91341e-02   3.98281e-04   1.65918e-03  
1.50000e-01   6.10000e+00   2.80069e-04   3.25810e-01   4.99791e-01   2.85914e-02   3.96160e-04   1.65633e-03  
1.50000e-01   6.20000e+00   2.77858e-04   3.23020e-01   4.95526e-01   2.80461e-02   3.94720e-04   1.65915e-03  
1.50000e-01   6.30000e+00   2.75094e-04   3.19300e-01   4.90347e-01   2.75166e-02   3.92852e-04   1.65838e-03  
1.50000e-01   6.40000e+00   2.73067e-04   3.17130e-01   4.86451e-01   2.70308e-02   3.91516e-04   1.66089e-03  
1.50000e-01   6.50000e+00   2.69935e-04   3.14030e-01   4.80654e-01   2.65043e-02   3.89352e-04   1.65806e-03  
1.50000e-01   6.60000e+00   2.68092e-04   3.12170e-01   4.77073e-01   2.60234e-02   3.88143e-04   1.66189e-03  
1.50000e-01   6.70000e+00   2.66618e-04   3.11240e-01   4.74043e-01   2.54727e-02   3.87240e-04   1.67052e-03  
1.50000e-01   6.80000e+00   2.64591e-04   3.09380e-01   4.70159e-01   2.49987e-02   3.85881e-04   1.67346e-03  
1.50000e-01   6.90000e+00   2.62749e-04   3.07520e-01   4.66591e-01   2.45313e-02   3.84656e-04   1.67757e-03  
1.50000e-01   7.00000e+00   2.59985e-04   3.04730e-01   4.61449e-01   2.40394e-02   3.82724e-04   1.67682e-03  
1.50000e-01   7.10000e+00   2.57958e-04   3.02870e-01   4.57595e-01   2.35955e-02   3.81336e-04   1.67932e-03  
1.50000e-01   7.20000e+00   2.55378e-04   2.98840e-01   4.52794e-01   2.31335e-02   3.79519e-04   1.67905e-03  
1.50000e-01   7.30000e+00   2.52430e-04   2.96050e-01   4.47380e-01   2.26797e-02   3.77401e-04   1.67619e-03  
1.50000e-01   7.40000e+00   2.51325e-04   2.96050e-01   4.45060e-01   2.22198e-02   3.76726e-04   1.68603e-03  
1.50000e-01   7.50000e+00   2.50219e-04   2.94190e-01   4.42782e-01   2.18024e-02   3.76033e-04   1.69460e-03  
1.50000e-01   7.60000e+00   2.48561e-04   2.92950e-01   4.39588e-01   2.13983e-02   3.74895e-04   1.69919e-03  
1.50000e-01   7.70000e+00   2.46534e-04   2.91090e-01   4.35796e-01   2.10158e-02   3.73453e-04   1.70061e-03  
1.50000e-01   7.80000e+00   2.45060e-04   2.90780e-01   4.32930e-01   2.06305e-02   3.72446e-04   1.70615e-03  
1.50000e-01   7.90000e+00   2.42849e-04   2.88300e-01   4.28784e-01   2.02037e-02   3.70866e-04   1.70852e-03  
1.50000e-01   8.00000e+00   2.41743e-04   2.87060e-01   4.26550e-01   1.98301e-02   3.70143e-04   1.71669e-03  
1.50000e-01   8.10000e+00   2.39901e-04   2.84890e-01   4.23114e-01   1.94940e-02   3.68810e-04   1.71823e-03  
1.50000e-01   8.20000e+00   2.38243e-04   2.83650e-01   4.19944e-01   1.91139e-02   3.67641e-04   1.72324e-03  
1.50000e-01   8.30000e+00   2.36032e-04   2.81790e-01   4.15854e-01   1.87436e-02   3.66016e-04   1.72403e-03  
1.50000e-01   8.40000e+00   2.34926e-04   2.80860e-01   4.13642e-01   1.83918e-02   3.65274e-04   1.73228e-03  
1.50000e-01   8.50000e+00   2.33268e-04   2.79000e-01   4.10543e-01   1.80830e-02   3.64062e-04   1.73468e-03  
1.50000e-01   8.60000e+00   2.31794e-04   2.77760e-01   4.07753e-01   1.77735e-02   3.62997e-04   1.73866e-03  
1.50000e-01   8.70000e+00   2.30688e-04   2.76520e-01   4.05581e-01   1.74610e-02   3.62232e-04   1.74579e-03  
1.50000e-01   8.80000e+00   2.29030e-04   2.74970e-01   4.02505e-01   1.71752e-02   3.60999e-04   1.74759e-03  
1.50000e-01   8.90000e+00   2.27372e-04   2.74040e-01   3.99411e-01   1.68711e-02   3.59771e-04   1.75051e-03  
1.50000e-01   9.00000e+00   2.24423e-04   2.71870e-01   3.94139e-01   1.65593e-02   3.57473e-04   1.74400e-03  
1.50000e-01   9.10000e+00   2.23502e-04   2.70940e-01   3.92276e-01   1.62463e-02   3.56850e-04   1.75349e-03  
1.50000e-01   9.20000e+00   2.21107e-04   2.69080e-01   3.88019e-01   1.60194e-02   3.54957e-04   1.74694e-03  
1.50000e-01   9.30000e+00   2.19449e-04   2.67530e-01   3.84975e-01   1.57652e-02   3.53685e-04   1.74776e-03  
1.50000e-01   9.40000e+00   2.17974e-04   2.65980e-01   3.82243e-01   1.55129e-02   3.52562e-04   1.75009e-03  
1.50000e-01   9.50000e+00   2.17237e-04   2.65360e-01   3.80752e-01   1.52617e-02   3.52058e-04   1.75847e-03  
1.50000e-01   9.60000e+00   2.15948e-04   2.63500e-01   3.78364e-01   1.50441e-02   3.51070e-04   1.76062e-03  
1.50000e-01   9.70000e+00   2.13552e-04   2.61330e-01   3.74092e-01   1.48023e-02   3.49152e-04   1.75525e-03  
1.50000e-01   9.80000e+00   2.11710e-04   2.59160e-01   3.70751e-01   1.45614e-02   3.47696e-04   1.75444e-03  
1.50000e-01   9.90000e+00   2.09314e-04   2.56680e-01   3.66456e-01   1.42958e-02   3.45771e-04   1.75063e-03  
1.60000e-01   0.00000e+00   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   1.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   2.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   3.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   4.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   5.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   6.00000e-01   3.95413e-04   4.17260e-01   7.28142e-01   6.28818e-02   4.63386e-04   1.57684e-03  
1.60000e-01   7.00000e-01   3.95413e-04   4.17260e-01   7.28138e-01   6.28783e-02   4.63387e-04   1.57689e-03  
1.60000e-01   8.00000e-01   3.95413e-04   4.17260e-01   7.28130e-01   6.28700e-02   4.63390e-04   1.57699e-03  
1.60000e-01   9.00000e-01   3.95228e-04   4.17260e-01   7.27758e-01   6.28076e-02   4.63292e-04   1.57704e-03  
1.60000e-01   1.00000e+00   3.95044e-04   4.17260e-01   7.27344e-01   6.27039e-02   4.63208e-04   1.57761e-03  
1.60000e-01   1.10000e+00   3.94676e-04   4.16950e-01   7.26550e-01   6.25299e-02   4.63028e-04   1.57833e-03  
1.60000e-01   1.20000e+00   3.94123e-04   4.16640e-01   7.25229e-01   6.21388e-02   4.62801e-04   1.58107e-03  
1.60000e-01   1.30000e+00   3.93017e-04   4.15090e-01   7.22961e-01   6.17306e-02   4.62226e-04   1.58184e-03  
1.60000e-01   1.40000e+00   3.92280e-04   4.14780e-01   7.21129e-01   6.11395e-02   4.61945e-04   1.58648e-03  
1.60000e-01   1.50000e+00   3.91175e-04   4.14160e-01   7.18677e-01   6.05471e-02   4.61428e-04   1.58973e-03  
1.60000e-01   1.60000e+00   3.90069e-04   4.13540e-01   7.16132e-01   5.98621e-02   4.60941e-04   1.59428e-03  
1.60000e-01   1.70000e+00   3.87490e-04   4.10750e-01   7.11100e-01   5.91697e-02   4.59510e-04   1.59298e-03  
1.60000e-01   1.80000e+00   3.85463e-04   4.09200e-01   7.06869e-01   5.83490e-02   4.58472e-04   1.59575e-03  
1.60000e-01   1.90000e+00   3.82883e-04   4.07650e-01   7.01689e-01   5.75093e-02   4.57082e-04   1.59660e-03  
1.60000e-01   2.00000e+00   3.80857e-04   4.06100e-01   6.97402e-01   5.66320e-02   4.56058e-04   1.60041e-03  
1.60000e-01   2.10000e+00   3.78830e-04   4.05170e-01   6.93121e-01   5.57611e-02   4.55029e-04   1.60427e-03  
1.60000e-01   2.20000e+00   3.76803e-04   4.04240e-01   6.88812e-01   5.48622e-02   4.54008e-04   1.60871e-03  
1.60000e-01   2.30000e+00   3.75145e-04   4.02380e-01   6.85143e-01   5.39833e-02   4.53219e-04   1.61462e-03  
1.60000e-01   2.40000e+00   3.72934e-04   4.00520e-01   6.80647e-01   5.32070e-02   4.52033e-04   1.61676e-03  
1.60000e-01   2.50000e+00   3.69433e-04   3.98350e-01   6.73838e-01   5.22884e-02   4.50047e-04   1.61559e-03  
1.60000e-01   2.60000e+00   3.67959e-04   3.97110e-01   6.70511e-01   5.14407e-02   4.49362e-04   1.62235e-03  
1.60000e-01   2.70000e+00   3.65748e-04   3.95250e-01   6.65909e-01   5.05587e-02   4.48202e-04   1.62661e-03  
1.60000e-01   2.80000e+00   3.63168e-04   3.92770e-01   6.60706e-01   4.96958e-02   4.46790e-04   1.62910e-03  
1.60000e-01   2.90000e+00   3.59483e-04   3.91220e-01   6.53604e-01   4.87940e-02   4.44653e-04   1.62740e-03  
1.60000e-01   3.00000e+00   3.56166e-04   3.87810e-01   6.47231e-01   4.80006e-02   4.42714e-04   1.62566e-03  
1.60000e-01   3.10000e+00   3.53955e-04   3.86880e-01   6.42694e-01   4.71838e-02   4.41516e-04   1.62949e-03  
1.60000e-01   3.20000e+00   3.51560e-04   3.84400e-01   6.37969e-01   4.64892e-02   4.40149e-04   1.63051e-03  
1.60000e-01   3.30000e+00   3.48612e-04   3.81610e-01   6.32209e-01   4.56891e-02   4.38442e-04   1.63093e-03  
1.60000e-01   3.40000e+00   3.45111e-04   3.78510e-01   6.25580e-01   4.49499e-02   4.36332e-04   1.62778e-03  
1.60000e-01   3.50000e+00   3.43268e-04   3.77890e-01   6.21749e-01   4.42194e-02   4.35338e-04   1.63240e-03  
1.60000e-01   3.60000e+00   3.39952e-04   3.75720e-01   6.15414e-01   4.34642e-02   4.33345e-04   1.63062e-03  
1.60000e-01   3.70000e+00   3.37556e-04   3.73550e-01   6.10641e-01   4.27209e-02   4.31970e-04   1.63315e-03  
1.60000e-01   3.80000e+00   3.34056e-04   3.70140e-01   6.04081e-01   4.20510e-02   4.29805e-04   1.62903e-03  
1.60000e-01   3.90000e+00   3.31660e-04   3.67970e-01   5.99352e-01   4.13521e-02   4.28403e-04   1.63097e-03  
1.60000e-01   4.00000e+00   3.30555e-04   3.66420e-01   5.96849e-01   4.07085e-02   4.27869e-04   1.63833e-03  
1.60000e-01   4.10000e+00   3.26870e-04   3.63320e-01   5.89987e-01   4.00473e-02   4.25553e-04   1.63338e-03  
1.60000e-01   4.20000e+00   3.24290e-04   3.61150e-01   5.84972e-01   3.93723e-02   4.24000e-04   1.63432e-03  
1.60000e-01   4.30000e+00   3.21526e-04   3.59290e-01   5.79679e-01   3.87295e-02   4.22301e-04   1.63379e-03  
1.60000e-01   4.40000e+00   3.19131e-04   3.57740e-01   5.74950e-01   3.80299e-02   4.20876e-04   1.63646e-03  
1.60000e-01   4.50000e+00   3.16551e-04   3.55570e-01   5.69969e-01   3.73890e-02   4.19294e-04   1.63709e-03  
1.60000e-01   4.60000e+00   3.14524e-04   3.53090e-01   5.65933e-01   3.67631e-02   4.18092e-04   1.64039e-03  
1.60000e-01   4.70000e+00   3.11761e-04   3.50610e-01   5.60657e-01   3.61371e-02   4.16363e-04   1.64000e-03  
1.60000e-01   4.80000e+00   3.08444e-04   3.49060e-01   5.54459e-01   3.55191e-02   4.14230e-04   1.63661e-03  
1.60000e-01   4.90000e+00   3.06786e-04   3.48130e-01   5.51061e-01   3.49114e-02   4.13271e-04   1.64192e-03  
1.60000e-01   5.00000e+00   3.03838e-04   3.45030e-01   5.45526e-01   3.43358e-02   4.11371e-04   1.63971e-03  
1.60000e-01   5.10000e+00   3.00705e-04   3.43170e-01   5.39691e-01   3.37705e-02   4.09325e-04   1.63633e-03  
1.60000e-01   5.20000e+00   2.99968e-04   3.42550e-01   5.37894e-01   3.32138e-02   4.09004e-04   1.64595e-03  
1.60000e-01   5.30000e+00   2.99231e-04   3.41930e-01   5.36017e-01   3.25766e-02   4.08712e-04   1.65788e-03  
1.60000e-01   5.40000e+00   2.96836e-04   3.38830e-01   5.31423e-01   3.20135e-02   4.07189e-04   1.65901e-03  
1.60000e-01   5.50000e+00   2.95178e-04   3.37280e-01   5.28068e-01   3.14478e-02   4.06199e-04   1.66452e-03  
1.60000e-01   5.60000e+00   2.92967e-04   3.35730e-01   5.23863e-01   3.09625e-02   4.04771e-04   1.66495e-03  
1.60000e-01   5.70000e+00   2.90755e-04   3.34180e-01   5.19624e-01   3.04443e-02   4.03351e-04   1.66638e-03  
1.60000e-01   5.80000e+00   2.87439e-04   3.31700e-01   5.13518e-01   2.99177e-02   4.01114e-04   1.66181e-03  
1.60000e-01   5.90000e+00   2.84122e-04   3.29530e-01   5.07374e-01   2.93539e-02   3.98879e-04   1.65833e-03  
1.60000e-01   6.00000e+00   2.82095e-04   3.27980e-01   5.03401e-01   2.87909e-02   3.97593e-04   1.66253e-03  
1.60000e-01   6.10000e+00   2.78963e-04   3.24260e-01   4.97644e-01   2.83038e-02   3.95446e-04   1.65815e-03  
1.60000e-01   6.20000e+00   2.76752e-04   3.21470e-01   4.93414e-01   2.77940e-02   3.93990e-04   1.66003e-03  
1.60000e-01   6.30000e+00   2.74172e-04   3.18060e-01   4.88574e-01   2.72943e-02   3.92246e-04   1.65954e-03  
1.60000e-01   6.40000e+00   2.72146e-04   3.15890e-01   4.84707e-01   2.68375e-02   3.90896e-04   1.66123e-03  
1.60000e-01   6.50000e+00   2.69198e-04   3.13100e-01   4.79261e-01   2.63514e-02   3.88853e-04   1.65832e-03  
1.60000e-01   6.60000e+00   2.67724e-04   3.11550e-01   4.76344e-01   2.59141e-02   3.87906e-04   1.66310e-03  
1.60000e-01   6.70000e+00   2.66249e-04   3.10620e-01   4.73359e-01   2.54088e-02   3.86984e-04   1.67031e-03  
1.60000e-01   6.80000e+00   2.64223e-04   3.08760e-01   4.69494e-01   2.49544e-02   3.85616e-04   1.67262e-03  
1.60000e-01   6.90000e+00   2.62564e-04   3.07210e-01   4.66253e-01   2.45028e-02   3.84525e-04   1.67737e-03  
1.60000e-01   7.00000e+00   2.59801e-04   3.04420e-01   4.61128e-01   2.40281e-02   3.82586e-04   1.67602e-03  
1.60000e-01   7.10000e+00   2.57774e-04   3.02560e-01   4.57281e-01   2.35907e-02   3.81195e-04   1.67829e-03  
1.60000e-01   7.20000e+00   2.55378e-04   2.98840e-01   4.52794e-01   2.31335e-02   3.79519e-04   1.67905e-03  
1.60000e-01   7.30000e+00   2.52430e-04   2.96050e-01   4.47380e-01   2.26797e-02   3.77401e-04   1.67619e-03  
1.60000e-01   7.40000e+00   2.51325e-04   2.96050e-01   4.45060e-01   2.22198e-02   3.76726e-04   1.68603e-03  
1.60000e-01   7.50000e+00   2.50219e-04   2.94190e-01   4.42782e-01   2.18024e-02   3.76033e-04   1.69460e-03  
1.60000e-01   7.60000e+00   2.48561e-04   2.92950e-01   4.39588e-01   2.13983e-02   3.74895e-04   1.69919e-03  
1.60000e-01   7.70000e+00   2.46534e-04   2.91090e-01   4.35796e-01   2.10158e-02   3.73453e-04   1.70061e-03  
1.60000e-01   7.80000e+00   2.45060e-04   2.90780e-01   4.32930e-01   2.06305e-02   3.72446e-04   1.70615e-03  
1.60000e-01   7.90000e+00   2.42849e-04   2.88300e-01   4.28784e-01   2.02037e-02   3.70866e-04   1.70852e-03  
1.60000e-01   8.00000e+00   2.41743e-04   2.87060e-01   4.26550e-01   1.98301e-02   3.70143e-04   1.71669e-03  
1.60000e-01   8.10000e+00   2.39901e-04   2.84890e-01   4.23114e-01   1.94940e-02   3.68810e-04   1.71823e-03  
1.60000e-01   8.20000e+00   2.38243e-04   2.83650e-01   4.19944e-01   1.91139e-02   3.67641e-04   1.72324e-03  
1.60000e-01   8.30000e+00   2.36032e-04   2.81790e-01   4.15854e-01   1.87436e-02   3.66016e-04   1.72403e-03  
1.60000e-01   8.40000e+00   2.34926e-04   2.80860e-01   4.13642e-01   1.83918e-02   3.65274e-04   1.73228e-03  
1.60000e-01   8.50000e+00   2.33268e-04   2.79000e-01   4.10543e-01   1.80830e-02   3.64062e-04   1.73468e-03  
1.60000e-01   8.60000e+00   2.31794e-04   2.77760e-01   4.07753e-01   1.77735e-02   3.62997e-04   1.73866e-03  
1.60000e-01   8.70000e+00   2.30688e-04   2.76520e-01   4.05581e-01   1.74610e-02   3.62232e-04   1.74579e-03  
1.60000e-01   8.80000e+00   2.29030e-04   2.74970e-01   4.02505e-01   1.71752e-02   3.60999e-04   1.74759e-03  
1.60000e-01   8.90000e+00   2.27372e-04   2.74040e-01   3.99411e-01   1.68711e-02   3.59771e-04   1.75051e-03  
1.60000e-01   9.00000e+00   2.24423e-04   2.71870e-01   3.94139e-01   1.65593e-02   3.57473e-04   1.74400e-03  
1.60000e-01   9.10000e+00   2.23502e-04   2.70940e-01   3.92276e-01   1.62463e-02   3.56850e-04   1.75349e-03  
1.60000e-01   9.20000e+00   2.21107e-04   2.69080e-01   3.88019e-01   1.60194e-02   3.54957e-04   1.74694e-03  
1.60000e-01   9.30000e+00   2.19449e-04   2.67530e-01   3.84975e-01   1.57652e-02   3.53685e-04   1.74776e-03  
1.60000e-01   9.40000e+00   2.17974e-04   2.65980e-01   3.82243e-01   1.55129e-02   3.52562e-04   1.75009e-03  
1.60000e-01   9.50000e+00   2.17237e-04   2.65360e-01   3.80752e-01   1.52617e-02   3.52058e-04   1.75847e-03  
