Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   misID(gamma cuts(pt+p+eta))   S/B_EM(gamma cuts(pt+p+eta))  S/sqrt(B+misID)(gamma cuts(pt+p+eta))  
0.00000e+00   2.90000e+00   4.01677e-04   4.14160e-01   7.39330e-01   6.35302e-02   4.67152e-04   1.59363e-03  
0.00000e+00   3.00000e+00   3.93939e-04   4.09510e-01   7.24407e-01   6.16272e-02   4.62847e-04   1.58687e-03  
0.00000e+00   3.10000e+00   3.88964e-04   4.07340e-01   7.14192e-01   5.97821e-02   4.60258e-04   1.59083e-03  
0.00000e+00   3.20000e+00   3.83620e-04   4.03000e-01   7.03503e-01   5.80828e-02   4.57371e-04   1.59176e-03  
0.00000e+00   3.30000e+00   3.78645e-04   3.98660e-01   6.93452e-01   5.64019e-02   4.54700e-04   1.59436e-03  
0.00000e+00   3.40000e+00   3.73855e-04   3.94940e-01   6.83849e-01   5.48587e-02   4.52088e-04   1.59617e-03  
0.00000e+00   3.50000e+00   3.69617e-04   3.92770e-01   6.75230e-01   5.33702e-02   4.49807e-04   1.59994e-03  
0.00000e+00   3.60000e+00   3.64458e-04   3.89360e-01   6.65090e-01   5.19096e-02   4.46897e-04   1.59964e-03  
0.00000e+00   3.70000e+00   3.60404e-04   3.86570e-01   6.56764e-01   5.04042e-02   4.44718e-04   1.60530e-03  
0.00000e+00   3.80000e+00   3.55245e-04   3.82230e-01   6.46791e-01   4.91107e-02   4.41719e-04   1.60302e-03  
0.00000e+00   3.90000e+00   3.50823e-04   3.79130e-01   6.38058e-01   4.78178e-02   4.39195e-04   1.60433e-03  
0.00000e+00   4.00000e+00   3.47875e-04   3.76960e-01   6.31878e-01   4.65982e-02   4.37629e-04   1.61153e-03  
0.00000e+00   4.10000e+00   3.42716e-04   3.73240e-01   6.22051e-01   4.54505e-02   4.34531e-04   1.60755e-03  
0.00000e+00   4.20000e+00   3.39030e-04   3.71070e-01   6.14674e-01   4.42737e-02   4.32431e-04   1.61126e-03  
0.00000e+00   4.30000e+00   3.34424e-04   3.68280e-01   6.05877e-01   4.32270e-02   4.29641e-04   1.60850e-03  
0.00000e+00   4.40000e+00   3.30739e-04   3.66730e-01   5.98553e-01   4.21033e-02   4.27498e-04   1.61186e-03  
0.00000e+00   4.50000e+00   3.27607e-04   3.64250e-01   5.92272e-01   4.10924e-02   4.25689e-04   1.61611e-03  
0.00000e+00   4.60000e+00   3.24474e-04   3.61770e-01   5.86021e-01   4.01106e-02   4.23861e-04   1.62013e-03  
0.00000e+00   4.70000e+00   3.21526e-04   3.59290e-01   5.80143e-01   3.91932e-02   4.22132e-04   1.62409e-03  
0.00000e+00   4.80000e+00   3.17288e-04   3.57430e-01   5.72119e-01   3.82992e-02   4.19480e-04   1.62129e-03  
0.00000e+00   4.90000e+00   3.14709e-04   3.55570e-01   5.66900e-01   3.74198e-02   4.17980e-04   1.62689e-03  
0.00000e+00   5.00000e+00   3.11024e-04   3.51540e-01   5.59893e-01   3.66132e-02   4.15662e-04   1.62545e-03  
0.00000e+00   5.10000e+00   3.07339e-04   3.49060e-01   5.52867e-01   3.57866e-02   4.13339e-04   1.62464e-03  
0.00000e+00   5.20000e+00   3.05496e-04   3.46890e-01   5.48990e-01   3.50099e-02   4.12309e-04   1.63271e-03  
0.00000e+00   5.30000e+00   3.03838e-04   3.45960e-01   5.45348e-01   3.41578e-02   4.11438e-04   1.64398e-03  
0.00000e+00   5.40000e+00   3.01258e-04   3.42550e-01   5.40271e-01   3.34209e-02   4.09858e-04   1.64790e-03  
0.00000e+00   5.50000e+00   2.98678e-04   3.40380e-01   5.35200e-01   3.26899e-02   4.08269e-04   1.65195e-03  
0.00000e+00   5.60000e+00   2.96283e-04   3.38830e-01   5.30470e-01   3.19899e-02   4.06796e-04   1.65654e-03  
0.00000e+00   5.70000e+00   2.93888e-04   3.37280e-01   5.25767e-01   3.13171e-02   4.05308e-04   1.66070e-03  
0.00000e+00   5.80000e+00   2.90018e-04   3.34180e-01   5.18602e-01   3.06623e-02   4.02725e-04   1.65624e-03  
0.00000e+00   5.90000e+00   2.86518e-04   3.32010e-01   5.12050e-01   3.00004e-02   4.00401e-04   1.65420e-03  
0.00000e+00   6.00000e+00   2.83385e-04   3.29530e-01   5.06130e-01   2.93495e-02   3.98333e-04   1.65416e-03  
0.00000e+00   6.10000e+00   2.80253e-04   3.25810e-01   5.00272e-01   2.87621e-02   3.96230e-04   1.65249e-03  
0.00000e+00   6.20000e+00   2.78042e-04   3.23020e-01   4.95951e-01   2.81607e-02   3.94813e-04   1.65687e-03  
0.00000e+00   6.30000e+00   2.75278e-04   3.19300e-01   4.90720e-01   2.75801e-02   3.92966e-04   1.65758e-03  
0.00000e+00   6.40000e+00   2.73067e-04   3.17130e-01   4.86486e-01   2.70661e-02   3.91502e-04   1.65980e-03  
0.00000e+00   6.50000e+00   2.69935e-04   3.14030e-01   4.80676e-01   2.65265e-02   3.89343e-04   1.65737e-03  
0.00000e+00   6.60000e+00   2.68092e-04   3.12170e-01   4.77080e-01   2.60303e-02   3.88140e-04   1.66167e-03  
0.00000e+00   6.70000e+00   2.66618e-04   3.11240e-01   4.74043e-01   2.54727e-02   3.87240e-04   1.67052e-03  
0.00000e+00   6.80000e+00   2.64591e-04   3.09380e-01   4.70159e-01   2.49987e-02   3.85881e-04   1.67346e-03  
0.00000e+00   6.90000e+00   2.62749e-04   3.07520e-01   4.66591e-01   2.45313e-02   3.84656e-04   1.67757e-03  
0.00000e+00   7.00000e+00   2.59985e-04   3.04730e-01   4.61449e-01   2.40394e-02   3.82724e-04   1.67682e-03  
0.00000e+00   7.10000e+00   2.57958e-04   3.02870e-01   4.57595e-01   2.35955e-02   3.81336e-04   1.67932e-03  
0.00000e+00   7.20000e+00   2.55378e-04   2.98840e-01   4.52794e-01   2.31335e-02   3.79519e-04   1.67905e-03  
0.00000e+00   7.30000e+00   2.52430e-04   2.96050e-01   4.47380e-01   2.26797e-02   3.77401e-04   1.67619e-03  
0.00000e+00   7.40000e+00   2.51325e-04   2.96050e-01   4.45060e-01   2.22198e-02   3.76726e-04   1.68603e-03  
0.00000e+00   7.50000e+00   2.50219e-04   2.94190e-01   4.42782e-01   2.18024e-02   3.76033e-04   1.69460e-03  
0.00000e+00   7.60000e+00   2.48561e-04   2.92950e-01   4.39588e-01   2.13983e-02   3.74895e-04   1.69919e-03  
0.00000e+00   7.70000e+00   2.46534e-04   2.91090e-01   4.35796e-01   2.10158e-02   3.73453e-04   1.70061e-03  
0.00000e+00   7.80000e+00   2.45060e-04   2.90780e-01   4.32930e-01   2.06305e-02   3.72446e-04   1.70615e-03  
0.00000e+00   7.90000e+00   2.42849e-04   2.88300e-01   4.28784e-01   2.02037e-02   3.70866e-04   1.70852e-03  
0.00000e+00   8.00000e+00   2.41743e-04   2.87060e-01   4.26550e-01   1.98301e-02   3.70143e-04   1.71669e-03  
0.00000e+00   8.10000e+00   2.39901e-04   2.84890e-01   4.23114e-01   1.94940e-02   3.68810e-04   1.71823e-03  
0.00000e+00   8.20000e+00   2.38243e-04   2.83650e-01   4.19944e-01   1.91139e-02   3.67641e-04   1.72324e-03  
0.00000e+00   8.30000e+00   2.36032e-04   2.81790e-01   4.15854e-01   1.87436e-02   3.66016e-04   1.72403e-03  
0.00000e+00   8.40000e+00   2.34926e-04   2.80860e-01   4.13642e-01   1.83918e-02   3.65274e-04   1.73228e-03  
0.00000e+00   8.50000e+00   2.33268e-04   2.79000e-01   4.10543e-01   1.80830e-02   3.64062e-04   1.73468e-03  
0.00000e+00   8.60000e+00   2.31794e-04   2.77760e-01   4.07753e-01   1.77735e-02   3.62997e-04   1.73866e-03  
0.00000e+00   8.70000e+00   2.30688e-04   2.76520e-01   4.05581e-01   1.74610e-02   3.62232e-04   1.74579e-03  
0.00000e+00   8.80000e+00   2.29030e-04   2.74970e-01   4.02505e-01   1.71752e-02   3.60999e-04   1.74759e-03  
0.00000e+00   8.90000e+00   2.27372e-04   2.74040e-01   3.99411e-01   1.68711e-02   3.59771e-04   1.75051e-03  
0.00000e+00   9.00000e+00   2.24423e-04   2.71870e-01   3.94139e-01   1.65593e-02   3.57473e-04   1.74400e-03  
0.00000e+00   9.10000e+00   2.23502e-04   2.70940e-01   3.92276e-01   1.62463e-02   3.56850e-04   1.75349e-03  
0.00000e+00   9.20000e+00   2.21107e-04   2.69080e-01   3.88019e-01   1.60194e-02   3.54957e-04   1.74694e-03  
0.00000e+00   9.30000e+00   2.19449e-04   2.67530e-01   3.84975e-01   1.57652e-02   3.53685e-04   1.74776e-03  
0.00000e+00   9.40000e+00   2.17974e-04   2.65980e-01   3.82243e-01   1.55129e-02   3.52562e-04   1.75009e-03  
0.00000e+00   9.50000e+00   2.17237e-04   2.65360e-01   3.80752e-01   1.52617e-02   3.52058e-04   1.75847e-03  
0.00000e+00   9.60000e+00   2.15948e-04   2.63500e-01   3.78364e-01   1.50441e-02   3.51070e-04   1.76062e-03  
0.00000e+00   9.70000e+00   2.13552e-04   2.61330e-01   3.74092e-01   1.48023e-02   3.49152e-04   1.75525e-03  
0.00000e+00   9.80000e+00   2.11710e-04   2.59160e-01   3.70751e-01   1.45614e-02   3.47696e-04   1.75444e-03  
0.00000e+00   9.90000e+00   2.09314e-04   2.56680e-01   3.66456e-01   1.42958e-02   3.45771e-04   1.75063e-03  
1.00000e-02   0.00000e+00   7.65214e-04   5.49940e-01   1.53219e+00   2.44764e-01   6.18196e-04   1.54671e-03  
1.00000e-02   1.00000e-01   7.56738e-04   5.48700e-01   1.51526e+00   2.42093e-01   6.14754e-04   1.53799e-03  
1.00000e-02   2.00000e-01   7.23941e-04   5.43430e-01   1.44410e+00   2.26105e-01   6.02428e-04   1.52247e-03  
1.00000e-02   3.00000e-01   6.95750e-04   5.39400e-01   1.38077e+00   2.10209e-01   5.92096e-04   1.51750e-03  
1.00000e-02   4.00000e-01   6.67558e-04   5.31030e-01   1.31927e+00   1.96144e-01   5.81195e-04   1.50731e-03  
1.00000e-02   5.00000e-01   6.49133e-04   5.27620e-01   1.27634e+00   1.84206e-01   5.74581e-04   1.51245e-03  
1.00000e-02   6.00000e-01   6.30339e-04   5.23280e-01   1.23406e+00   1.73552e-01   5.67421e-04   1.51307e-03  
1.00000e-02   7.00000e-01   6.12466e-04   5.16460e-01   1.19447e+00   1.64027e-01   5.60396e-04   1.51225e-03  
1.00000e-02   8.00000e-01   5.95883e-04   5.12120e-01   1.15785e+00   1.55308e-01   5.53777e-04   1.51204e-03  
1.00000e-02   9.00000e-01   5.78194e-04   5.06540e-01   1.11990e+00   1.47119e-01   5.46367e-04   1.50744e-03  
1.00000e-02   1.00000e+00   5.63822e-04   5.00650e-01   1.08826e+00   1.39662e-01   5.40475e-04   1.50870e-03  
1.00000e-02   1.10000e+00   5.50372e-04   4.93210e-01   1.05863e+00   1.32665e-01   5.34913e-04   1.51105e-03  
1.00000e-02   1.20000e+00   5.37105e-04   4.87630e-01   1.02997e+00   1.26315e-01   5.29235e-04   1.51123e-03  
1.00000e-02   1.30000e+00   5.26050e-04   4.81430e-01   1.00533e+00   1.20283e-01   5.24653e-04   1.51679e-03  
1.00000e-02   1.40000e+00   5.12968e-04   4.74610e-01   9.77785e-01   1.14745e-01   5.18762e-04   1.51434e-03  
1.00000e-02   1.50000e+00   5.04124e-04   4.69960e-01   9.57513e-01   1.09353e-01   5.15187e-04   1.52448e-03  
1.00000e-02   1.60000e+00   4.94542e-04   4.65000e-01   9.36506e-01   1.04466e-01   5.11032e-04   1.53008e-03  
1.00000e-02   1.70000e+00   4.81829e-04   4.57250e-01   9.10690e-01   1.00040e-01   5.04902e-04   1.52337e-03  
1.00000e-02   1.80000e+00   4.73721e-04   4.52910e-01   8.92627e-01   9.56167e-02   5.01404e-04   1.53199e-03  
1.00000e-02   1.90000e+00   4.65246e-04   4.47640e-01   8.74322e-01   9.15719e-02   4.97561e-04   1.53745e-03  
1.00000e-02   2.00000e+00   4.58060e-04   4.43920e-01   8.58403e-01   8.77429e-02   4.94398e-04   1.54638e-03  
1.00000e-02   2.10000e+00   4.49215e-04   4.39580e-01   8.40067e-01   8.42871e-02   4.90115e-04   1.54730e-03  
1.00000e-02   2.20000e+00   4.41661e-04   4.36790e-01   8.24079e-01   8.10089e-02   4.86524e-04   1.55175e-03  
1.00000e-02   2.30000e+00   4.35949e-04   4.33380e-01   8.11468e-01   7.80076e-02   4.83950e-04   1.56087e-03  
1.00000e-02   2.40000e+00   4.29684e-04   4.29660e-01   7.98148e-01   7.52282e-02   4.80959e-04   1.56660e-03  
1.00000e-02   2.50000e+00   4.21946e-04   4.25630e-01   7.82512e-01   7.26123e-02   4.76992e-04   1.56585e-03  
1.00000e-02   2.60000e+00   4.16971e-04   4.22530e-01   7.71713e-01   7.01832e-02   4.74654e-04   1.57394e-03  
1.00000e-02   2.70000e+00   4.12180e-04   4.20050e-01   7.61262e-01   6.77919e-02   4.72411e-04   1.58306e-03  
1.00000e-02   2.80000e+00   4.06837e-04   4.16640e-01   7.50105e-01   6.56250e-02   4.69742e-04   1.58813e-03  
1.00000e-02   2.90000e+00   4.01677e-04   4.14160e-01   7.39330e-01   6.35302e-02   4.67152e-04   1.59363e-03  
1.00000e-02   3.00000e+00   3.93939e-04   4.09510e-01   7.24407e-01   6.16272e-02   4.62847e-04   1.58687e-03  
1.00000e-02   3.10000e+00   3.88964e-04   4.07340e-01   7.14192e-01   5.97821e-02   4.60258e-04   1.59083e-03  
1.00000e-02   3.20000e+00   3.83620e-04   4.03000e-01   7.03503e-01   5.80828e-02   4.57371e-04   1.59176e-03  
1.00000e-02   3.30000e+00   3.78645e-04   3.98660e-01   6.93452e-01   5.64019e-02   4.54700e-04   1.59436e-03  
1.00000e-02   3.40000e+00   3.73855e-04   3.94940e-01   6.83849e-01   5.48587e-02   4.52088e-04   1.59617e-03  
1.00000e-02   3.50000e+00   3.69617e-04   3.92770e-01   6.75230e-01   5.33702e-02   4.49807e-04   1.59994e-03  
1.00000e-02   3.60000e+00   3.64458e-04   3.89360e-01   6.65090e-01   5.19096e-02   4.46897e-04   1.59964e-03  
1.00000e-02   3.70000e+00   3.60404e-04   3.86570e-01   6.56764e-01   5.04042e-02   4.44718e-04   1.60530e-03  
1.00000e-02   3.80000e+00   3.55245e-04   3.82230e-01   6.46791e-01   4.91107e-02   4.41719e-04   1.60302e-03  
1.00000e-02   3.90000e+00   3.50823e-04   3.79130e-01   6.38058e-01   4.78178e-02   4.39195e-04   1.60433e-03  
1.00000e-02   4.00000e+00   3.47875e-04   3.76960e-01   6.31878e-01   4.65982e-02   4.37629e-04   1.61153e-03  
1.00000e-02   4.10000e+00   3.42716e-04   3.73240e-01   6.22051e-01   4.54505e-02   4.34531e-04   1.60755e-03  
1.00000e-02   4.20000e+00   3.39030e-04   3.71070e-01   6.14674e-01   4.42737e-02   4.32431e-04   1.61126e-03  
1.00000e-02   4.30000e+00   3.34424e-04   3.68280e-01   6.05877e-01   4.32270e-02   4.29641e-04   1.60850e-03  
1.00000e-02   4.40000e+00   3.30739e-04   3.66730e-01   5.98553e-01   4.21033e-02   4.27498e-04   1.61186e-03  
1.00000e-02   4.50000e+00   3.27607e-04   3.64250e-01   5.92272e-01   4.10924e-02   4.25689e-04   1.61611e-03  
1.00000e-02   4.60000e+00   3.24474e-04   3.61770e-01   5.86021e-01   4.01106e-02   4.23861e-04   1.62013e-03  
1.00000e-02   4.70000e+00   3.21526e-04   3.59290e-01   5.80143e-01   3.91932e-02   4.22132e-04   1.62409e-03  
1.00000e-02   4.80000e+00   3.17288e-04   3.57430e-01   5.72119e-01   3.82992e-02   4.19480e-04   1.62129e-03  
1.00000e-02   4.90000e+00   3.14709e-04   3.55570e-01   5.66900e-01   3.74198e-02   4.17980e-04   1.62689e-03  
1.00000e-02   5.00000e+00   3.11024e-04   3.51540e-01   5.59893e-01   3.66132e-02   4.15662e-04   1.62545e-03  
1.00000e-02   5.10000e+00   3.07339e-04   3.49060e-01   5.52867e-01   3.57866e-02   4.13339e-04   1.62464e-03  
1.00000e-02   5.20000e+00   3.05496e-04   3.46890e-01   5.48990e-01   3.50099e-02   4.12309e-04   1.63271e-03  
1.00000e-02   5.30000e+00   3.03838e-04   3.45960e-01   5.45348e-01   3.41578e-02   4.11438e-04   1.64398e-03  
1.00000e-02   5.40000e+00   3.01258e-04   3.42550e-01   5.40271e-01   3.34209e-02   4.09858e-04   1.64790e-03  
1.00000e-02   5.50000e+00   2.98678e-04   3.40380e-01   5.35200e-01   3.26899e-02   4.08269e-04   1.65195e-03  
1.00000e-02   5.60000e+00   2.96283e-04   3.38830e-01   5.30470e-01   3.19899e-02   4.06796e-04   1.65654e-03  
1.00000e-02   5.70000e+00   2.93888e-04   3.37280e-01   5.25767e-01   3.13171e-02   4.05308e-04   1.66070e-03  
1.00000e-02   5.80000e+00   2.90018e-04   3.34180e-01   5.18602e-01   3.06623e-02   4.02725e-04   1.65624e-03  
1.00000e-02   5.90000e+00   2.86518e-04   3.32010e-01   5.12050e-01   3.00004e-02   4.00401e-04   1.65420e-03  
1.00000e-02   6.00000e+00   2.83385e-04   3.29530e-01   5.06130e-01   2.93495e-02   3.98333e-04   1.65416e-03  
1.00000e-02   6.10000e+00   2.80253e-04   3.25810e-01   5.00272e-01   2.87621e-02   3.96230e-04   1.65249e-03  
1.00000e-02   6.20000e+00   2.78042e-04   3.23020e-01   4.95951e-01   2.81607e-02   3.94813e-04   1.65687e-03  
1.00000e-02   6.30000e+00   2.75278e-04   3.19300e-01   4.90720e-01   2.75801e-02   3.92966e-04   1.65758e-03  
1.00000e-02   6.40000e+00   2.73067e-04   3.17130e-01   4.86486e-01   2.70661e-02   3.91502e-04   1.65980e-03  
1.00000e-02   6.50000e+00   2.69935e-04   3.14030e-01   4.80676e-01   2.65265e-02   3.89343e-04   1.65737e-03  
1.00000e-02   6.60000e+00   2.68092e-04   3.12170e-01   4.77080e-01   2.60303e-02   3.88140e-04   1.66167e-03  
1.00000e-02   6.70000e+00   2.66618e-04   3.11240e-01   4.74043e-01   2.54727e-02   3.87240e-04   1.67052e-03  
1.00000e-02   6.80000e+00   2.64591e-04   3.09380e-01   4.70159e-01   2.49987e-02   3.85881e-04   1.67346e-03  
1.00000e-02   6.90000e+00   2.62749e-04   3.07520e-01   4.66591e-01   2.45313e-02   3.84656e-04   1.67757e-03  
1.00000e-02   7.00000e+00   2.59985e-04   3.04730e-01   4.61449e-01   2.40394e-02   3.82724e-04   1.67682e-03  
1.00000e-02   7.10000e+00   2.57958e-04   3.02870e-01   4.57595e-01   2.35955e-02   3.81336e-04   1.67932e-03  
1.00000e-02   7.20000e+00   2.55378e-04   2.98840e-01   4.52794e-01   2.31335e-02   3.79519e-04   1.67905e-03  
1.00000e-02   7.30000e+00   2.52430e-04   2.96050e-01   4.47380e-01   2.26797e-02   3.77401e-04   1.67619e-03  
1.00000e-02   7.40000e+00   2.51325e-04   2.96050e-01   4.45060e-01   2.22198e-02   3.76726e-04   1.68603e-03  
1.00000e-02   7.50000e+00   2.50219e-04   2.94190e-01   4.42782e-01   2.18024e-02   3.76033e-04   1.69460e-03  
1.00000e-02   7.60000e+00   2.48561e-04   2.92950e-01   4.39588e-01   2.13983e-02   3.74895e-04   1.69919e-03  
1.00000e-02   7.70000e+00   2.46534e-04   2.91090e-01   4.35796e-01   2.10158e-02   3.73453e-04   1.70061e-03  
1.00000e-02   7.80000e+00   2.45060e-04   2.90780e-01   4.32930e-01   2.06305e-02   3.72446e-04   1.70615e-03  
1.00000e-02   7.90000e+00   2.42849e-04   2.88300e-01   4.28784e-01   2.02037e-02   3.70866e-04   1.70852e-03  
1.00000e-02   8.00000e+00   2.41743e-04   2.87060e-01   4.26550e-01   1.98301e-02   3.70143e-04   1.71669e-03  
1.00000e-02   8.10000e+00   2.39901e-04   2.84890e-01   4.23114e-01   1.94940e-02   3.68810e-04   1.71823e-03  
1.00000e-02   8.20000e+00   2.38243e-04   2.83650e-01   4.19944e-01   1.91139e-02   3.67641e-04   1.72324e-03  
1.00000e-02   8.30000e+00   2.36032e-04   2.81790e-01   4.15854e-01   1.87436e-02   3.66016e-04   1.72403e-03  
1.00000e-02   8.40000e+00   2.34926e-04   2.80860e-01   4.13642e-01   1.83918e-02   3.65274e-04   1.73228e-03  
1.00000e-02   8.50000e+00   2.33268e-04   2.79000e-01   4.10543e-01   1.80830e-02   3.64062e-04   1.73468e-03  
1.00000e-02   8.60000e+00   2.31794e-04   2.77760e-01   4.07753e-01   1.77735e-02   3.62997e-04   1.73866e-03  
1.00000e-02   8.70000e+00   2.30688e-04   2.76520e-01   4.05581e-01   1.74610e-02   3.62232e-04   1.74579e-03  
1.00000e-02   8.80000e+00   2.29030e-04   2.74970e-01   4.02505e-01   1.71752e-02   3.60999e-04   1.74759e-03  
1.00000e-02   8.90000e+00   2.27372e-04   2.74040e-01   3.99411e-01   1.68711e-02   3.59771e-04   1.75051e-03  
1.00000e-02   9.00000e+00   2.24423e-04   2.71870e-01   3.94139e-01   1.65593e-02   3.57473e-04   1.74400e-03  
1.00000e-02   9.10000e+00   2.23502e-04   2.70940e-01   3.92276e-01   1.62463e-02   3.56850e-04   1.75349e-03  
1.00000e-02   9.20000e+00   2.21107e-04   2.69080e-01   3.88019e-01   1.60194e-02   3.54957e-04   1.74694e-03  
1.00000e-02   9.30000e+00   2.19449e-04   2.67530e-01   3.84975e-01   1.57652e-02   3.53685e-04   1.74776e-03  
1.00000e-02   9.40000e+00   2.17974e-04   2.65980e-01   3.82243e-01   1.55129e-02   3.52562e-04   1.75009e-03  
1.00000e-02   9.50000e+00   2.17237e-04   2.65360e-01   3.80752e-01   1.52617e-02   3.52058e-04   1.75847e-03  
1.00000e-02   9.60000e+00   2.15948e-04   2.63500e-01   3.78364e-01   1.50441e-02   3.51070e-04   1.76062e-03  
1.00000e-02   9.70000e+00   2.13552e-04   2.61330e-01   3.74092e-01   1.48023e-02   3.49152e-04   1.75525e-03  
1.00000e-02   9.80000e+00   2.11710e-04   2.59160e-01   3.70751e-01   1.45614e-02   3.47696e-04   1.75444e-03  
1.00000e-02   9.90000e+00   2.09314e-04   2.56680e-01   3.66456e-01   1.42958e-02   3.45771e-04   1.75063e-03  
2.00000e-02   0.00000e+00   7.55264e-04   5.46840e-01   1.51281e+00   2.42124e-01   6.14053e-04   1.53490e-03  
2.00000e-02   1.00000e-01   7.51948e-04   5.46530e-01   1.50601e+00   2.40897e-01   6.12737e-04   1.53205e-03  
2.00000e-02   2.00000e-01   7.21914e-04   5.42190e-01   1.44008e+00   2.25505e-01   6.01577e-04   1.52022e-03  
2.00000e-02   3.00000e-01   6.94091e-04   5.38160e-01   1.37754e+00   2.09766e-01   5.91378e-04   1.51548e-03  
2.00000e-02   4.00000e-01   6.66269e-04   5.30100e-01   1.31679e+00   1.95826e-01   5.80620e-04   1.50562e-03  
2.00000e-02   5.00000e-01   6.47843e-04   5.26690e-01   1.27394e+00   1.83984e-01   5.73977e-04   1.51036e-03  
2.00000e-02   6.00000e-01   6.29786e-04   5.22970e-01   1.23302e+00   1.73435e-01   5.67164e-04   1.51225e-03  
2.00000e-02   7.00000e-01   6.12282e-04   5.16460e-01   1.19411e+00   1.63981e-01   5.60311e-04   1.51201e-03  
2.00000e-02   8.00000e-01   5.95883e-04   5.12120e-01   1.15783e+00   1.55288e-01   5.53782e-04   1.51214e-03  
2.00000e-02   9.00000e-01   5.78194e-04   5.06540e-01   1.11990e+00   1.47119e-01   5.46367e-04   1.50744e-03  
