0.7756	12.35831	0.55071	-0.55071
0.7775	13.65382	0.52849	-0.52849
0.7776	13.72113	0.54235	-0.54235
0.77779	14.05203	0.33535	-0.33535
0.778	14.58469	0.2032	-0.2032
0.77811	15.04189	0.28586	-0.28586
0.77817	15.43237	0.40135	-0.40135
0.7782	15.02042	0.96661	-0.96661
0.7784	15.04593	0.62088	-0.62088
0.77871	15.29651	0.52123	-0.52123
0.77948	16.04105	0.5572	-0.5572
0.7796	16.15387	0.59944	-0.59944
0.77979	16.6373	0.42544	-0.42544
0.7799	17.0937	0.35359	-0.35359
0.78	17.36742	0.25405	-0.25405
0.78017	17.96852	0.4428	-0.4428
0.7804	18.168	0.39194	-0.39194
0.78059	18.39342	0.35265	-0.35265
0.78079	18.61971	0.37609	-0.37609
0.781	18.70267	0.35446	-0.35446
0.7814	19.00943	0.47861	-0.47861
0.7816	19.21468	0.56954	-0.56954
0.78163	19.26361	0.54514	-0.54514
0.78179	19.49558	0.44708	-0.44708
0.782	19.51737	0.3984	-0.3984
0.78213	19.2855	0.45786	-0.45786
0.78223	18.80432	0.2899	-0.2899
0.7824	19.24945	0.39593	-0.39593
0.78252	19.29009	0.38575	-0.38575
0.78279	19.37206	0.39793	-0.39793
0.7829	19.34747	0.39588	-0.39588
0.783	18.88315	0.41447	-0.41447
0.7832	17.51745	1.06065	-1.06065
0.7834	18.21596	0.49426	-0.49426
0.78351	18.16503	0.51175	-0.51175
0.7836	18.11474	0.57338	-0.57338
0.78379	17.95418	0.44692	-0.44692
0.784	17.37078	0.26468	-0.26468
0.78424	17.01961	0.38732	-0.38732
0.7844	17.06267	0.38289	-0.38289
0.785	15.57022	0.31165	-0.31165
0.7854	14.70865	0.40486	-0.40486
0.78551	14.47749	0.4424	-0.4424
0.7856	14.29268	0.48544	-0.48544
0.78579	14.06117	0.3597	-0.3597
0.786	13.23948	0.27356	-0.27356
0.78604	12.93056	0.38322	-0.38322
0.78618	13.5066	0.35027	-0.35027
0.7864	13.12601	0.32183	-0.32183
0.7876	12.58515	0.53129	-0.53129
0.7882	12.18298	0.63219	-0.63219
0.7892	11.50828	0.71312	-0.71312
0.7895	10.28934	0.48187	-0.48187
0.7896	9.8898	0.44402	-0.44402
0.78979	9.26884	0.24109	-0.24109
0.79	9.30908	0.13274	-0.13274
0.79009	9.5883	0.24654	-0.24654
0.7901	9.62226	0.26312	-0.26312
0.7904	9.55384	0.22973	-0.22973
0.7905	9.515	0.22909	-0.22909
0.7916	9.08784	0.45989	-0.45989
0.7932	7.58238	0.56867	-0.56867
0.79349	7.59868	0.33469	-0.33469
0.79379	7.62576	0.13537	-0.13537
0.794	7.73677	0.07301	-0.07301
0.79414	7.5686	0.18884	-0.18884
0.7944	7.65001	0.16985	-0.16985
0.7976	6.85693	0.3063	-0.3063
0.79949	6.78703	0.08111	-0.08111
0.79979	6.77794	0.05922	-0.05922
0.8	6.92387	0.07352	-0.07352
0.80002	6.92867	0.16165	-0.16165
0.8004	6.7746	0.14771	-0.14771
0.8076	5.87209	0.27393	-0.27393
0.80949	5.77621	0.06908	-0.06908
0.80979	5.762	0.04826	-0.04826
0.81	5.76471	0.04566	-0.04566
0.81014	5.66236	0.12139	-0.12139
0.8104	5.62342	0.11486	-0.11486
0.8125	5.44421	0.10949	-0.10949
0.8176	5.00889	0.231	-0.231
0.81949	4.98327	0.05661	-0.05661
0.82	4.97676	0.03499	-0.03499
0.82002	5.20454	0.15799	-0.15799
0.8276	4.36986	0.22658	-0.22658
0.82997	4.45226	0.15304	-0.15304
0.8375	3.8534	0.17604	-0.17604
0.8376	3.84545	0.17836	-0.17836
0.8391	3.64889	0.14756	-0.14756
0.83947	3.69744	0.08775	-0.08775
0.84	3.76713	0.02772	-0.02772
0.8432	3.47328	0.31498	-0.31498
0.8476	3.34969	0.22679	-0.22679
0.84924	3.1415	0.16772	-0.16772
0.8576	2.97234	0.17033	-0.17033
0.8596	3.19798	0.15384	-0.15384
0.8625	2.99413	0.11343	-0.11343
0.8676	2.63553	0.13978	-0.13978
0.8695	2.47022	0.1001	-0.1001
0.8776	2.27526	0.11082	-0.11082
0.87945	2.26273	0.14172	-0.14172
0.87984	2.26014	0.16996	-0.16996
0.88	2.25703	0.02027	-0.02027
0.8875	1.9867	0.12485	-0.12485
0.8876	1.9831	0.12651	-0.12651
0.88972	1.8971	0.07952	-0.07952
0.8932	1.98922	0.19264	-0.19264
0.8976	1.76211	0.09647	-0.09647
0.90004	1.76892	0.07106	-0.07106
0.9076	1.67315	0.08745	-0.08745
0.91	1.57469	0.06883	-0.06883
0.91002	1.57385	0.06936	-0.06936
0.915	1.50171	0.06431	-0.06431
0.9176	1.46471	0.09034	-0.09034
0.91943	1.41715	0.06203	-0.06203
0.91956	1.41376	0.06607	-0.06607
0.92	1.52625	0.01943	-0.01943
0.9276	1.32076	0.0955	-0.0955
0.93011	1.35979	0.0793	-0.0793
0.9376	1.1807	0.07137	-0.07137
0.93945	1.24033	0.02067	-0.02067
0.94	1.25809	0.0155	-0.0155
0.94219	1.25931	0.05503	-0.05503
0.9476	1.08959	0.06807	-0.06807
0.94945	1.15095	0.02111	-0.02111
0.95	1.1692	0.01723	-0.01723
0.95184	1.14956	0.05215	-0.05215
0.954	1.10041	0.02785	-0.02785
0.955	1.07844	0.02072	-0.02072
0.956	1.05733	0.02084	-0.02084
0.95745	1.12295	0.05833	-0.05833
0.9576	1.12975	0.0642	-0.0642
0.958	1.10597	0.0235	-0.0235
0.96	1.14217	0.04323	-0.04323
0.96152	1.16973	0.07307	-0.07307
0.963	0.98309	0.13091	-0.13091
0.9676	1.04334	0.07043	-0.07043
0.96946	1.03046	0.03195	-0.03195
0.97	1.0266	0.03049	-0.03049
0.971	1.03001	0.03174	-0.03174
0.9776	1.03905	0.0578	-0.0578
0.98	1.08035	0.09166	-0.09166
0.984	0.84472	0.10437	-0.10437
0.98402	0.90958	0.10108	-0.10108
0.9841	0.90913	0.1027	-0.1027
0.98421	0.90839	0.10521	-0.10521
0.985	0.84366	0.14772	-0.14772
0.98558	0.86662	0.1232	-0.1232
0.9875	0.94934	0.07991	-0.07991
0.9876	0.9537	0.08054	-0.08054
0.99	0.98578	0.06341	-0.06341
0.993	1.00152	0.05761	-0.05761
0.994	1.01414	0.05734	-0.05734
0.9976	1.17841	0.09179	-0.09179
1	1.28743	0.14038	-0.14038
1.002	1.21652	0.13105	-0.13105
1.003	1.24341	0.12104	-0.12104
1.00371	1.3235	0.09423	-0.09423
1.00391	1.31582	0.08832	-0.08832
1.004	1.33791	0.08571	-0.08571
1.00425	1.39842	0.08363	-0.08363
1.00464	1.40464	0.09323	-0.09323
1.00496	1.41746	0.08837	-0.08837
1.005	1.41936	0.08794	-0.08794
1.0066	1.48588	0.11214	-0.11214
1.007	1.50828	0.12489	-0.12489
1.00862	2.18169	0.59473	-0.59473
1.01	2.38555	0.26418	-0.26418
1.01017	2.52534	0.16287	-0.16287
1.01027	2.56136	0.14141	-0.14141
1.0103	2.49776	0.13884	-0.13884
1.01034	2.41239	0.16218	-0.16218
1.0107	2.91542	0.36407	-0.36407
1.01076	2.99928	0.41492	-0.41492
1.01086	3.14299	0.50201	-0.50201
1.011	3.27799	0.61753	-0.61753
1.0113	3.49135	0.53106	-0.53106
1.01276	5.11864	0.46082	-0.46082
1.013	5.79143	0.84397	-0.84397
1.01388	6.81776	0.68757	-0.68757
1.015	9.43127	0.8199	-0.8199
1.01525	10.14716	0.42613	-0.42613
1.01543	10.67349	0.29853	-0.29853
1.01566	11.58305	0.28951	-0.28951
1.0157	11.74122	0.3106	-0.3106
1.01575	11.93964	0.3433	-0.3433
1.01599	13.82994	0.43396	-0.43396
1.01607	14.30754	0.4087	-0.4087
1.0162	15.08235	0.44786	-0.44786
1.01637	16.09538	0.6097	-0.6097
1.01654	17.66207	0.51428	-0.51428
1.01668	19.35854	0.49678	-0.49678
1.01673	19.68035	0.48978	-0.48978
1.01678	19.98223	0.48106	-0.48106
1.01685	20.41182	0.58186	-0.58186
1.01694	21.14228	0.98297	-0.98297
1.017	21.4738	1.14169	-1.14169
1.01709	22.36159	1.08603	-1.08603
1.0171	22.52055	1.09027	-1.09027
1.01716	23.47441	1.18454	-1.18454
1.01726	25.01183	1.5376	-1.5376
1.01759	29.1985	0.75796	-0.75796
1.01765	30.20412	0.83839	-0.83839
1.01766	30.35742	0.81388	-0.81388
1.01772	31.27712	0.72511	-0.72511
1.01782	32.61978	0.5986	-0.5986
1.01798	34.79933	0.92444	-0.92444
1.018	35.15911	0.87263	-0.87263
1.0181	36.76637	0.86391	-0.86391
1.01814	37.40925	0.99632	-0.99632
1.01821	39.17207	1.19987	-1.19987
1.01828	40.92831	1.54417	-1.54417
1.01832	42.04514	1.75668	-1.75668
1.01848	43.16968	1.79081	-1.79081
1.01862	44.20921	1.20972	-1.20972
1.01864	44.33669	1.14442	-1.14442
1.01868	44.59188	1.0628	-1.0628
1.01878	45.22235	1.19229	-1.19229
1.01881	44.94947	2.52997	-2.52997
1.01887	46.38056	2.00737	-2.00737
1.01896	47.7383	1.56281	-1.56281
1.019	48.77336	1.60523	-1.60523
1.01907	51.3376	1.90941	-1.90941
1.0191	51.21821	1.81197	-1.81197
1.01914	51.05903	1.78473	-1.78473
1.01921	49.97977	1.5284	-1.5284
1.01925	49.68513	1.36737	-1.36737
1.01944	48.22998	1.20036	-1.20036
1.01951	48.63771	1.17098	-1.17098
1.01962	47.52246	1.3235	-1.3235
1.01964	47.31957	1.42419	-1.42419
1.01968	46.7152	1.35055	-1.35055
1.01969	46.70317	1.2986	-1.2986
1.01979	46.60564	1.16384	-1.16384
1.02	44.92471	1.24538	-1.24538
1.02006	44.62208	1.16564	-1.16564
1.02013	44.24064	1.17312	-1.17312
1.02043	39.21917	0.9464	-0.9464
1.02058	38.70239	1.30665	-1.30665
1.0206	38.6374	1.40062	-1.40062
1.02065	35.69761	0.95411	-0.95411
1.02076	33.66329	0.97136	-0.97136
1.02086	32.10018	1.17937	-1.17937
1.02096	33.13547	1.21715	-1.21715
1.021	32.69651	1.21633	-1.21633
1.02102	32.36441	1.17534	-1.17534
1.02141	25.86468	0.77316	-0.77316
1.0215	25.07718	0.67452	-0.67452
1.02151	24.98968	0.67174	-0.67174
1.02154	24.73508	0.67415	-0.67415
1.02168	22.21144	0.65603	-0.65603
1.02182	21.03826	0.61694	-0.61694
1.02185	20.7867	0.67723	-0.67723
1.0219	20.32775	0.72857	-0.72857
1.022	19.40936	0.97843	-0.97843
1.02207	18.76611	1.2163	-1.2163
1.02223	17.16167	0.59885	-0.59885
1.02232	16.13137	0.52715	-0.52715
1.02246	15.51094	0.47298	-0.47298
1.02267	14.58192	0.49235	-0.49235
1.0227	14.45908	0.47903	-0.47903
1.02274	14.29547	0.46232	-0.46232
1.023	13.32596	0.39599	-0.39599
1.02325	12.42672	0.3795	-0.3795
1.02327	12.34922	0.38249	-0.38249
1.02397	10.75849	0.36123	-0.36123
1.02535	8.23463	0.26375	-0.26375
1.02752	4.62247	0.1491	-0.1491
1.0277	4.55876	0.22444	-0.22444
1.02774	4.57564	0.21762	-0.21762
1.0278	4.60097	0.22807	-0.22807
1.028	4.69479	0.38341	-0.38341
1.02812	4.38616	0.20169	-0.20169
1.02823	4.10348	0.13292	-0.13292
1.02841	4.02034	0.15727	-0.15727
1.0292	3.75596	0.14842	-0.14842
1.03358	2.40284	0.08103	-0.08103
1.0337	2.35371	0.07933	-0.07933
1.03372	2.3456	0.07929	-0.07929
1.03384	2.29695	0.08059	-0.08059
1.03386	2.3017	0.08047	-0.08047
1.034	2.33495	0.11435	-0.11435
1.03406	2.34904	0.13968	-0.13968
1.0375	1.96032	0.08537	-0.08537
1.03916	1.7731	0.07597	-0.07597
1.0393	1.75728	0.07591	-0.07591
1.03959	1.72503	0.07632	-0.07632
1.0396	1.72108	0.07578	-0.07578
1.03964	1.70536	0.07623	-0.07623
1.0398	1.69948	0.07637	-0.07637
1.04	1.6921	0.07655	-0.07655
1.044	1.53588	0.06729	-0.06729
1.046	1.45783	0.06491	-0.06491
1.047	1.39064	0.07367	-0.07367
1.0496	1.29671	0.06583	-0.06583
1.0497	1.28863	0.06553	-0.06553
1.04981	1.27975	0.06607	-0.06607
1.05	1.30425	0.07069	-0.07069
1.053	1.17347	0.13242	-0.13242
1.058	1.22046	0.07939	-0.07939
1.05952	1.10492	0.06052	-0.06052
1.05966	1.10033	0.06134	-0.06134
1.06	1.12298	0.06506	-0.06506
1.061	1.1077	0.05683	-0.05683
1.0625	1.09049	0.04762	-0.04762
1.065	1.07818	0.04356	-0.04356
1.067	1.06149	0.05777	-0.05777
1.068	1.0818	0.06063	-0.06063
1.07	1.12852	0.07188	-0.07188
1.076	1.17961	0.08524	-0.08524
1.077	1.14824	0.08411	-0.08411
1.08	1.08245	0.07783	-0.07783
1.083	1.01672	0.05238	-0.05238
1.086	0.95046	0.04882	-0.04882
1.087	0.94305	0.0584	-0.0584
1.0875	0.9522	0.06186	-0.06186
1.088	0.96085	0.06985	-0.06985
1.09	0.98455	0.06825	-0.06825
1.095	0.94136	0.13563	-0.13563
1.096	0.93272	0.16081	-0.16081
1.097	0.97193	0.07335	-0.07335
1.098	0.99142	0.07353	-0.07353
1.1	0.89996	0.05715	-0.05715
1.103	0.91403	0.04274	-0.04274
1.106	0.93303	0.04716	-0.04716
1.107	0.9354	0.05203	-0.05203
1.11	0.88637	0.05503	-0.05503
1.111	0.8501	0.063	-0.063
1.1125	0.83944	0.0535	-0.0535
1.117	0.83718	0.04877	-0.04877
1.12	0.87198	0.05547	-0.05547
1.123	0.85297	0.04082	-0.04082
1.127	0.82509	0.0477	-0.0477
1.129	0.84562	0.06235	-0.06235
1.13	0.9199	0.0572	-0.0572
1.137	0.88345	0.05293	-0.05293
1.1375	0.88965	0.04789	-0.04789
1.14	0.9107	0.05138	-0.05138
1.142	0.90503	0.04712	-0.04712
1.143	0.90165	0.04684	-0.04684
1.148	0.90821	0.08079	-0.08079
1.15	0.8955	0.05936	-0.05936
1.152	0.89129	0.05425	-0.05425
1.16	0.93641	0.04409	-0.04409
1.1625	0.88103	0.03604	-0.03604
1.163	0.87238	0.03561	-0.03561
1.164	0.85334	0.03633	-0.03633
1.167	0.85932	0.05738	-0.05738
1.17	0.95386	0.08856	-0.08856
1.171	0.97129	0.09847	-0.09847
1.177	0.94768	0.05538	-0.05538
1.18	0.93467	0.04053	-0.04053
1.183	0.92127	0.03555	-0.03555
1.186	0.90338	0.05031	-0.05031
1.187	0.90795	0.06431	-0.06431
1.1875	0.89966	0.06851	-0.06851
1.188	0.89125	0.07753	-0.07753
1.19	0.86452	0.06599	-0.06599
1.197	0.92673	0.04832	-0.04832
1.2	0.93851	0.03952	-0.03952
1.202	0.94528	0.03862	-0.03862
1.204	0.93461	0.0399	-0.0399
1.205	0.9448	0.0439	-0.0439
1.207	0.98233	0.0565	-0.0565
1.21	0.99026	0.03781	-0.03781
1.2114	0.96508	0.04532	-0.04532
1.2125	0.93527	0.05644	-0.05644
1.214	0.90476	0.07975	-0.07975
1.217	0.87894	0.0527	-0.0527
1.22	0.98171	0.03735	-0.03735
1.224	0.94818	0.03647	-0.03647
1.225	0.9398	0.04093	-0.04093
1.226	0.93694	0.04435	-0.04435
1.227	0.93369	0.04916	-0.04916
1.23	1.02086	0.04336	-0.04336
1.232	1.00232	0.08325	-0.08325
1.237	1.09029	0.05946	-0.05946
1.2375	1.09159	0.05167	-0.05167
1.24	1.05556	0.03911	-0.03911
1.246	0.99685	0.04169	-0.04169
1.247	1.00278	0.04511	-0.04511
1.25	1.05266	0.03872	-0.03872
1.251	1.05141	0.05522	-0.05522
1.252	1.05051	0.09708	-0.09708
1.257	1.06037	0.05361	-0.05361
1.26	1.04646	0.03756	-0.03756
1.2625	1.05306	0.03393	-0.03393
1.266	1.0414	0.04043	-0.04043
1.267	1.05268	0.04287	-0.04287
1.27	1.12779	0.03771	-0.03771
1.273	1.04058	0.0897	-0.0897
1.275	1.0342	0.06638	-0.06638
1.277	1.02775	0.04828	-0.04828
1.28	1.12876	0.03565	-0.03565
1.285	1.08273	0.03501	-0.03501
1.286	1.07368	0.03838	-0.03838
1.287	1.07765	0.04044	-0.04044
1.2875	1.08324	0.03739	-0.03739
1.29	1.12239	0.03413	-0.03413
1.292	1.05459	0.08861	-0.08861
1.296	1.12568	0.05617	-0.05617
1.297	1.14328	0.05302	-0.05302
1.3	1.20291	0.03711	-0.03711
1.304	1.18957	0.03675	-0.03675
1.305	1.18602	0.03995	-0.03995
1.307	1.18741	0.0439	-0.0439
1.31	1.18561	0.03896	-0.03896
1.3125	1.19436	0.06624	-0.06624
1.314	1.17984	0.09989	-0.09989
1.317	1.22812	0.06236	-0.06236
1.32	1.23694	0.03969	-0.03969
1.325	1.17594	0.03933	-0.03933
1.326	1.1641	0.04242	-0.04242
1.327	1.1521	0.04622	-0.04622
1.33	1.23575	0.03652	-0.03652
1.335	1.28161	0.12424	-0.12424
1.337	1.30105	0.08323	-0.08323
1.3375	1.29986	0.07097	-0.07097
1.34	1.35709	0.04457	-0.04457
1.345	1.2964	0.04696	-0.04696
1.346	1.2841	0.05128	-0.05128
1.347	1.31383	0.05479	-0.05479
1.35	1.44763	0.06521	-0.06521
1.353	1.50106	0.14863	-0.14863
1.354	1.49284	0.12992	-0.12992
1.357	1.46711	0.08088	-0.08088
1.36	1.44077	0.05495	-0.05495
1.362	1.35289	0.05417	-0.05417
1.3625	1.35851	0.05403	-0.05403
1.364	1.37302	0.05224	-0.05224
1.365	1.38328	0.0517	-0.0517
1.367	1.40549	0.0524	-0.0524
1.368	1.43772	0.05087	-0.05087
1.37	1.50612	0.05489	-0.05489
1.374	1.41415	0.12498	-0.12498
1.377	1.44487	0.08264	-0.08264
1.38	1.51386	0.07254	-0.07254
1.387	1.50176	0.11922	-0.11922
1.3875	1.50449	0.12356	-0.12356
1.39	1.52685	0.14689	-0.14689
1.393	1.55246	0.17817	-0.17817
1.395	1.65671	0.15329	-0.15329
1.397	1.58416	0.15905	-0.15905
1.3995	1.6733	0.17237	-0.17237
1.4	1.68689	0.1763	-0.1763
1.403	1.57211	0.07682	-0.07682
1.4125	1.51502	0.06209	-0.06209
1.42	1.52689	0.06312	-0.06312
1.425	1.47392	0.06122	-0.06122
1.4375	1.38995	0.07028	-0.07028
1.44	1.42411	0.08002	-0.08002
1.441	1.56764	0.09505	-0.09505
1.45	1.5529	0.10338	-0.10338
1.46	1.70191	0.09264	-0.09264
1.4625	1.73834	0.08865	-0.08865
1.475	1.96079	0.09349	-0.09349
1.48	2.04976	0.10068	-0.10068
1.4875	2.11148	0.11239	-0.11239
1.49	2.16579	0.11761	-0.11761
1.491	2.18723	0.11999	-0.11999
1.4995	2.23819	0.11625	-0.11625
1.5	2.24135	0.1186	-0.1186
1.505	2.20214	0.14073	-0.14073
1.5125	2.18275	0.12854	-0.12854
1.5245	2.21812	0.1237	-0.1237
1.525	2.21953	0.12383	-0.12383
1.53	2.22217	0.11911	-0.11911
1.5375	2.2266	0.11796	-0.11796
1.54	2.24055	0.11888	-0.11888
1.55	2.29639	0.13297	-0.13297
1.56	2.32374	0.12688	-0.12688
1.5625	2.25601	0.11653	-0.11653
1.57	2.26882	0.13596	-0.13596
1.5745	2.27521	0.15486	-0.15486
1.575	2.27596	0.15718	-0.15718
1.58	2.31392	0.18122	-0.18122
1.5875	2.34592	0.13002	-0.13002
1.5895	2.3833	0.13253	-0.13253
1.59	2.39244	0.13441	-0.13441
1.6	2.44139	0.19242	-0.19242
1.6065	2.40613	0.17203	-0.17203
1.61	2.39075	0.16845	-0.16845
1.612	2.38176	0.16898	-0.16898
1.6125	2.37789	0.168	-0.168
1.62	2.42668	0.17086	-0.17086
1.625	2.36983	0.18162	-0.18162
1.63	2.45154	0.16182	-0.16182
1.633	2.49905	0.15746	-0.15746
1.637	2.55787	0.16149	-0.16149
1.6375	2.56335	0.16204	-0.16204
1.64	2.78122	0.17007	-0.17007
1.65	2.96036	0.21637	-0.21637
1.653	2.90251	0.18619	-0.18619
1.66	2.76975	0.2108	-0.2108
1.662	2.61841	0.23516	-0.23516
1.6625	2.59046	0.22888	-0.22888
1.67	2.62887	0.18255	-0.18255
1.6745	2.65587	0.21085	-0.21085
1.675	2.65865	0.21619	-0.21619
1.68	2.67141	0.18761	-0.18761
1.6875	2.54909	0.16946	-0.16946
1.69	2.56388	0.17335	-0.17335
1.7	2.64809	0.23195	-0.23195
1.71	2.5863	0.282	-0.282
1.712	2.55792	0.33197	-0.33197
1.7125	2.5466	0.32203	-0.32203
1.72	2.59392	0.2266	-0.2266
1.725	2.52834	0.24362	-0.24362
1.73	2.49804	0.2118	-0.2118
1.7375	2.46475	0.1876	-0.1876
1.74	2.57472	0.1927	-0.1927
1.7485	2.58263	0.21693	-0.21693
1.7495	2.58367	0.22226	-0.22226
1.75	2.58423	0.22508	-0.22508
1.756	2.84643	0.2188	-0.2188
1.76	2.79019	0.18409	-0.18409
1.762	2.6436	0.19525	-0.19525
1.7625	2.58456	0.18884	-0.18884
1.769	2.21931	0.24467	-0.24467
1.77	2.29543	0.21852	-0.21852
1.775	2.70605	0.22582	-0.22582
1.78	2.68188	0.19503	-0.19503
1.7875	2.44231	0.17387	-0.17387
1.79	2.43623	0.17978	-0.17978
1.792	2.44169	0.17454	-0.17454
1.8	2.46278	0.18102	-0.18102
1.81	2.21746	0.2118	-0.2118
1.812	2.18439	0.22398	-0.22398
1.8125	2.17873	0.21962	-0.21962
1.82	2.35243	0.23666	-0.23666
1.825	2.25221	0.29561	-0.29561
1.83	2.41574	0.22586	-0.22586
1.835	2.58998	0.31994	-0.31994
1.8375	2.43693	0.27328	-0.27328
1.84	2.46016	0.23918	-0.23918
1.85	1.93152	0.20449	-0.20449
1.86	1.94406	0.17923	-0.17923
1.8625	1.8216	0.16791	-0.16791
1.87	1.88872	0.16099	-0.16099
1.875	1.93884	0.16412	-0.16412
1.8775	1.95634	0.16755	-0.16755
1.88	1.97338	0.17243	-0.17243
1.883	1.91272	0.17019	-0.17019
1.8875	1.83049	0.17181	-0.17181
1.89	1.85947	0.17526	-0.17526
1.9	1.99242	0.20489	-0.20489
1.91	1.8642	0.16166	-0.16166
1.9125	1.8569	0.16075	-0.16075
1.92	2.01938	0.1867	-0.1867
1.925	2.02798	0.20877	-0.20877
1.93	1.94881	0.17416	-0.17416
1.9375	1.85327	0.17503	-0.17503
1.94	2.0581	0.20438	-0.20438
1.945	1.93692	0.20464	-0.20464
1.95	2.18147	0.21939	-0.21939
1.955	1.75033	0.33221	-0.33221
1.96	2.34912	0.27028	-0.27028
1.9625	2.10179	0.25123	-0.25123
1.97	2.23392	0.24918	-0.24918
1.971	2.24961	0.25065	-0.25065
1.973	2.28662	0.24848	-0.24848
1.975	2.32459	0.24811	-0.24811
1.98	2.43799	0.25546	-0.25546
1.9875	2.21492	0.26185	-0.26185
1.99	2.29725	0.27192	-0.27192
2	2.18	0.07	-0.07
2.2	2.38	0.07	-0.07
2.4	2.38	0.07	-0.07
2.5	2.39	0.08	-0.08
2.6	2.38	0.06	-0.06
2.6	2.64	0.05	-0.05
2.7	2.3	0.07	-0.07
2.8	2.17	0.06	-0.06
2.9	2.22	0.07	-0.07
3	2.21	0.05	-0.05
3.2	2.21	0.07	-0.07
3.4	2.38	0.07	-0.07
3.55	2.23	0.06	-0.06
3.598	2.46	0.17	-0.17
3.67	2.5	0.07	-0.07
3.67	2.19252	0.15086	-0.15086
3.692	2.4	0.34	-0.34
3.692	2.07183	0.43247	-0.43247
3.7	2.23	0.08	-0.08
3.704	2.2931	0.3319	-0.3319
3.71	2.35	0.35	-0.35
3.716	2.09195	0.29167	-0.29167
3.728	2.68534	0.29167	-0.29167
3.73	2.1	0.08	-0.08
3.73	2.48	0.19	-0.19
3.74	2.94	0.2	-0.2
3.74	2.67528	0.20115	-0.20115
3.746	2.61494	0.20115	-0.20115
3.75	2.47	0.09	-0.09
