Table showing signal significance of pions passing various cuts: 
pt    p     eta     mass 
  0.057143   0.028571   0.000000   0.000000 
  0.016667   0.000000   0.000000   0.000000 
  0.053571   0.008658   0.000541   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.076530   0.014812   0.003528   0.000000 
  0.089286   0.008929   0.000000   0.000000 
  0.140000   0.008333   0.000000   0.000000 
  0.115824   0.023114   0.008006   0.000000 
  0.109486   0.029255   0.003546   0.000000 
  0.060729   0.016194   0.002024   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.044118   0.014706   0.000000   0.000000 
  0.025000   0.000000   0.000000   0.000000 
  0.022222   0.008333   0.000000   0.000000 
  0.197545   0.074518   0.012283   0.000000 
  0.169951   0.040640   0.004926   0.000000 
  0.031217   0.001041   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.189213   0.043549   0.018024   0.000000 
  0.033333   0.025000   0.004167   0.000000 
  0.035088   0.029240   0.000000   0.000000 
  0.011905   0.000000   0.000000   0.000000 
  0.075758   0.013986   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.080000   0.060000   0.010000   0.000000 
  0.078125   0.034180   0.001984   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.193036   0.069636   0.012294   0.000000 
  0.087891   0.011719   0.001966   0.000000 
  0.137236   0.027582   0.002166   0.000000 
  0.149693   0.024325   0.009627   0.000000 
  0.039216   0.013072   0.006536   0.000000 
  0.084259   0.019444   0.003704   0.000000 
  0.042362   0.013479   0.002567   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.071429   0.010204   0.000000   0.000000 
  0.041667   0.015625   0.005208   0.000000 
  0.046512   0.014238   0.002860   0.000000 
  0.058333   0.002778   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.112782   0.030075   0.003759   0.000000 
  0.046786   0.009452   0.000945   0.000000 
  0.043478   0.010435   0.000000   0.000000 
  0.115126   0.014391   0.004797   0.000000 
  0.041667   0.000000   0.000000   0.000000 
  0.076923   0.013736   0.001374   0.000000 
  0.092105   0.015789   0.005263   0.000000 
  0.107143   0.107143   0.000000   0.000000 
  0.090000   0.000000   0.000000   0.000000 
  0.082671   0.002385   0.000000   0.000000 
  0.113636   0.030303   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.083333   0.033333   0.000000   0.000000 
  0.052500   0.020000   0.000000   0.000000 
  0.175714   0.029143   0.006100   0.000000 
  0.093333   0.020000   0.006705   0.000000 
  0.015385   0.000000   0.000000   0.000000 
  0.016807   0.000000   0.000000   0.000000 
  0.166667   0.111111   0.000000   0.000000 
  0.153627   0.034673   0.008727   0.000000 
  0.057075   0.007134   0.007178   0.000000 
  0.078000   0.012800   0.003600   0.000000 
  0.078431   0.023529   0.000000   0.000000 
  0.069930   0.055944   0.006993   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.089099   0.010482   0.000699   0.000000 
  0.006579   0.006579   0.000000   0.000000 
  0.121693   0.013468   0.000962   0.000000 
  0.235242   0.021051   0.007799   0.000000 
  0.040230   0.010345   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.027778   0.008333   0.000000   0.000000 
  0.080972   0.013997   0.004628   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.042781   0.017825   0.000891   0.000000 
  0.030303   0.010101   0.000000   0.000000 
  0.113269   0.025700   0.005335   0.000000 
  0.094040   0.023220   0.000387   0.000000 
  0.010011   0.005562   0.001112   0.000000 
  0.041502   0.017787   0.001482   0.000000 
  0.125000   0.028571   0.003126   0.000000 
  0.123529   0.023529   0.005882   0.000000 
  0.032680   0.000000   0.000000   0.000000 
  0.029412   0.000000   0.000000   0.000000 
  0.058594   0.007812   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.019608   0.000000   0.000000   0.000000 
  0.185157   0.038231   0.008746   0.000000 
  0.134977   0.039368   0.008655   0.000000 
  0.030075   0.010025   0.002506   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.166594   0.030422   0.010434   0.000000 
  0.081481   0.041481   0.005926   0.000000 
  0.081522   0.018116   0.014493   0.000000 
  0.040179   0.011161   0.000000   0.000000 
  0.109774   0.014444   0.001444   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.046875   0.007812   0.000000   0.000000 
  0.181818   0.014141   0.000000   0.000000 
  0.052632   0.005848   0.000000   0.000000 
  0.033207   0.014231   0.001898   0.000000 
  0.111070   0.023325   0.000185   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.070078   0.020022   0.000000   0.000000 
  0.031373   0.031373   0.000000   0.000000 
  0.058172   0.005540   0.000000   0.000000 
  0.063508   0.028226   0.002016   0.000000 
  0.012346   0.000000   0.000000   0.000000 
  0.032086   0.000000   0.000000   0.000000 
  0.041623   0.006243   0.001041   0.000000 
  0.035714   0.035714   0.000000   0.000000 
  0.029985   0.008996   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.158561   0.030313   0.007998   0.000000 
  0.017787   0.001976   0.000000   0.000000 
  0.042857   0.009524   0.002381   0.000000 
  0.204918   0.021237   0.006460   0.000000 
  0.113872   0.002899   0.000828   0.000000 
  0.098060   0.025862   0.000000   0.000000 
  0.116735   0.029388   0.007347   0.000000 
  0.033333   0.025000   0.000000   0.000000 
  0.136054   0.018141   0.002268   0.000000 
  0.062500   0.010000   0.000000   0.000000 
  0.066361   0.008266   0.003674   0.000000 
  0.031674   0.000000   0.000000   0.000000 
  0.000000   0.000000   0.000000   0.000000 
  0.114638   0.011758   0.001323   0.000000 
  0.093009   0.012801   0.006305   0.000000 
  0.093750   0.046875   0.000000   0.000000 
  0.047059   0.035294   0.005882   0.000000 
  0.169173   0.047368   0.001504   0.000000 
  0.042105   0.031579   0.010526   0.000000 
  0.019231   0.000000   0.000000   0.000000 
  0.128342   0.007130   0.000000   0.000000 
  0.061224   0.016327   0.005462   0.000000 
  0.148785   0.016532   0.002024   0.000000 
  0.055728   0.030960   0.000000   0.000000 
  0.095238   0.021164   0.003175   0.000000 
  0.028571   0.014286   0.000000   0.000000 
  0.029586   0.005917   0.002959   0.000000 
  0.058559   0.011261   0.001502   0.000000 
  0.079365   0.013228   0.000000   0.000000 
  0.149577   0.017695   0.006051   0.000000 
  0.087351   0.013613   0.004560   0.000000 
  0.133562   0.045282   0.009135   0.000000 
  0.090043   0.009697   0.001039   0.000000 
