Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   misID(gamma cuts(pt+p+eta))   S/B_EM(gamma cuts(pt+p+eta))  S/sqrt(B+misID)(gamma cuts(pt+p+eta))  
8.00000e-02   4.00000e-01   2.78122e-04   1.97160e-01   5.70769e-01   1.88229e-01   3.68133e-04   6.41050e-04  
8.00000e-02   5.00000e-01   2.78122e-04   1.97160e-01   5.69788e-01   1.87248e-01   3.68450e-04   6.42727e-04  
8.00000e-02   6.00000e-01   2.77221e-04   1.97160e-01   5.66550e-01   1.85250e-01   3.68304e-04   6.44090e-04  
8.00000e-02   7.00000e-01   2.75643e-04   1.96230e-01   5.61429e-01   1.82299e-01   3.67874e-04   6.45587e-04  
8.00000e-02   8.00000e-01   2.72488e-04   1.95920e-01   5.53515e-01   1.78725e-01   3.66254e-04   6.44547e-04  
8.00000e-02   9.00000e-01   2.69783e-04   1.94990e-01   5.45821e-01   1.74751e-01   3.65165e-04   6.45364e-04  
8.00000e-02   1.00000e+00   2.66402e-04   1.93130e-01   5.37062e-01   1.70642e-01   3.63518e-04   6.44903e-04  
8.00000e-02   1.10000e+00   2.63472e-04   1.91270e-01   5.28963e-01   1.66573e-01   3.62262e-04   6.45554e-04  
8.00000e-02   1.20000e+00   2.60542e-04   1.90960e-01   5.20626e-01   1.62266e-01   3.61090e-04   6.46793e-04  
8.00000e-02   1.30000e+00   2.59415e-04   1.90650e-01   5.15049e-01   1.58239e-01   3.61469e-04   6.52137e-04  
8.00000e-02   1.40000e+00   2.57162e-04   1.90030e-01   5.07915e-01   1.54205e-01   3.60837e-04   6.54873e-04  
8.00000e-02   1.50000e+00   2.55584e-04   1.89100e-01   5.01819e-01   1.50279e-01   3.60795e-04   6.59302e-04  
8.00000e-02   1.60000e+00   2.53330e-04   1.89100e-01   4.94992e-01   1.46552e-01   3.60071e-04   6.61745e-04  
8.00000e-02   1.70000e+00   2.51076e-04   1.88480e-01   4.88177e-01   1.42837e-01   3.59349e-04   6.64332e-04  
8.00000e-02   1.80000e+00   2.48597e-04   1.87550e-01   4.81338e-01   1.39408e-01   3.58320e-04   6.65813e-04  
8.00000e-02   1.90000e+00   2.46343e-04   1.86930e-01   4.74710e-01   1.35880e-01   3.57542e-04   6.68287e-04  
8.00000e-02   2.00000e+00   2.42286e-04   1.85380e-01   4.65584e-01   1.32334e-01   3.55083e-04   6.66029e-04  
8.00000e-02   2.10000e+00   2.39356e-04   1.84140e-01   4.58121e-01   1.28901e-01   3.53634e-04   6.66678e-04  
8.00000e-02   2.20000e+00   2.37328e-04   1.83210e-01   4.51945e-01   1.25515e-01   3.53025e-04   6.69887e-04  
8.00000e-02   2.30000e+00   2.35074e-04   1.82590e-01   4.45585e-01   1.22255e-01   3.52160e-04   6.72313e-04  
8.00000e-02   2.40000e+00   2.33046e-04   1.81660e-01   4.39732e-01   1.19192e-01   3.51436e-04   6.75021e-04  
8.00000e-02   2.50000e+00   2.29890e-04   1.80420e-01   4.32320e-01   1.16120e-01   3.49638e-04   6.74633e-04  
8.00000e-02   2.60000e+00   2.27411e-04   1.78870e-01   4.25934e-01   1.13144e-01   3.48450e-04   6.76076e-04  
8.00000e-02   2.70000e+00   2.25383e-04   1.78560e-01   4.20251e-01   1.10251e-01   3.47669e-04   6.78780e-04  
8.00000e-02   2.80000e+00   2.23805e-04   1.77940e-01   4.15285e-01   1.07455e-01   3.47293e-04   6.82740e-04  
8.00000e-02   2.90000e+00   2.22002e-04   1.76700e-01   4.10056e-01   1.04706e-01   3.46685e-04   6.86073e-04  
8.00000e-02   3.00000e+00   2.19297e-04   1.75460e-01   4.03608e-01   1.01978e-01   3.45186e-04   6.86720e-04  
8.00000e-02   3.10000e+00   2.14339e-04   1.70190e-01   3.94159e-01   9.93489e-02   3.41401e-04   6.80016e-04  
8.00000e-02   3.20000e+00   2.12987e-04   1.69260e-01   3.89579e-01   9.66286e-02   3.41236e-04   6.85171e-04  
8.00000e-02   3.30000e+00   2.10958e-04   1.68330e-01   3.84174e-01   9.40141e-02   3.40355e-04   6.88018e-04  
8.00000e-02   3.40000e+00   2.10057e-04   1.67400e-01   3.80530e-01   9.16102e-02   3.40519e-04   6.94008e-04  
8.00000e-02   3.50000e+00   2.08930e-04   1.67090e-01   3.76520e-01   8.91499e-02   3.40491e-04   6.99745e-04  
8.00000e-02   3.60000e+00   2.07577e-04   1.66470e-01   3.72329e-01   8.68189e-02   3.40186e-04   7.04487e-04  
8.00000e-02   3.70000e+00   2.06000e-04   1.65850e-01   3.67958e-01   8.46184e-02   3.39600e-04   7.08165e-04  
8.00000e-02   3.80000e+00   2.03520e-04   1.63990e-01   3.62330e-01   8.24003e-02   3.38108e-04   7.08996e-04  
8.00000e-02   3.90000e+00   2.02168e-04   1.63060e-01   3.58301e-01   8.02311e-02   3.37745e-04   7.13743e-04  
8.00000e-02   4.00000e+00   1.99013e-04   1.62130e-01   3.51806e-01   7.80756e-02   3.35529e-04   7.12235e-04  
8.00000e-02   4.10000e+00   1.95857e-04   1.59340e-01   3.45516e-01   7.61261e-02   3.33201e-04   7.09861e-04  
8.00000e-02   4.20000e+00   1.93829e-04   1.57480e-01   3.40825e-01   7.42246e-02   3.32012e-04   7.11451e-04  
8.00000e-02   4.30000e+00   1.92026e-04   1.56240e-01   3.36613e-01   7.24929e-02   3.30975e-04   7.13201e-04  
8.00000e-02   4.40000e+00   1.91350e-04   1.55620e-01   3.33910e-01   7.07199e-02   3.31141e-04   7.19544e-04  
8.00000e-02   4.50000e+00   1.89321e-04   1.54070e-01   3.29410e-01   6.90097e-02   3.29861e-04   7.20684e-04  
8.00000e-02   4.60000e+00   1.87744e-04   1.52830e-01   3.25578e-01   6.73479e-02   3.29032e-04   7.23441e-04  
8.00000e-02   4.70000e+00   1.86391e-04   1.51900e-01   3.22058e-01   6.56878e-02   3.28442e-04   7.27250e-04  
8.00000e-02   4.80000e+00   1.85490e-04   1.51590e-01   3.19289e-01   6.41587e-02   3.28268e-04   7.32306e-04  
8.00000e-02   4.90000e+00   1.83461e-04   1.50970e-01   3.15044e-01   6.27040e-02   3.26858e-04   7.32651e-04  
8.00000e-02   5.00000e+00   1.83011e-04   1.50350e-01   3.12997e-01   6.12772e-02   3.27119e-04   7.39311e-04  
8.00000e-02   5.10000e+00   1.80982e-04   1.49730e-01   3.08685e-01   5.97546e-02   3.25746e-04   7.40373e-04  
8.00000e-02   5.20000e+00   1.79630e-04   1.48180e-01   3.05453e-01   5.83828e-02   3.25017e-04   7.43423e-04  
8.00000e-02   5.30000e+00   1.78503e-04   1.46940e-01   3.02561e-01   5.70410e-02   3.24518e-04   7.47398e-04  
8.00000e-02   5.40000e+00   1.76249e-04   1.46010e-01   2.98159e-01   5.57393e-02   3.22777e-04   7.46529e-04  
8.00000e-02   5.50000e+00   1.74446e-04   1.43840e-01   2.94427e-01   5.44875e-02   3.21494e-04   7.47331e-04  
8.00000e-02   5.60000e+00   1.73545e-04   1.43840e-01   2.91958e-01   5.32581e-02   3.21182e-04   7.52001e-04  
8.00000e-02   5.70000e+00   1.71742e-04   1.41980e-01   2.88376e-01   5.21561e-02   3.19813e-04   7.52008e-04  
8.00000e-02   5.80000e+00   1.68361e-04   1.40430e-01   2.82547e-01   5.09765e-02   3.16735e-04   7.45686e-04  
8.00000e-02   5.90000e+00   1.66783e-04   1.39190e-01   2.79339e-01   4.99387e-02   3.15563e-04   7.46334e-04  
8.00000e-02   6.00000e+00   1.66107e-04   1.38570e-01   2.77394e-01   4.89243e-02   3.15384e-04   7.50975e-04  
8.00000e-02   6.10000e+00   1.64980e-04   1.37330e-01   2.74865e-01   4.79453e-02   3.14682e-04   7.53457e-04  
8.00000e-02   6.20000e+00   1.62726e-04   1.35160e-01   2.70752e-01   4.69317e-02   3.12732e-04   7.51146e-04  
8.00000e-02   6.30000e+00   1.61599e-04   1.33920e-01   2.68156e-01   4.58863e-02   3.12065e-04   7.54394e-04  
8.00000e-02   6.40000e+00   1.60472e-04   1.33300e-01   2.65704e-01   4.49838e-02   3.11316e-04   7.56610e-04  
8.00000e-02   6.50000e+00   1.59346e-04   1.32680e-01   2.63229e-01   4.40591e-02   3.10580e-04   7.59140e-04  
8.00000e-02   6.60000e+00   1.58669e-04   1.32370e-01   2.61416e-01   4.31760e-02   3.10332e-04   7.63611e-04  
8.00000e-02   6.70000e+00   1.57542e-04   1.31440e-01   2.58914e-01   4.22244e-02   3.09613e-04   7.66683e-04  
8.00000e-02   6.80000e+00   1.56416e-04   1.31130e-01   2.56505e-01   4.13647e-02   3.08839e-04   7.69068e-04  
8.00000e-02   6.90000e+00   1.55063e-04   1.31130e-01   2.53811e-01   4.05311e-02   3.07789e-04   7.70220e-04  
8.00000e-02   7.00000e+00   1.53260e-04   1.29270e-01   2.50508e-01   3.97078e-02   3.06209e-04   7.69115e-04  
8.00000e-02   7.10000e+00   1.51908e-04   1.28030e-01   2.47855e-01   3.89146e-02   3.05128e-04   7.70059e-04  
8.00000e-02   7.20000e+00   1.51232e-04   1.27410e-01   2.46259e-01   3.82488e-02   3.04752e-04   7.73275e-04  
8.00000e-02   7.30000e+00   1.50330e-04   1.26790e-01   2.44262e-01   3.74921e-02   3.04171e-04   7.76383e-04  
8.00000e-02   7.40000e+00   1.49879e-04   1.26480e-01   2.42944e-01   3.67935e-02   3.04081e-04   7.81369e-04  
8.00000e-02   7.50000e+00   1.48527e-04   1.25860e-01   2.40399e-01   3.61094e-02   3.02928e-04   7.81620e-04  
8.00000e-02   7.60000e+00   1.47175e-04   1.25240e-01   2.37869e-01   3.54390e-02   3.01762e-04   7.81795e-04  
8.00000e-02   7.70000e+00   1.46724e-04   1.24930e-01   2.36621e-01   3.48109e-02   3.01630e-04   7.86400e-04  
8.00000e-02   7.80000e+00   1.45146e-04   1.23070e-01   2.33850e-01   3.42097e-02   3.00150e-04   7.84750e-04  
8.00000e-02   7.90000e+00   1.44245e-04   1.21830e-01   2.31991e-01   3.35905e-02   2.99478e-04   7.87031e-04  
8.00000e-02   8.00000e+00   1.43118e-04   1.20900e-01   2.29824e-01   3.29742e-02   2.98536e-04   7.88147e-04  
8.00000e-02   8.10000e+00   1.41315e-04   1.19040e-01   2.26658e-01   3.22884e-02   2.96826e-04   7.86439e-04  
8.00000e-02   8.20000e+00   1.41090e-04   1.19040e-01   2.25746e-01   3.16858e-02   2.96951e-04   7.92615e-04  
8.00000e-02   8.30000e+00   1.40413e-04   1.18730e-01   2.24189e-01   3.10585e-02   2.96553e-04   7.96743e-04  
8.00000e-02   8.40000e+00   1.39963e-04   1.18420e-01   2.22976e-01   3.04656e-02   2.96404e-04   8.01876e-04  
8.00000e-02   8.50000e+00   1.38160e-04   1.16250e-01   2.20004e-01   2.99742e-02   2.94554e-04   7.98008e-04  
8.00000e-02   8.60000e+00   1.36807e-04   1.15320e-01   2.17615e-01   2.94447e-02   2.93268e-04   7.97271e-04  
8.00000e-02   8.70000e+00   1.35906e-04   1.14080e-01   2.15868e-01   2.89379e-02   2.92512e-04   7.98922e-04  
8.00000e-02   8.80000e+00   1.35230e-04   1.13150e-01   2.14362e-01   2.83619e-02   2.92077e-04   8.02979e-04  
8.00000e-02   8.90000e+00   1.34553e-04   1.12530e-01   2.12918e-01   2.78480e-02   2.91601e-04   8.06302e-04  
8.00000e-02   9.00000e+00   1.34328e-04   1.12530e-01   2.12152e-01   2.73923e-02   2.91637e-04   8.11619e-04  
8.00000e-02   9.10000e+00   1.33427e-04   1.11290e-01   2.10429e-01   2.69094e-02   2.90863e-04   8.13374e-04  
8.00000e-02   9.20000e+00   1.32525e-04   1.10360e-01   2.08721e-01   2.64408e-02   2.90078e-04   8.15005e-04  
8.00000e-02   9.30000e+00   1.32074e-04   1.10050e-01   2.07590e-01   2.59297e-02   2.89878e-04   8.20199e-04  
8.00000e-02   9.40000e+00   1.30271e-04   1.07880e-01   2.04618e-01   2.54380e-02   2.87989e-04   8.16783e-04  
8.00000e-02   9.50000e+00   1.29820e-04   1.07260e-01   2.03582e-01   2.50222e-02   2.87722e-04   8.20692e-04  
8.00000e-02   9.60000e+00   1.28919e-04   1.06330e-01   2.01898e-01   2.45782e-02   2.86913e-04   8.22321e-04  
8.00000e-02   9.70000e+00   1.27116e-04   1.05090e-01   1.99014e-01   2.41743e-02   2.84943e-04   8.17566e-04  
8.00000e-02   9.80000e+00   1.26214e-04   1.04160e-01   1.97330e-01   2.37303e-02   2.84126e-04   8.19326e-04  
8.00000e-02   9.90000e+00   1.24637e-04   1.02610e-01   1.94776e-01   2.33457e-02   2.82409e-04   8.15721e-04  
9.00000e-02   0.00000e+00   2.68881e-04   1.93440e-01   5.41584e-01   1.71754e-01   3.65366e-04   6.48794e-04  
9.00000e-02   1.00000e-01   2.68881e-04   1.93440e-01   5.41584e-01   1.71754e-01   3.65366e-04   6.48794e-04  
9.00000e-02   2.00000e-01   2.68881e-04   1.93440e-01   5.41584e-01   1.71754e-01   3.65366e-04   6.48794e-04  
9.00000e-02   3.00000e-01   2.68881e-04   1.93440e-01   5.41584e-01   1.71754e-01   3.65366e-04   6.48794e-04  
9.00000e-02   4.00000e-01   2.68881e-04   1.93440e-01   5.41569e-01   1.71739e-01   3.65371e-04   6.48823e-04  
9.00000e-02   5.00000e-01   2.68881e-04   1.93440e-01   5.41256e-01   1.71426e-01   3.65477e-04   6.49416e-04  
9.00000e-02   6.00000e-01   2.68205e-04   1.93440e-01   5.39401e-01   1.70501e-01   3.65184e-04   6.49536e-04  
9.00000e-02   7.00000e-01   2.67304e-04   1.92820e-01   5.36443e-01   1.68783e-01   3.64958e-04   6.50640e-04  
9.00000e-02   8.00000e-01   2.65050e-04   1.92510e-01   5.31037e-01   1.66477e-01   3.63719e-04   6.49608e-04  
9.00000e-02   9.00000e-01   2.63022e-04   1.91580e-01   5.25353e-01   1.63583e-01   3.62882e-04   6.50313e-04  
9.00000e-02   1.00000e+00   2.60542e-04   1.90650e-01   5.18893e-01   1.60533e-01   3.61692e-04   6.50273e-04  
9.00000e-02   1.10000e+00   2.58063e-04   1.88790e-01   5.12312e-01   1.57362e-01   3.60544e-04   6.50543e-04  
9.00000e-02   1.20000e+00   2.55809e-04   1.88480e-01   5.05656e-01   1.53806e-01   3.59740e-04   6.52274e-04  
9.00000e-02   1.30000e+00   2.54908e-04   1.88480e-01   5.01054e-01   1.50444e-01   3.60114e-04   6.57196e-04  
9.00000e-02   1.40000e+00   2.52879e-04   1.87860e-01   4.94780e-01   1.46960e-01   3.59507e-04   6.59649e-04  
9.00000e-02   1.50000e+00   2.51527e-04   1.87240e-01   4.89521e-01   1.43561e-01   3.59500e-04   6.63844e-04  
9.00000e-02   1.60000e+00   2.49499e-04   1.87240e-01   4.83489e-01   1.40319e-01   3.58818e-04   6.66053e-04  
9.00000e-02   1.70000e+00   2.47245e-04   1.86620e-01   4.77167e-01   1.37097e-01   3.57925e-04   6.67748e-04  
9.00000e-02   1.80000e+00   2.45442e-04   1.85690e-01   4.71613e-01   1.34023e-01   3.57401e-04   6.70437e-04  
9.00000e-02   1.90000e+00   2.43639e-04   1.85070e-01   4.66024e-01   1.30914e-01   3.56896e-04   6.73370e-04  
9.00000e-02   2.00000e+00   2.39582e-04   1.83520e-01   4.57241e-01   1.27711e-01   3.54308e-04   6.70408e-04  
9.00000e-02   2.10000e+00   2.36877e-04   1.82590e-01   4.50464e-01   1.24654e-01   3.52934e-04   6.70920e-04  
9.00000e-02   2.20000e+00   2.35074e-04   1.81660e-01   4.44981e-01   1.21651e-01   3.52398e-04   6.73979e-04  
9.00000e-02   2.30000e+00   2.33046e-04   1.81350e-01   4.39235e-01   1.18695e-01   3.51635e-04   6.76432e-04  
9.00000e-02   2.40000e+00   2.31017e-04   1.80420e-01   4.33660e-01   1.15910e-01   3.50808e-04   6.78552e-04  
9.00000e-02   2.50000e+00   2.28313e-04   1.79800e-01   4.27206e-01   1.13176e-01   3.49310e-04   6.78660e-04  
9.00000e-02   2.60000e+00   2.25833e-04   1.78250e-01   4.21101e-01   1.10481e-01   3.48013e-04   6.79429e-04  
9.00000e-02   2.70000e+00   2.24256e-04   1.77940e-01   4.16293e-01   1.07843e-01   3.47571e-04   6.82886e-04  
9.00000e-02   2.80000e+00   2.22678e-04   1.77320e-01   4.11557e-01   1.05277e-01   3.47106e-04   6.86296e-04  
9.00000e-02   2.90000e+00   2.20875e-04   1.76080e-01   4.06559e-01   1.02759e-01   3.46405e-04   6.89028e-04  
9.00000e-02   3.00000e+00   2.18621e-04   1.75150e-01   4.01000e-01   1.00300e-01   3.45239e-04   6.90304e-04  
9.00000e-02   3.10000e+00   2.13888e-04   1.69880e-01   3.92080e-01   9.78901e-02   3.41585e-04   6.83624e-04  
9.00000e-02   3.20000e+00   2.12536e-04   1.68950e-01   3.87724e-01   9.53942e-02   3.41327e-04   6.88131e-04  
9.00000e-02   3.30000e+00   2.10733e-04   1.68020e-01   3.82851e-01   9.30005e-02   3.40579e-04   6.91018e-04  
9.00000e-02   3.40000e+00   2.09831e-04   1.67090e-01   3.79406e-01   9.07960e-02   3.40658e-04   6.96365e-04  
9.00000e-02   3.50000e+00   2.08704e-04   1.66780e-01   3.75597e-01   8.85371e-02   3.40542e-04   7.01405e-04  
9.00000e-02   3.60000e+00   2.07352e-04   1.66160e-01   3.71608e-01   8.64082e-02   3.40146e-04   7.05392e-04  
9.00000e-02   3.70000e+00   2.06000e-04   1.65850e-01   3.67696e-01   8.43563e-02   3.39721e-04   7.09264e-04  
9.00000e-02   3.80000e+00   2.03520e-04   1.63990e-01   3.62204e-01   8.22740e-02   3.38167e-04   7.09540e-04  
9.00000e-02   3.90000e+00   2.02168e-04   1.63060e-01   3.58264e-01   8.01935e-02   3.37763e-04   7.13910e-04  
9.00000e-02   4.00000e+00   1.99013e-04   1.62130e-01   3.51805e-01   7.80747e-02   3.35529e-04   7.12239e-04  
9.00000e-02   4.10000e+00   1.95857e-04   1.59340e-01   3.45516e-01   7.61261e-02   3.33201e-04   7.09861e-04  
9.00000e-02   4.20000e+00   1.93829e-04   1.57480e-01   3.40825e-01   7.42246e-02   3.32012e-04   7.11451e-04  
9.00000e-02   4.30000e+00   1.92026e-04   1.56240e-01   3.36613e-01   7.24929e-02   3.30975e-04   7.13201e-04  
9.00000e-02   4.40000e+00   1.91350e-04   1.55620e-01   3.33910e-01   7.07199e-02   3.31141e-04   7.19544e-04  
9.00000e-02   4.50000e+00   1.89321e-04   1.54070e-01   3.29410e-01   6.90097e-02   3.29861e-04   7.20684e-04  
9.00000e-02   4.60000e+00   1.87744e-04   1.52830e-01   3.25578e-01   6.73479e-02   3.29032e-04   7.23441e-04  
9.00000e-02   4.70000e+00   1.86391e-04   1.51900e-01   3.22058e-01   6.56878e-02   3.28442e-04   7.27250e-04  
9.00000e-02   4.80000e+00   1.85490e-04   1.51590e-01   3.19289e-01   6.41587e-02   3.28268e-04   7.32306e-04  
9.00000e-02   4.90000e+00   1.83461e-04   1.50970e-01   3.15044e-01   6.27040e-02   3.26858e-04   7.32651e-04  
9.00000e-02   5.00000e+00   1.83011e-04   1.50350e-01   3.12997e-01   6.12772e-02   3.27119e-04   7.39311e-04  
9.00000e-02   5.10000e+00   1.80982e-04   1.49730e-01   3.08685e-01   5.97546e-02   3.25746e-04   7.40373e-04  
9.00000e-02   5.20000e+00   1.79630e-04   1.48180e-01   3.05453e-01   5.83828e-02   3.25017e-04   7.43423e-04  
9.00000e-02   5.30000e+00   1.78503e-04   1.46940e-01   3.02561e-01   5.70410e-02   3.24518e-04   7.47398e-04  
9.00000e-02   5.40000e+00   1.76249e-04   1.46010e-01   2.98159e-01   5.57393e-02   3.22777e-04   7.46529e-04  
9.00000e-02   5.50000e+00   1.74446e-04   1.43840e-01   2.94427e-01   5.44875e-02   3.21494e-04   7.47331e-04  
9.00000e-02   5.60000e+00   1.73545e-04   1.43840e-01   2.91958e-01   5.32581e-02   3.21182e-04   7.52001e-04  
9.00000e-02   5.70000e+00   1.71742e-04   1.41980e-01   2.88376e-01   5.21561e-02   3.19813e-04   7.52008e-04  
9.00000e-02   5.80000e+00   1.68361e-04   1.40430e-01   2.82547e-01   5.09765e-02   3.16735e-04   7.45686e-04  
9.00000e-02   5.90000e+00   1.66783e-04   1.39190e-01   2.79339e-01   4.99387e-02   3.15563e-04   7.46334e-04  
9.00000e-02   6.00000e+00   1.66107e-04   1.38570e-01   2.77394e-01   4.89243e-02   3.15384e-04   7.50975e-04  
9.00000e-02   6.10000e+00   1.64980e-04   1.37330e-01   2.74865e-01   4.79453e-02   3.14682e-04   7.53457e-04  
9.00000e-02   6.20000e+00   1.62726e-04   1.35160e-01   2.70752e-01   4.69317e-02   3.12732e-04   7.51146e-04  
9.00000e-02   6.30000e+00   1.61599e-04   1.33920e-01   2.68156e-01   4.58863e-02   3.12065e-04   7.54394e-04  
9.00000e-02   6.40000e+00   1.60472e-04   1.33300e-01   2.65704e-01   4.49838e-02   3.11316e-04   7.56610e-04  
9.00000e-02   6.50000e+00   1.59346e-04   1.32680e-01   2.63229e-01   4.40591e-02   3.10580e-04   7.59140e-04  
9.00000e-02   6.60000e+00   1.58669e-04   1.32370e-01   2.61416e-01   4.31760e-02   3.10332e-04   7.63611e-04  
9.00000e-02   6.70000e+00   1.57542e-04   1.31440e-01   2.58914e-01   4.22244e-02   3.09613e-04   7.66683e-04  
9.00000e-02   6.80000e+00   1.56416e-04   1.31130e-01   2.56505e-01   4.13647e-02   3.08839e-04   7.69068e-04  
9.00000e-02   6.90000e+00   1.55063e-04   1.31130e-01   2.53811e-01   4.05311e-02   3.07789e-04   7.70220e-04  
9.00000e-02   7.00000e+00   1.53260e-04   1.29270e-01   2.50508e-01   3.97078e-02   3.06209e-04   7.69115e-04  
9.00000e-02   7.10000e+00   1.51908e-04   1.28030e-01   2.47855e-01   3.89146e-02   3.05128e-04   7.70059e-04  
9.00000e-02   7.20000e+00   1.51232e-04   1.27410e-01   2.46259e-01   3.82488e-02   3.04752e-04   7.73275e-04  
9.00000e-02   7.30000e+00   1.50330e-04   1.26790e-01   2.44262e-01   3.74921e-02   3.04171e-04   7.76383e-04  
9.00000e-02   7.40000e+00   1.49879e-04   1.26480e-01   2.42944e-01   3.67935e-02   3.04081e-04   7.81369e-04  
9.00000e-02   7.50000e+00   1.48527e-04   1.25860e-01   2.40399e-01   3.61094e-02   3.02928e-04   7.81620e-04  
9.00000e-02   7.60000e+00   1.47175e-04   1.25240e-01   2.37869e-01   3.54390e-02   3.01762e-04   7.81795e-04  
9.00000e-02   7.70000e+00   1.46724e-04   1.24930e-01   2.36621e-01   3.48109e-02   3.01630e-04   7.86400e-04  
9.00000e-02   7.80000e+00   1.45146e-04   1.23070e-01   2.33850e-01   3.42097e-02   3.00150e-04   7.84750e-04  
9.00000e-02   7.90000e+00   1.44245e-04   1.21830e-01   2.31991e-01   3.35905e-02   2.99478e-04   7.87031e-04  
9.00000e-02   8.00000e+00   1.43118e-04   1.20900e-01   2.29824e-01   3.29742e-02   2.98536e-04   7.88147e-04  
9.00000e-02   8.10000e+00   1.41315e-04   1.19040e-01   2.26658e-01   3.22884e-02   2.96826e-04   7.86439e-04  
9.00000e-02   8.20000e+00   1.41090e-04   1.19040e-01   2.25746e-01   3.16858e-02   2.96951e-04   7.92615e-04  
9.00000e-02   8.30000e+00   1.40413e-04   1.18730e-01   2.24189e-01   3.10585e-02   2.96553e-04   7.96743e-04  
9.00000e-02   8.40000e+00   1.39963e-04   1.18420e-01   2.22976e-01   3.04656e-02   2.96404e-04   8.01876e-04  
9.00000e-02   8.50000e+00   1.38160e-04   1.16250e-01   2.20004e-01   2.99742e-02   2.94554e-04   7.98008e-04  
9.00000e-02   8.60000e+00   1.36807e-04   1.15320e-01   2.17615e-01   2.94447e-02   2.93268e-04   7.97271e-04  
9.00000e-02   8.70000e+00   1.35906e-04   1.14080e-01   2.15868e-01   2.89379e-02   2.92512e-04   7.98922e-04  
9.00000e-02   8.80000e+00   1.35230e-04   1.13150e-01   2.14362e-01   2.83619e-02   2.92077e-04   8.02979e-04  
9.00000e-02   8.90000e+00   1.34553e-04   1.12530e-01   2.12918e-01   2.78480e-02   2.91601e-04   8.06302e-04  
9.00000e-02   9.00000e+00   1.34328e-04   1.12530e-01   2.12152e-01   2.73923e-02   2.91637e-04   8.11619e-04  
9.00000e-02   9.10000e+00   1.33427e-04   1.11290e-01   2.10429e-01   2.69094e-02   2.90863e-04   8.13374e-04  
9.00000e-02   9.20000e+00   1.32525e-04   1.10360e-01   2.08721e-01   2.64408e-02   2.90078e-04   8.15005e-04  
9.00000e-02   9.30000e+00   1.32074e-04   1.10050e-01   2.07590e-01   2.59297e-02   2.89878e-04   8.20199e-04  
9.00000e-02   9.40000e+00   1.30271e-04   1.07880e-01   2.04618e-01   2.54380e-02   2.87989e-04   8.16783e-04  
9.00000e-02   9.50000e+00   1.29820e-04   1.07260e-01   2.03582e-01   2.50222e-02   2.87722e-04   8.20692e-04  
9.00000e-02   9.60000e+00   1.28919e-04   1.06330e-01   2.01898e-01   2.45782e-02   2.86913e-04   8.22321e-04  
9.00000e-02   9.70000e+00   1.27116e-04   1.05090e-01   1.99014e-01   2.41743e-02   2.84943e-04   8.17566e-04  
9.00000e-02   9.80000e+00   1.26214e-04   1.04160e-01   1.97330e-01   2.37303e-02   2.84126e-04   8.19326e-04  
9.00000e-02   9.90000e+00   1.24637e-04   1.02610e-01   1.94776e-01   2.33457e-02   2.82409e-04   8.15721e-04  
1.00000e-01   0.00000e+00   2.58965e-04   1.90340e-01   5.13273e-01   1.57083e-01   3.61465e-04   6.53395e-04  
1.00000e-01   1.00000e-01   2.58965e-04   1.90340e-01   5.13273e-01   1.57083e-01   3.61465e-04   6.53395e-04  
1.00000e-01   2.00000e-01   2.58965e-04   1.90340e-01   5.13273e-01   1.57083e-01   3.61465e-04   6.53395e-04  
1.00000e-01   3.00000e-01   2.58965e-04   1.90340e-01   5.13273e-01   1.57083e-01   3.61465e-04   6.53395e-04  
1.00000e-01   4.00000e-01   2.58965e-04   1.90340e-01   5.13273e-01   1.57083e-01   3.61465e-04   6.53395e-04  
1.00000e-01   5.00000e-01   2.58965e-04   1.90340e-01   5.13161e-01   1.56971e-01   3.61505e-04   6.53629e-04  
1.00000e-01   6.00000e-01   2.58739e-04   1.90340e-01   5.12518e-01   1.56638e-01   3.61416e-04   6.53752e-04  
1.00000e-01   7.00000e-01   2.58288e-04   1.90340e-01   5.11150e-01   1.55890e-01   3.61269e-04   6.54179e-04  
1.00000e-01   8.00000e-01   2.57387e-04   1.90340e-01   5.08593e-01   1.54573e-01   3.60912e-04   6.54665e-04  
1.00000e-01   9.00000e-01   2.55809e-04   1.89720e-01   5.04494e-01   1.52644e-01   3.60154e-04   6.54752e-04  
1.00000e-01   1.00000e+00   2.53555e-04   1.88790e-01   4.99215e-01   1.50465e-01   3.58864e-04   6.53666e-04  
1.00000e-01   1.10000e+00   2.51302e-04   1.86930e-01   4.93707e-01   1.48057e-01   3.57652e-04   6.53102e-04  
1.00000e-01   1.20000e+00   2.50625e-04   1.86620e-01   4.89950e-01   1.45230e-01   3.58055e-04   6.57653e-04  
1.00000e-01   1.30000e+00   2.49724e-04   1.86620e-01   4.85992e-01   1.42512e-01   3.58216e-04   6.61507e-04  
1.00000e-01   1.40000e+00   2.47695e-04   1.86000e-01   4.80312e-01   1.39622e-01   3.57402e-04   6.62890e-04  
1.00000e-01   1.50000e+00   2.46569e-04   1.85690e-01   4.75886e-01   1.36746e-01   3.57426e-04   6.66776e-04  
