Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   S/sqrt(B)(gamma cuts(pt+p+eta))  
2.00000e-01   3.50000e+00   1.09702e-08   1.51434e-03   2.81906e-07  
2.00000e-01   4.00000e+00   1.06690e-08   1.39059e-03   2.86105e-07  
2.00000e-01   4.50000e+00   1.01927e-08   1.28888e-03   2.83911e-07  
2.00000e-01   5.00000e+00   9.91607e-09   1.20510e-03   2.85646e-07  
2.00000e-01   5.50000e+00   9.56895e-09   1.13060e-03   2.84583e-07  
2.00000e-01   6.00000e+00   9.30315e-09   1.04086e-03   2.88360e-07  
2.00000e-01   6.50000e+00   8.95779e-09   9.55961e-04   2.89721e-07  
2.00000e-01   7.00000e+00   8.74881e-09   8.84385e-04   2.94190e-07  
2.00000e-01   7.50000e+00   8.36539e-09   8.03460e-04   2.95123e-07  
2.00000e-01   8.00000e+00   8.05843e-09   7.35117e-04   2.97216e-07  
2.00000e-01   8.50000e+00   7.63035e-09   6.66309e-04   2.95602e-07  
2.00000e-01   9.00000e+00   7.45337e-09   5.83697e-04   3.08503e-07  
2.00000e-01   9.50000e+00   7.50019e-09   5.10329e-04   3.32007e-07  
2.50000e-01   0.00000e+00   1.06674e-08   1.36893e-03   2.88315e-07  
2.50000e-01   5.00000e-01   1.06674e-08   1.36893e-03   2.88315e-07  
2.50000e-01   1.00000e+00   1.06674e-08   1.36893e-03   2.88315e-07  
2.50000e-01   1.50000e+00   1.06674e-08   1.36893e-03   2.88315e-07  
2.50000e-01   2.00000e+00   1.06051e-08   1.36893e-03   2.86630e-07  
2.50000e-01   2.50000e+00   1.05044e-08   1.32469e-03   2.88613e-07  
2.50000e-01   3.00000e+00   1.04144e-08   1.25735e-03   2.93701e-07  
2.50000e-01   3.50000e+00   1.03443e-08   1.17719e-03   3.01495e-07  
2.50000e-01   4.00000e+00   1.02504e-08   1.09993e-03   3.09072e-07  
2.50000e-01   4.50000e+00   9.94406e-09   1.03711e-03   3.08782e-07  
2.50000e-01   5.00000e+00   9.65567e-09   9.79632e-04   3.08497e-07  
2.50000e-01   5.50000e+00   9.29986e-09   9.27548e-04   3.05357e-07  
2.50000e-01   6.00000e+00   9.08035e-09   8.63607e-04   3.08990e-07  
2.50000e-01   6.50000e+00   8.73503e-09   7.99019e-04   3.09019e-07  
2.50000e-01   7.00000e+00   8.54331e-09   7.40475e-04   3.13957e-07  
2.50000e-01   7.50000e+00   8.16725e-09   6.89679e-04   3.10994e-07  
2.50000e-01   8.00000e+00   7.86202e-09   6.45651e-04   3.09410e-07  
2.50000e-01   8.50000e+00   7.57825e-09   5.95340e-04   3.10589e-07  
2.50000e-01   9.00000e+00   7.39746e-09   5.38395e-04   3.18810e-07  
2.50000e-01   9.50000e+00   7.52264e-09   4.89770e-04   3.39918e-07  
3.00000e-01   0.00000e+00   9.12997e-09   9.35229e-04   2.98545e-07  
3.00000e-01   5.00000e-01   9.12997e-09   9.35229e-04   2.98545e-07  
3.00000e-01   1.00000e+00   9.12997e-09   9.35229e-04   2.98545e-07  
3.00000e-01   1.50000e+00   9.12997e-09   9.35229e-04   2.98545e-07  
3.00000e-01   2.00000e+00   9.12997e-09   9.35229e-04   2.98545e-07  
3.00000e-01   2.50000e+00   9.05156e-09   9.35229e-04   2.95982e-07  
3.00000e-01   3.00000e+00   8.96220e-09   9.13803e-04   2.96475e-07  
3.00000e-01   3.50000e+00   8.92074e-09   8.83413e-04   3.00137e-07  
3.00000e-01   4.00000e+00   8.90550e-09   8.39028e-04   3.07447e-07  
3.00000e-01   4.50000e+00   8.85950e-09   8.07039e-04   3.11862e-07  
3.00000e-01   5.00000e+00   8.74556e-09   7.64841e-04   3.16229e-07  
3.00000e-01   5.50000e+00   8.52608e-09   7.30356e-04   3.15488e-07  
3.00000e-01   6.00000e+00   8.33884e-09   6.82876e-04   3.19106e-07  
3.00000e-01   6.50000e+00   8.19349e-09   6.37537e-04   3.24501e-07  
3.00000e-01   7.00000e+00   8.04321e-09   5.95628e-04   3.29565e-07  
3.00000e-01   7.50000e+00   7.65851e-09   5.58895e-04   3.23951e-07  
3.00000e-01   8.00000e+00   7.48486e-09   5.20940e-04   3.27937e-07  
3.00000e-01   8.50000e+00   7.20678e-09   4.86627e-04   3.26695e-07  
3.00000e-01   9.00000e+00   7.07559e-09   4.41962e-04   3.36566e-07  
3.00000e-01   9.50000e+00   7.17620e-09   4.13722e-04   3.52809e-07  
3.50000e-01   0.00000e+00   8.55074e-09   6.64740e-04   3.31648e-07  
3.50000e-01   5.00000e-01   8.55074e-09   6.64740e-04   3.31648e-07  
3.50000e-01   1.00000e+00   8.55074e-09   6.64740e-04   3.31648e-07  
3.50000e-01   1.50000e+00   8.55074e-09   6.64740e-04   3.31648e-07  
3.50000e-01   2.00000e+00   8.55074e-09   6.64740e-04   3.31648e-07  
3.50000e-01   2.50000e+00   8.48179e-09   6.64740e-04   3.28974e-07  
3.50000e-01   3.00000e+00   8.47416e-09   6.64740e-04   3.28678e-07  
3.50000e-01   3.50000e+00   8.41079e-09   6.55633e-04   3.28478e-07  
3.50000e-01   4.00000e+00   8.40033e-09   6.21888e-04   3.36853e-07  
3.50000e-01   4.50000e+00   8.31797e-09   6.07604e-04   3.37448e-07  
3.50000e-01   5.00000e+00   8.19096e-09   5.88000e-04   3.37789e-07  
3.50000e-01   5.50000e+00   8.02764e-09   5.63008e-04   3.38322e-07  
3.50000e-01   6.00000e+00   7.91550e-09   5.36339e-04   3.41790e-07  
3.50000e-01   6.50000e+00   7.83027e-09   5.07310e-04   3.47648e-07  
3.50000e-01   7.00000e+00   7.75391e-09   4.82402e-04   3.53034e-07  
3.50000e-01   7.50000e+00   7.44728e-09   4.56947e-04   3.48389e-07  
3.50000e-01   8.00000e+00   7.28074e-09   4.27705e-04   3.52049e-07  
3.50000e-01   8.50000e+00   7.01227e-09   4.05816e-04   3.48092e-07  
3.50000e-01   9.00000e+00   6.95276e-09   3.69788e-04   3.61561e-07  
3.50000e-01   9.50000e+00   7.03744e-09   3.50261e-04   3.76027e-07  
4.00000e-01   0.00000e+00   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   5.00000e-01   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   1.00000e+00   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   1.50000e+00   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   2.00000e+00   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   2.50000e+00   7.61519e-09   4.99604e-04   3.40697e-07  
4.00000e-01   3.00000e+00   7.60152e-09   4.99604e-04   3.40085e-07  
4.00000e-01   3.50000e+00   7.58921e-09   4.99604e-04   3.39534e-07  
4.00000e-01   4.00000e+00   7.63943e-09   4.90640e-04   3.44889e-07  
4.00000e-01   4.50000e+00   7.58610e-09   4.83498e-04   3.45002e-07  
4.00000e-01   5.00000e+00   7.52465e-09   4.74535e-04   3.45424e-07  
4.00000e-01   5.50000e+00   7.48807e-09   4.56464e-04   3.50483e-07  
4.00000e-01   6.00000e+00   7.37135e-09   4.38537e-04   3.52001e-07  
4.00000e-01   6.50000e+00   7.30199e-09   4.17045e-04   3.57561e-07  
4.00000e-01   7.00000e+00   7.27408e-09   4.01737e-04   3.62917e-07  
4.00000e-01   7.50000e+00   7.06554e-09   3.79781e-04   3.62559e-07  
4.00000e-01   8.00000e+00   6.90644e-09   3.58432e-04   3.64797e-07  
4.00000e-01   8.50000e+00   6.69656e-09   3.39185e-04   3.63608e-07  
4.00000e-01   9.00000e+00   6.61900e-09   3.09258e-04   3.76385e-07  
4.00000e-01   9.50000e+00   6.69653e-09   2.96872e-04   3.88655e-07  
4.50000e-01   0.00000e+00   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   5.00000e-01   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   1.00000e+00   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   1.50000e+00   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   2.00000e+00   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   2.50000e+00   7.01664e-09   3.97510e-04   3.51929e-07  
4.50000e-01   3.00000e+00   7.00699e-09   3.97510e-04   3.51445e-07  
4.50000e-01   3.50000e+00   7.01815e-09   3.97510e-04   3.52005e-07  
4.50000e-01   4.00000e+00   7.05183e-09   3.97510e-04   3.53694e-07  
4.50000e-01   4.50000e+00   7.00246e-09   3.97510e-04   3.51218e-07  
4.50000e-01   5.00000e+00   6.93374e-09   3.93867e-04   3.49376e-07  
4.50000e-01   5.50000e+00   6.95228e-09   3.77618e-04   3.57768e-07  
4.50000e-01   6.00000e+00   6.84335e-09   3.66833e-04   3.57301e-07  
4.50000e-01   6.50000e+00   6.84291e-09   3.50440e-04   3.65540e-07  
4.50000e-01   7.00000e+00   6.82884e-09   3.41620e-04   3.69467e-07  
4.50000e-01   7.50000e+00   6.70032e-09   3.26555e-04   3.70781e-07  
4.50000e-01   8.00000e+00   6.61556e-09   3.15809e-04   3.72267e-07  
4.50000e-01   8.50000e+00   6.47398e-09   3.00812e-04   3.73270e-07  
4.50000e-01   9.00000e+00   6.36865e-09   2.73314e-04   3.85226e-07  
4.50000e-01   9.50000e+00   6.42785e-09   2.62750e-04   3.96546e-07  
5.00000e-01   0.00000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   5.00000e-01   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   1.00000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   1.50000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   2.00000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   2.50000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   3.00000e+00   6.39722e-09   3.03516e-04   3.67198e-07  
5.00000e-01   3.50000e+00   6.40265e-09   3.03516e-04   3.67510e-07  
5.00000e-01   4.00000e+00   6.43543e-09   3.03516e-04   3.69391e-07  
5.00000e-01   4.50000e+00   6.38543e-09   3.03516e-04   3.66521e-07  
5.00000e-01   5.00000e+00   6.33646e-09   3.03516e-04   3.63711e-07  
5.00000e-01   5.50000e+00   6.34871e-09   2.96230e-04   3.68868e-07  
5.00000e-01   6.00000e+00   6.30642e-09   2.87123e-04   3.72177e-07  
5.00000e-01   6.50000e+00   6.29957e-09   2.79837e-04   3.76581e-07  
5.00000e-01   7.00000e+00   6.29819e-09   2.71017e-04   3.82576e-07  
5.00000e-01   7.50000e+00   6.17248e-09   2.58411e-04   3.83976e-07  
5.00000e-01   8.00000e+00   6.10134e-09   2.51125e-04   3.85017e-07  
5.00000e-01   8.50000e+00   6.06064e-09   2.40340e-04   3.90936e-07  
5.00000e-01   9.00000e+00   5.97297e-09   2.17237e-04   4.05251e-07  
5.00000e-01   9.50000e+00   6.04040e-09   2.10133e-04   4.16695e-07  
5.50000e-01   0.00000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   5.00000e-01   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   1.00000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   1.50000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   2.00000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   2.50000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   3.00000e+00   6.13469e-09   2.37253e-04   3.98279e-07  
5.50000e-01   3.50000e+00   6.14029e-09   2.37253e-04   3.98642e-07  
5.50000e-01   4.00000e+00   6.14590e-09   2.37253e-04   3.99006e-07  
5.50000e-01   4.50000e+00   6.15151e-09   2.37253e-04   3.99371e-07  
5.50000e-01   5.00000e+00   6.09719e-09   2.37253e-04   3.95844e-07  
5.50000e-01   5.50000e+00   6.10841e-09   2.37253e-04   3.96572e-07  
5.50000e-01   6.00000e+00   6.06095e-09   2.33610e-04   3.96548e-07  
5.50000e-01   6.50000e+00   6.04847e-09   2.28145e-04   4.00442e-07  
5.50000e-01   7.00000e+00   6.04151e-09   2.21147e-04   4.06261e-07  
5.50000e-01   7.50000e+00   5.88778e-09   2.12184e-04   4.04199e-07  
5.50000e-01   8.00000e+00   5.88067e-09   2.06719e-04   4.09012e-07  
5.50000e-01   8.50000e+00   5.91040e-09   1.99577e-04   4.18370e-07  
5.50000e-01   9.00000e+00   5.81277e-09   1.79973e-04   4.33291e-07  
5.50000e-01   9.50000e+00   5.87004e-09   1.75511e-04   4.43087e-07  
6.00000e-01   0.00000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   5.00000e-01   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   1.00000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   1.50000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   2.00000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   2.50000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   3.00000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   3.50000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   4.00000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   4.50000e+00   5.66938e-09   1.75787e-04   4.27604e-07  
6.00000e-01   5.00000e+00   5.67618e-09   1.75787e-04   4.28117e-07  
6.00000e-01   5.50000e+00   5.68749e-09   1.75787e-04   4.28971e-07  
6.00000e-01   6.00000e+00   5.71156e-09   1.75787e-04   4.30786e-07  
6.00000e-01   6.50000e+00   5.71861e-09   1.75787e-04   4.31318e-07  
6.00000e-01   7.00000e+00   5.73153e-09   1.72288e-04   4.36660e-07  
6.00000e-01   7.50000e+00   5.63694e-09   1.66967e-04   4.36242e-07  
6.00000e-01   8.00000e+00   5.63372e-09   1.63325e-04   4.40828e-07  
6.00000e-01   8.50000e+00   5.66867e-09   1.59682e-04   4.48595e-07  
6.00000e-01   9.00000e+00   5.56552e-09   1.41899e-04   4.67215e-07  
6.00000e-01   9.50000e+00   5.60056e-09   1.38256e-04   4.76310e-07  
6.50000e-01   0.00000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   5.00000e-01   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   1.00000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   1.50000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   2.00000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   2.50000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   3.00000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   3.50000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   4.00000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   4.50000e+00   5.12404e-09   1.47835e-04   4.21429e-07  
6.50000e-01   5.00000e+00   5.12954e-09   1.47835e-04   4.21881e-07  
6.50000e-01   5.50000e+00   5.13504e-09   1.47835e-04   4.22334e-07  
6.50000e-01   6.00000e+00   5.15279e-09   1.47835e-04   4.23794e-07  
6.50000e-01   6.50000e+00   5.14839e-09   1.47835e-04   4.23432e-07  
6.50000e-01   7.00000e+00   5.15397e-09   1.47835e-04   4.23890e-07  
6.50000e-01   7.50000e+00   5.12610e-09   1.46013e-04   4.24220e-07  
6.50000e-01   8.00000e+00   5.12267e-09   1.42370e-04   4.29326e-07  
6.50000e-01   8.50000e+00   5.14532e-09   1.40549e-04   4.34009e-07  
6.50000e-01   9.00000e+00   5.10314e-09   1.26265e-04   4.54147e-07  
6.50000e-01   9.50000e+00   5.12598e-09   1.22622e-04   4.62906e-07  
7.00000e-01   0.00000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   5.00000e-01   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   1.00000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   1.50000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   2.00000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   2.50000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   3.00000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   3.50000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   4.00000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   4.50000e+00   4.88769e-09   1.18023e-04   4.49904e-07  
7.00000e-01   5.00000e+00   4.89337e-09   1.18023e-04   4.50427e-07  
7.00000e-01   5.50000e+00   4.89906e-09   1.18023e-04   4.50950e-07  
7.00000e-01   6.00000e+00   4.90030e-09   1.18023e-04   4.51064e-07  
7.00000e-01   6.50000e+00   4.89581e-09   1.18023e-04   4.50652e-07  
7.00000e-01   7.00000e+00   4.90155e-09   1.18023e-04   4.51179e-07  
7.00000e-01   7.50000e+00   4.89376e-09   1.18023e-04   4.50463e-07  
7.00000e-01   8.00000e+00   4.90081e-09   1.18023e-04   4.51111e-07  
7.00000e-01   8.50000e+00   4.91831e-09   1.18023e-04   4.52722e-07  
7.00000e-01   9.00000e+00   4.86479e-09   1.10737e-04   4.62293e-07  
7.00000e-01   9.50000e+00   4.88821e-09   1.07095e-04   4.72352e-07  
7.50000e-01   0.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   5.00000e-01   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   1.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   1.50000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   2.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   2.50000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   3.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   3.50000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   4.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   4.50000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   5.00000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   5.50000e+00   4.28383e-09   9.43509e-05   4.41021e-07  
7.50000e-01   6.00000e+00   4.28923e-09   9.43509e-05   4.41577e-07  
7.50000e-01   6.50000e+00   4.28494e-09   9.43509e-05   4.41135e-07  
7.50000e-01   7.00000e+00   4.28494e-09   9.43509e-05   4.41135e-07  
7.50000e-01   7.50000e+00   4.28172e-09   9.43509e-05   4.40804e-07  
7.50000e-01   8.00000e+00   4.28283e-09   9.43509e-05   4.40918e-07  
7.50000e-01   8.50000e+00   4.29930e-09   9.43509e-05   4.42614e-07  
7.50000e-01   9.00000e+00   4.31035e-09   9.25294e-05   4.48098e-07  
7.50000e-01   9.50000e+00   4.32146e-09   9.07079e-05   4.53741e-07  
Candidate type    Total entries    After A' mass cut   After transverse flight distance cut     After eta mass cut     Signal significance after mu + A' _fiducial cut: 
S    			   686573    			3227   			1268 				3227				4.700156e-03
EMB    			   694228    			204    			204 				204				2.938516e-04
B    			   77655699    			29246    			29246 				300				3.766111e-04
misID    		   -1295139862    			6839615    			1182305 				12475				-5.280986e-03
Figure of merit after mu + A' + fiducial cut:  2.356855e-09 
