Table showing signal significance of signal muons passing various cuts: 
gamma(pt cut)  gamma(p cut)   S(gamma cuts(pt+p+eta))   B_EM(gamma cuts(pt+p+eta))   B(gamma cuts(pt+p+eta))   misID(gamma cuts(pt+p+eta))   S/B_EM(gamma cuts(pt+p+eta))  S/sqrt(B+misID)(gamma cuts(pt+p+eta))  
1.00000e-01   7.00000e-01   3.30702e-04   2.98530e-01   6.51247e-01   1.36027e-01   4.09793e-04   8.96653e-04  
1.00000e-01   8.00000e-01   3.29310e-04   2.97600e-01   6.47498e-01   1.34448e-01   4.09247e-04   8.98105e-04  
1.00000e-01   9.00000e-01   3.27121e-04   2.96670e-01   6.42115e-01   1.32475e-01   4.08227e-04   8.98755e-04  
1.00000e-01   1.00000e+00   3.25728e-04   2.95740e-01   6.37772e-01   1.30302e-01   4.07871e-04   9.02361e-04  
1.00000e-01   1.10000e+00   3.24534e-04   2.94810e-01   6.33570e-01   1.27960e-01   4.07721e-04   9.07242e-04  
1.00000e-01   1.20000e+00   3.21748e-04   2.94190e-01   6.26554e-01   1.25284e-01   4.06478e-04   9.09011e-04  
1.00000e-01   1.30000e+00   3.17769e-04   2.92020e-01   6.17748e-01   1.22678e-01   4.04302e-04   9.07251e-04  
1.00000e-01   1.40000e+00   3.14983e-04   2.89540e-01   6.10672e-01   1.19942e-01   4.03073e-04   9.09500e-04  
1.00000e-01   1.50000e+00   3.12197e-04   2.87990e-01   6.03710e-01   1.17320e-01   4.01805e-04   9.11471e-04  
1.00000e-01   1.60000e+00   3.08815e-04   2.86130e-01   5.95788e-01   1.14668e-01   4.00085e-04   9.11964e-04  
1.00000e-01   1.70000e+00   3.06228e-04   2.84270e-01   5.88964e-01   1.11874e-01   3.99026e-04   9.15548e-04  
1.00000e-01   1.80000e+00   3.01851e-04   2.83030e-01   5.79604e-01   1.09334e-01   3.96485e-04   9.12882e-04  
1.00000e-01   1.90000e+00   2.99065e-04   2.81790e-01   5.72765e-01   1.06835e-01   3.95164e-04   9.14974e-04  
1.00000e-01   2.00000e+00   2.97274e-04   2.81480e-01   5.67557e-01   1.04417e-01   3.94596e-04   9.19965e-04  
1.00000e-01   2.10000e+00   2.95483e-04   2.80240e-01   5.62469e-01   1.02119e-01   3.93989e-04   9.24657e-04  
1.00000e-01   2.20000e+00   2.92897e-04   2.78690e-01   5.56144e-01   9.98238e-02   3.92754e-04   9.27037e-04  
1.00000e-01   2.30000e+00   2.90509e-04   2.77760e-01   5.50150e-01   9.75500e-02   3.91669e-04   9.30134e-04  
1.00000e-01   2.40000e+00   2.87325e-04   2.75590e-01   5.43048e-01   9.54084e-02   3.89901e-04   9.30209e-04  
1.00000e-01   2.50000e+00   2.85534e-04   2.73730e-01   5.38047e-01   9.31974e-02   3.89267e-04   9.35312e-04  
1.00000e-01   2.60000e+00   2.81953e-04   2.70940e-01   5.30369e-01   9.10993e-02   3.87157e-04   9.34154e-04  
1.00000e-01   2.70000e+00   2.79764e-04   2.68770e-01   5.24918e-01   8.90577e-02   3.86141e-04   9.37467e-04  
1.00000e-01   2.80000e+00   2.78968e-04   2.67840e-01   5.21694e-01   8.70737e-02   3.86231e-04   9.45390e-04  
1.00000e-01   2.90000e+00   2.76779e-04   2.66600e-01   5.16352e-01   8.51415e-02   3.85177e-04   9.48556e-04  
1.00000e-01   3.00000e+00   2.75187e-04   2.65050e-01   5.11895e-01   8.31650e-02   3.84626e-04   9.54242e-04  
1.00000e-01   3.10000e+00   2.73198e-04   2.64430e-01   5.06989e-01   8.13590e-02   3.83688e-04   9.57798e-04  
1.00000e-01   3.20000e+00   2.70014e-04   2.62570e-01   5.00259e-01   7.95894e-02   3.81758e-04   9.57103e-04  
1.00000e-01   3.30000e+00   2.67626e-04   2.60710e-01   4.94827e-01   7.78769e-02   3.80454e-04   9.59013e-04  
1.00000e-01   3.40000e+00   2.65636e-04   2.58230e-01   4.90003e-01   7.61532e-02   3.79479e-04   9.62595e-04  
1.00000e-01   3.50000e+00   2.64443e-04   2.57300e-01   4.86462e-01   7.44718e-02   3.79146e-04   9.69026e-04  
1.00000e-01   3.60000e+00   2.60463e-04   2.53270e-01   4.78572e-01   7.27820e-02   3.76506e-04   9.65459e-04  
1.00000e-01   3.70000e+00   2.58274e-04   2.51100e-01   4.73514e-01   7.11342e-02   3.75331e-04   9.68371e-04  
1.00000e-01   3.80000e+00   2.56086e-04   2.49550e-01   4.68598e-01   6.96284e-02   3.74097e-04   9.70492e-04  
1.00000e-01   3.90000e+00   2.53897e-04   2.48000e-01   4.63498e-01   6.79379e-02   3.72935e-04   9.74095e-04  
1.00000e-01   4.00000e+00   2.51310e-04   2.46140e-01   4.57922e-01   6.63922e-02   3.71376e-04   9.75329e-04  
1.00000e-01   4.10000e+00   2.48723e-04   2.44280e-01   4.52290e-01   6.47903e-02   3.69835e-04   9.77150e-04  
1.00000e-01   4.20000e+00   2.45739e-04   2.41180e-01   4.46141e-01   6.32910e-02   3.67906e-04   9.76793e-04  
1.00000e-01   4.30000e+00   2.42953e-04   2.39630e-01   4.40263e-01   6.17535e-02   3.66156e-04   9.77668e-04  
1.00000e-01   4.40000e+00   2.41162e-04   2.38390e-01   4.36056e-01   6.03357e-02   3.65206e-04   9.81797e-04  
1.00000e-01   4.50000e+00   2.38774e-04   2.37150e-01   4.31028e-01   5.90277e-02   3.63693e-04   9.82787e-04  
1.00000e-01   4.60000e+00   2.36586e-04   2.34980e-01   4.26167e-01   5.75769e-02   3.62409e-04   9.85971e-04  
1.00000e-01   4.70000e+00   2.34994e-04   2.33430e-01   4.22348e-01   5.62381e-02   3.61594e-04   9.90925e-04  
1.00000e-01   4.80000e+00   2.33004e-04   2.31880e-01   4.18026e-01   5.50156e-02   3.60381e-04   9.93391e-04  
1.00000e-01   4.90000e+00   2.30616e-04   2.30330e-01   4.13135e-01   5.38450e-02   3.58793e-04   9.93842e-04  
1.00000e-01   5.00000e+00   2.27831e-04   2.27850e-01   4.07541e-01   5.25912e-02   3.56883e-04   9.93471e-04  
1.00000e-01   5.10000e+00   2.25642e-04   2.25680e-01   4.02925e-01   5.13851e-02   3.55474e-04   9.95407e-04  
1.00000e-01   5.20000e+00   2.23851e-04   2.25060e-01   3.98953e-01   5.02030e-02   3.54404e-04   9.99066e-04  
1.00000e-01   5.30000e+00   2.22458e-04   2.24440e-01   3.95635e-01   4.90547e-02   3.53672e-04   1.00440e-03  
1.00000e-01   5.40000e+00   2.21065e-04   2.23510e-01   3.92391e-01   4.79813e-02   3.52907e-04   1.00922e-03  
1.00000e-01   5.50000e+00   2.19274e-04   2.21340e-01   3.88533e-01   4.69132e-02   3.51782e-04   1.01237e-03  
1.00000e-01   5.60000e+00   2.17683e-04   2.20100e-01   3.85023e-01   4.58826e-02   3.50817e-04   1.01625e-03  
1.00000e-01   5.70000e+00   2.15693e-04   2.18860e-01   3.80934e-01   4.48943e-02   3.49471e-04   1.01798e-03  
1.00000e-01   5.80000e+00   2.13504e-04   2.16690e-01   3.76612e-01   4.39822e-02   3.47904e-04   1.01805e-03  
1.00000e-01   5.90000e+00   2.10519e-04   2.14830e-01   3.70929e-01   4.29494e-02   3.45658e-04   1.01581e-03  
1.00000e-01   6.00000e+00   2.09326e-04   2.13590e-01   3.68153e-01   4.20325e-02   3.44991e-04   1.02101e-03  
1.00000e-01   6.10000e+00   2.07336e-04   2.12350e-01   3.64168e-01   4.11484e-02   3.43576e-04   1.02211e-03  
1.00000e-01   6.20000e+00   2.05346e-04   2.10490e-01   3.60293e-01   4.03726e-02   3.42104e-04   1.02198e-03  
1.00000e-01   6.30000e+00   2.03754e-04   2.08630e-01   3.56980e-01   3.95403e-02   3.41023e-04   1.02468e-03  
1.00000e-01   6.40000e+00   2.02162e-04   2.07080e-01   3.53718e-01   3.87582e-02   3.39916e-04   1.02688e-03  
1.00000e-01   6.50000e+00   2.00769e-04   2.05840e-01   3.50759e-01   3.79691e-02   3.38995e-04   1.03034e-03  
1.00000e-01   6.60000e+00   1.99377e-04   2.04290e-01   3.47898e-01   3.72780e-02   3.38025e-04   1.03264e-03  
1.00000e-01   6.70000e+00   1.98382e-04   2.03670e-01   3.45620e-01   3.65501e-02   3.37444e-04   1.03767e-03  
1.00000e-01   6.80000e+00   1.96989e-04   2.02430e-01   3.42735e-01   3.58354e-02   3.36482e-04   1.04060e-03  
1.00000e-01   6.90000e+00   1.95795e-04   2.01500e-01   3.40152e-01   3.51122e-02   3.35711e-04   1.04490e-03  
1.00000e-01   7.00000e+00   1.95596e-04   2.01190e-01   3.39103e-01   3.43728e-02   3.35888e-04   1.05500e-03  
1.00000e-01   7.10000e+00   1.93805e-04   1.99020e-01   3.35708e-01   3.37684e-02   3.34491e-04   1.05465e-03  
1.00000e-01   7.20000e+00   1.92810e-04   1.98090e-01   3.33554e-01   3.31640e-02   3.33847e-04   1.05876e-03  
1.00000e-01   7.30000e+00   1.92014e-04   1.97160e-01   3.31700e-01   3.25497e-02   3.33397e-04   1.06429e-03  
1.00000e-01   7.40000e+00   1.90224e-04   1.95300e-01   3.28300e-01   3.19402e-02   3.31993e-04   1.06438e-03  
1.00000e-01   7.50000e+00   1.89627e-04   1.94990e-01   3.26721e-01   3.12906e-02   3.31750e-04   1.07199e-03  
1.00000e-01   7.60000e+00   1.88433e-04   1.93750e-01   3.24305e-01   3.07348e-02   3.30887e-04   1.07483e-03  
1.00000e-01   7.70000e+00   1.87438e-04   1.92820e-01   3.22118e-01   3.00978e-02   3.30255e-04   1.08041e-03  
1.00000e-01   7.80000e+00   1.85448e-04   1.91270e-01   3.18441e-01   2.95212e-02   3.28630e-04   1.07933e-03  
1.00000e-01   7.90000e+00   1.83856e-04   1.89720e-01   3.15399e-01   2.89587e-02   3.27377e-04   1.08041e-03  
1.00000e-01   8.00000e+00   1.82065e-04   1.88480e-01   3.12056e-01   2.84065e-02   3.25920e-04   1.08024e-03  
1.00000e-01   8.10000e+00   1.80076e-04   1.86310e-01   3.08438e-01   2.78881e-02   3.24243e-04   1.07831e-03  
1.00000e-01   8.20000e+00   1.78484e-04   1.84760e-01   3.05503e-01   2.74327e-02   3.22917e-04   1.07762e-03  
1.00000e-01   8.30000e+00   1.77489e-04   1.83830e-01   3.03486e-01   2.69658e-02   3.22183e-04   1.08085e-03  
1.00000e-01   8.40000e+00   1.76295e-04   1.82590e-01   3.01127e-01   2.64670e-02   3.21266e-04   1.08365e-03  
1.00000e-01   8.50000e+00   1.75101e-04   1.81350e-01   2.98813e-01   2.60131e-02   3.20324e-04   1.08566e-03  
1.00000e-01   8.60000e+00   1.74305e-04   1.80730e-01   2.97084e-01   2.55239e-02   3.19794e-04   1.09103e-03  
1.00000e-01   8.70000e+00   1.73111e-04   1.79490e-01   2.94764e-01   2.50636e-02   3.18852e-04   1.09346e-03  
1.00000e-01   8.80000e+00   1.72117e-04   1.78560e-01   2.92779e-01   2.46293e-02   3.18092e-04   1.09672e-03  
1.00000e-01   8.90000e+00   1.70127e-04   1.77010e-01   2.89251e-01   2.42006e-02   3.16326e-04   1.09360e-03  
1.00000e-01   9.00000e+00   1.69530e-04   1.76080e-01   2.87928e-01   2.38078e-02   3.15940e-04   1.09872e-03  
1.00000e-01   9.10000e+00   1.68535e-04   1.75150e-01   2.85923e-01   2.33526e-02   3.15185e-04   1.10287e-03  
1.00000e-01   9.20000e+00   1.67341e-04   1.73910e-01   2.83672e-01   2.29617e-02   3.14192e-04   1.10433e-03  
1.00000e-01   9.30000e+00   1.66346e-04   1.72670e-01   2.81725e-01   2.25654e-02   3.13401e-04   1.10737e-03  
1.00000e-01   9.40000e+00   1.64953e-04   1.70500e-01   2.79208e-01   2.22180e-02   3.12174e-04   1.10665e-03  
1.00000e-01   9.50000e+00   1.63759e-04   1.70190e-01   2.76939e-01   2.18091e-02   3.11182e-04   1.10889e-03  
1.00000e-01   9.60000e+00   1.61770e-04   1.68330e-01   2.73488e-01   2.14578e-02   3.09334e-04   1.10434e-03  
1.00000e-01   9.70000e+00   1.60775e-04   1.67400e-01   2.71595e-01   2.11153e-02   3.08501e-04   1.10642e-03  
1.00000e-01   9.80000e+00   1.59979e-04   1.66780e-01   2.70015e-01   2.07753e-02   3.07871e-04   1.10991e-03  
1.00000e-01   9.90000e+00   1.59581e-04   1.66160e-01   2.69059e-01   2.04394e-02   3.07650e-04   1.11621e-03  
1.10000e-01   0.00000e+00   3.19759e-04   2.93260e-01   6.24333e-01   1.26163e-01   4.04682e-04   9.00237e-04  
1.10000e-01   1.00000e-01   3.19759e-04   2.93260e-01   6.24333e-01   1.26163e-01   4.04682e-04   9.00237e-04  
1.10000e-01   2.00000e-01   3.19759e-04   2.93260e-01   6.24333e-01   1.26163e-01   4.04682e-04   9.00237e-04  
1.10000e-01   3.00000e-01   3.19759e-04   2.93260e-01   6.24333e-01   1.26163e-01   4.04682e-04   9.00237e-04  
1.10000e-01   4.00000e-01   3.19759e-04   2.93260e-01   6.24333e-01   1.26163e-01   4.04682e-04   9.00237e-04  
1.10000e-01   5.00000e-01   3.19759e-04   2.93260e-01   6.24297e-01   1.26127e-01   4.04694e-04   9.00363e-04  
1.10000e-01   6.00000e-01   3.19759e-04   2.93260e-01   6.24131e-01   1.25961e-01   4.04748e-04   9.00956e-04  
1.10000e-01   7.00000e-01   3.19162e-04   2.92950e-01   6.22785e-01   1.25545e-01   4.04428e-04   9.00762e-04  
1.10000e-01   8.00000e-01   3.18167e-04   2.92330e-01   6.20368e-01   1.24678e-01   4.03952e-04   9.01074e-04  
1.10000e-01   9.00000e-01   3.16774e-04   2.91710e-01   6.16934e-01   1.23414e-01   4.03302e-04   9.01712e-04  
1.10000e-01   1.00000e+00   3.16177e-04   2.91400e-01   6.14512e-01   1.21922e-01   4.03334e-04   9.05503e-04  
1.10000e-01   1.10000e+00   3.15182e-04   2.90470e-01   6.11191e-01   1.20151e-01   4.03156e-04   9.09282e-04  
1.10000e-01   1.20000e+00   3.13192e-04   2.89850e-01   6.06006e-01   1.18066e-01   4.02321e-04   9.11483e-04  
1.10000e-01   1.30000e+00   3.10009e-04   2.87990e-01   5.98937e-01   1.15957e-01   4.00575e-04   9.10387e-04  
1.10000e-01   1.40000e+00   3.07820e-04   2.85820e-01   5.93254e-01   1.13684e-01   3.99647e-04   9.12950e-04  
1.10000e-01   1.50000e+00   3.05233e-04   2.84270e-01   5.87025e-01   1.11485e-01   3.98385e-04   9.14163e-04  
1.10000e-01   1.60000e+00   3.02448e-04   2.82720e-01   5.80369e-01   1.09169e-01   3.97007e-04   9.15377e-04  
1.10000e-01   1.70000e+00   2.99861e-04   2.80860e-01   5.73878e-01   1.06708e-01   3.95831e-04   9.17954e-04  
1.10000e-01   1.80000e+00   2.96080e-04   2.79930e-01   5.65753e-01   1.04473e-01   3.93637e-04   9.16026e-04  
1.10000e-01   1.90000e+00   2.93692e-04   2.79000e-01   5.59872e-01   1.02312e-01   3.92508e-04   9.18186e-04  
1.10000e-01   2.00000e+00   2.92101e-04   2.78690e-01   5.55219e-01   1.00139e-01   3.92013e-04   9.23060e-04  
1.10000e-01   2.10000e+00   2.90509e-04   2.77760e-01   5.50695e-01   9.80953e-02   3.91475e-04   9.27545e-04  
1.10000e-01   2.20000e+00   2.88320e-04   2.76210e-01   5.45213e-01   9.60226e-02   3.90474e-04   9.30439e-04  
1.10000e-01   2.30000e+00   2.86131e-04   2.75590e-01   5.39790e-01   9.40104e-02   3.89451e-04   9.33206e-04  
1.10000e-01   2.40000e+00   2.83147e-04   2.73730e-01   5.33270e-01   9.21399e-02   3.87737e-04   9.32798e-04  
1.10000e-01   2.50000e+00   2.81754e-04   2.72180e-01   5.29095e-01   9.01350e-02   3.87349e-04   9.38476e-04  
1.10000e-01   2.60000e+00   2.78172e-04   2.69390e-01   5.21633e-01   8.82527e-02   3.85151e-04   9.36375e-04  
1.10000e-01   2.70000e+00   2.75983e-04   2.67220e-01   5.16395e-01   8.64250e-02   3.84054e-04   9.38779e-04  
1.10000e-01   2.80000e+00   2.75386e-04   2.66290e-01   5.13657e-01   8.46167e-02   3.84243e-04   9.46705e-04  
1.10000e-01   2.90000e+00   2.73198e-04   2.65050e-01   5.08492e-01   8.28620e-02   3.83120e-04   9.49072e-04  
1.10000e-01   3.00000e+00   2.71805e-04   2.63810e-01   5.04485e-01   8.10250e-02   3.82678e-04   9.54877e-04  
1.10000e-01   3.10000e+00   2.70014e-04   2.63190e-01   5.00012e-01   7.93422e-02   3.81853e-04   9.58593e-04  
1.10000e-01   3.20000e+00   2.66830e-04   2.61330e-01   4.93412e-01   7.77018e-02   3.79866e-04   9.57237e-04  
1.10000e-01   3.30000e+00   2.64642e-04   2.59470e-01   4.88430e-01   7.61302e-02   3.78666e-04   9.59134e-04  
1.10000e-01   3.40000e+00   2.62851e-04   2.57300e-01   4.84064e-01   7.45539e-02   3.77796e-04   9.62662e-04  
1.10000e-01   3.50000e+00   2.62055e-04   2.56680e-01   4.81293e-01   7.30227e-02   3.77735e-04   9.69758e-04  
1.10000e-01   3.60000e+00   2.58274e-04   2.52650e-01   4.73856e-01   7.14761e-02   3.75196e-04   9.66053e-04  
1.10000e-01   3.70000e+00   2.56086e-04   2.50480e-01   4.68918e-01   6.99478e-02   3.73970e-04   9.68274e-04  
1.10000e-01   3.80000e+00   2.54295e-04   2.48930e-01   4.64740e-01   6.85603e-02   3.73020e-04   9.71182e-04  
1.10000e-01   3.90000e+00   2.52305e-04   2.47690e-01   4.60064e-01   6.69842e-02   3.71977e-04   9.74854e-04  
1.10000e-01   4.00000e+00   2.49718e-04   2.45830e-01   4.54610e-01   6.55598e-02   3.70366e-04   9.75285e-04  
1.10000e-01   4.10000e+00   2.47131e-04   2.43970e-01   4.49111e-01   6.40905e-02   3.68766e-04   9.76183e-04  
1.10000e-01   4.20000e+00   2.44545e-04   2.40870e-01   4.43702e-01   6.27115e-02   3.67124e-04   9.76528e-04  
1.10000e-01   4.30000e+00   2.41958e-04   2.39320e-01   4.38254e-01   6.12945e-02   3.65491e-04   9.77303e-04  
1.10000e-01   4.40000e+00   2.40565e-04   2.38080e-01   4.34792e-01   6.00023e-02   3.64831e-04   9.82084e-04  
1.10000e-01   4.50000e+00   2.38774e-04   2.37150e-01   4.30785e-01   5.87845e-02   3.63796e-04   9.84819e-04  
1.10000e-01   4.60000e+00   2.36586e-04   2.34980e-01   4.26022e-01   5.74319e-02   3.62470e-04   9.87215e-04  
1.10000e-01   4.70000e+00   2.34994e-04   2.33430e-01   4.22279e-01   5.61688e-02   3.61624e-04   9.91536e-04  
1.10000e-01   4.80000e+00   2.33004e-04   2.31880e-01   4.18004e-01   5.49941e-02   3.60390e-04   9.93586e-04  
1.10000e-01   4.90000e+00   2.30616e-04   2.30330e-01   4.13134e-01   5.38441e-02   3.58793e-04   9.93850e-04  
1.10000e-01   5.00000e+00   2.27831e-04   2.27850e-01   4.07541e-01   5.25912e-02   3.56883e-04   9.93471e-04  
1.10000e-01   5.10000e+00   2.25642e-04   2.25680e-01   4.02925e-01   5.13851e-02   3.55474e-04   9.95407e-04  
1.10000e-01   5.20000e+00   2.23851e-04   2.25060e-01   3.98953e-01   5.02030e-02   3.54404e-04   9.99066e-04  
1.10000e-01   5.30000e+00   2.22458e-04   2.24440e-01   3.95635e-01   4.90547e-02   3.53672e-04   1.00440e-03  
1.10000e-01   5.40000e+00   2.21065e-04   2.23510e-01   3.92391e-01   4.79813e-02   3.52907e-04   1.00922e-03  
1.10000e-01   5.50000e+00   2.19274e-04   2.21340e-01   3.88533e-01   4.69132e-02   3.51782e-04   1.01237e-03  
1.10000e-01   5.60000e+00   2.17683e-04   2.20100e-01   3.85023e-01   4.58826e-02   3.50817e-04   1.01625e-03  
1.10000e-01   5.70000e+00   2.15693e-04   2.18860e-01   3.80934e-01   4.48943e-02   3.49471e-04   1.01798e-03  
1.10000e-01   5.80000e+00   2.13504e-04   2.16690e-01   3.76612e-01   4.39822e-02   3.47904e-04   1.01805e-03  
1.10000e-01   5.90000e+00   2.10519e-04   2.14830e-01   3.70929e-01   4.29494e-02   3.45658e-04   1.01581e-03  
1.10000e-01   6.00000e+00   2.09326e-04   2.13590e-01   3.68153e-01   4.20325e-02   3.44991e-04   1.02101e-03  
1.10000e-01   6.10000e+00   2.07336e-04   2.12350e-01   3.64168e-01   4.11484e-02   3.43576e-04   1.02211e-03  
1.10000e-01   6.20000e+00   2.05346e-04   2.10490e-01   3.60293e-01   4.03726e-02   3.42104e-04   1.02198e-03  
1.10000e-01   6.30000e+00   2.03754e-04   2.08630e-01   3.56980e-01   3.95403e-02   3.41023e-04   1.02468e-03  
1.10000e-01   6.40000e+00   2.02162e-04   2.07080e-01   3.53718e-01   3.87582e-02   3.39916e-04   1.02688e-03  
1.10000e-01   6.50000e+00   2.00769e-04   2.05840e-01   3.50759e-01   3.79691e-02   3.38995e-04   1.03034e-03  
1.10000e-01   6.60000e+00   1.99377e-04   2.04290e-01   3.47898e-01   3.72780e-02   3.38025e-04   1.03264e-03  
1.10000e-01   6.70000e+00   1.98382e-04   2.03670e-01   3.45620e-01   3.65501e-02   3.37444e-04   1.03767e-03  
1.10000e-01   6.80000e+00   1.96989e-04   2.02430e-01   3.42735e-01   3.58354e-02   3.36482e-04   1.04060e-03  
1.10000e-01   6.90000e+00   1.95795e-04   2.01500e-01   3.40152e-01   3.51122e-02   3.35711e-04   1.04490e-03  
1.10000e-01   7.00000e+00   1.95596e-04   2.01190e-01   3.39103e-01   3.43728e-02   3.35888e-04   1.05500e-03  
1.10000e-01   7.10000e+00   1.93805e-04   1.99020e-01   3.35708e-01   3.37684e-02   3.34491e-04   1.05465e-03  
1.10000e-01   7.20000e+00   1.92810e-04   1.98090e-01   3.33554e-01   3.31640e-02   3.33847e-04   1.05876e-03  
1.10000e-01   7.30000e+00   1.92014e-04   1.97160e-01   3.31700e-01   3.25497e-02   3.33397e-04   1.06429e-03  
1.10000e-01   7.40000e+00   1.90224e-04   1.95300e-01   3.28300e-01   3.19402e-02   3.31993e-04   1.06438e-03  
1.10000e-01   7.50000e+00   1.89627e-04   1.94990e-01   3.26721e-01   3.12906e-02   3.31750e-04   1.07199e-03  
1.10000e-01   7.60000e+00   1.88433e-04   1.93750e-01   3.24305e-01   3.07348e-02   3.30887e-04   1.07483e-03  
1.10000e-01   7.70000e+00   1.87438e-04   1.92820e-01   3.22118e-01   3.00978e-02   3.30255e-04   1.08041e-03  
1.10000e-01   7.80000e+00   1.85448e-04   1.91270e-01   3.18441e-01   2.95212e-02   3.28630e-04   1.07933e-03  
1.10000e-01   7.90000e+00   1.83856e-04   1.89720e-01   3.15399e-01   2.89587e-02   3.27377e-04   1.08041e-03  
1.10000e-01   8.00000e+00   1.82065e-04   1.88480e-01   3.12056e-01   2.84065e-02   3.25920e-04   1.08024e-03  
1.10000e-01   8.10000e+00   1.80076e-04   1.86310e-01   3.08438e-01   2.78881e-02   3.24243e-04   1.07831e-03  
1.10000e-01   8.20000e+00   1.78484e-04   1.84760e-01   3.05503e-01   2.74327e-02   3.22917e-04   1.07762e-03  
1.10000e-01   8.30000e+00   1.77489e-04   1.83830e-01   3.03486e-01   2.69658e-02   3.22183e-04   1.08085e-03  
1.10000e-01   8.40000e+00   1.76295e-04   1.82590e-01   3.01127e-01   2.64670e-02   3.21266e-04   1.08365e-03  
1.10000e-01   8.50000e+00   1.75101e-04   1.81350e-01   2.98813e-01   2.60131e-02   3.20324e-04   1.08566e-03  
1.10000e-01   8.60000e+00   1.74305e-04   1.80730e-01   2.97084e-01   2.55239e-02   3.19794e-04   1.09103e-03  
1.10000e-01   8.70000e+00   1.73111e-04   1.79490e-01   2.94764e-01   2.50636e-02   3.18852e-04   1.09346e-03  
1.10000e-01   8.80000e+00   1.72117e-04   1.78560e-01   2.92779e-01   2.46293e-02   3.18092e-04   1.09672e-03  
1.10000e-01   8.90000e+00   1.70127e-04   1.77010e-01   2.89251e-01   2.42006e-02   3.16326e-04   1.09360e-03  
1.10000e-01   9.00000e+00   1.69530e-04   1.76080e-01   2.87928e-01   2.38078e-02   3.15940e-04   1.09872e-03  
1.10000e-01   9.10000e+00   1.68535e-04   1.75150e-01   2.85923e-01   2.33526e-02   3.15185e-04   1.10287e-03  
1.10000e-01   9.20000e+00   1.67341e-04   1.73910e-01   2.83672e-01   2.29617e-02   3.14192e-04   1.10433e-03  
1.10000e-01   9.30000e+00   1.66346e-04   1.72670e-01   2.81725e-01   2.25654e-02   3.13401e-04   1.10737e-03  
1.10000e-01   9.40000e+00   1.64953e-04   1.70500e-01   2.79208e-01   2.22180e-02   3.12174e-04   1.10665e-03  
1.10000e-01   9.50000e+00   1.63759e-04   1.70190e-01   2.76939e-01   2.18091e-02   3.11182e-04   1.10889e-03  
1.10000e-01   9.60000e+00   1.61770e-04   1.68330e-01   2.73488e-01   2.14578e-02   3.09334e-04   1.10434e-03  
1.10000e-01   9.70000e+00   1.60775e-04   1.67400e-01   2.71595e-01   2.11153e-02   3.08501e-04   1.10642e-03  
1.10000e-01   9.80000e+00   1.59979e-04   1.66780e-01   2.70015e-01   2.07753e-02   3.07871e-04   1.10991e-03  
1.10000e-01   9.90000e+00   1.59581e-04   1.66160e-01   2.69059e-01   2.04394e-02   3.07650e-04   1.11621e-03  
1.20000e-01   0.00000e+00   3.08815e-04   2.87680e-01   5.97536e-01   1.16416e-01   3.99499e-04   9.05088e-04  
1.20000e-01   1.00000e-01   3.08815e-04   2.87680e-01   5.97536e-01   1.16416e-01   3.99499e-04   9.05088e-04  
1.20000e-01   2.00000e-01   3.08815e-04   2.87680e-01   5.97536e-01   1.16416e-01   3.99499e-04   9.05088e-04  
1.20000e-01   3.00000e-01   3.08815e-04   2.87680e-01   5.97536e-01   1.16416e-01   3.99499e-04   9.05088e-04  
1.20000e-01   4.00000e-01   3.08815e-04   2.87680e-01   5.97536e-01   1.16416e-01   3.99499e-04   9.05088e-04  
1.20000e-01   5.00000e-01   3.08815e-04   2.87680e-01   5.97523e-01   1.16403e-01   3.99504e-04   9.05141e-04  
1.20000e-01   6.00000e-01   3.08815e-04   2.87680e-01   5.97447e-01   1.16327e-01   3.99529e-04   9.05438e-04  
1.20000e-01   7.00000e-01   3.08616e-04   2.87370e-01   5.96991e-01   1.16181e-01   3.99424e-04   9.05420e-04  
1.20000e-01   8.00000e-01   3.08417e-04   2.87370e-01   5.96314e-01   1.15814e-01   3.99393e-04   9.06269e-04  
1.20000e-01   9.00000e-01   3.07820e-04   2.86750e-01   5.94609e-01   1.15039e-01   3.99191e-04   9.07557e-04  
1.20000e-01   1.00000e+00   3.07223e-04   2.86440e-01   5.92719e-01   1.14079e-01   3.99052e-04   9.09603e-04  
1.20000e-01   1.10000e+00   3.06427e-04   2.85820e-01   5.90168e-01   1.12768e-01   3.98877e-04   9.12501e-04  
1.20000e-01   1.20000e+00   3.05034e-04   2.85510e-01   5.86400e-01   1.11170e-01   3.98338e-04   9.14860e-04  
1.20000e-01   1.30000e+00   3.02448e-04   2.83960e-01   5.80740e-01   1.09540e-01   3.96880e-04   9.13827e-04  
1.20000e-01   1.40000e+00   3.00856e-04   2.82410e-01   5.76389e-01   1.07669e-01   3.96278e-04   9.16881e-04  
1.20000e-01   1.50000e+00   2.98667e-04   2.80860e-01   5.71153e-01   1.05843e-01   3.95194e-04   9.18027e-04  
1.20000e-01   1.60000e+00   2.96478e-04   2.79310e-01   5.65826e-01   1.03926e-01   3.94141e-04   9.19667e-04  
1.20000e-01   1.70000e+00   2.94090e-04   2.77450e-01   5.59963e-01   1.01783e-01   3.93008e-04   9.21816e-04  
1.20000e-01   1.80000e+00   2.90907e-04   2.76830e-01   5.53067e-01   9.98471e-02   3.91169e-04   9.20632e-04  
